region,category,priority,yaw_deg,pitch_deg,roll,grid_type,source,ocs_total,brightness_rank,rank_shift_vs_roll0,pixel_local_contrast,neighbor_contrast_ypr,roll_sensitivity_score,n_pixels_camera_visible,n_pixels_contributing,mean_lit,image_usable,glint_flag,saturation_flag
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+67.5,60,half2p5,21_pack,1.459895e-02,82,41,0.719773,0.167813,1.711826,6058,2229,4.089531e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,-60,integer5,21_pack,1.502179e-02,90,48,1.144881,0.331327,1.746005,4088,3985,2.353722e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,-45,integer5,21_pack,1.956058e-02,84,42,1.281274,0.617624,1.746005,5089,5015,2.435414e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,-30,integer5,21_pack,2.603617e-02,54,12,0.522779,1.411286,1.746005,5853,3149,5.162574e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,-15,integer5,21_pack,5.949927e-02,38,-4,0.548750,0.926484,1.746005,6252,4049,9.175416e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,0,integer5,01_fullrun,6.682134e-02,42,0,0.457997,0.817461,1.746005,6307,4683,8.909492e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,15,integer5,21_pack,2.931572e-02,92,50,0.652150,1.187832,1.746005,6000,5139,3.561917e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,30,integer5,21_pack,2.241718e-02,100,58,0.905723,0.657699,1.746005,5786,5594,2.502191e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,45,integer5,21_pack,1.523288e-02,104,62,1.376538,0.532333,1.746005,6088,5711,1.665451e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,55.0,+70.0,60,integer5,21_pack,1.470992e-02,80,38,0.650020,0.154403,1.746005,6047,2190,4.193997e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,-60,half2p5,21_pack,1.494299e-02,91,55,0.934702,0.374175,1.862789,4212,3452,2.702891e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,-45,half2p5,21_pack,1.972369e-02,83,47,1.175740,0.646354,1.862789,5170,4406,2.795154e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,-30,half2p5,21_pack,2.526213e-02,55,19,0.333571,1.932769,1.862789,5912,2608,6.048176e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,-15,half2p5,21_pack,5.804432e-02,39,3,0.373189,1.220451,1.862789,6325,3458,1.048085e-01,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,0,half2p5,21_pack,6.942464e-02,36,0,0.277298,1.093712,1.862789,6377,4030,1.075649e-01,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,15,half2p5,21_pack,2.916910e-02,93,57,0.512138,1.181315,1.862789,6087,4446,4.096524e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,30,half2p5,21_pack,2.302063e-02,95,59,0.814205,0.655089,1.862789,5886,4902,2.932282e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,45,half2p5,21_pack,1.628313e-02,98,62,1.197727,0.575116,1.862789,6165,5017,2.026543e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+60.0,60,half2p5,21_pack,1.364188e-02,90,54,0.310386,0.250361,1.862789,6105,1514,5.626138e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,-60,half2p5,21_pack,1.486384e-02,92,57,1.165888,0.395268,1.879156,4141,4047,2.293295e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,-45,half2p5,21_pack,1.946798e-02,85,50,1.333674,0.666297,1.879156,5119,5050,2.407085e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,-30,half2p5,21_pack,2.505292e-02,56,21,0.642829,1.982755,1.879156,5874,3238,4.831072e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,-15,half2p5,21_pack,5.378006e-02,41,6,0.621166,1.243367,1.879156,6305,4155,8.081877e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,0,half2p5,21_pack,6.947678e-02,35,0,0.525357,1.106217,1.879156,6359,4791,9.054728e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,15,half2p5,21_pack,2.955031e-02,90,55,0.687836,1.190510,1.879156,6079,5218,3.536062e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,30,half2p5,21_pack,2.304697e-02,94,59,0.929391,0.679629,1.879156,5859,5669,2.538454e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,45,half2p5,21_pack,1.609443e-02,100,65,1.338118,0.582889,1.879156,6147,5836,1.721957e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+62.5,60,half2p5,21_pack,1.406328e-02,86,51,0.839433,0.259822,1.879156,6101,2329,3.770326e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,-60,half2p5,21_pack,1.447813e-02,96,63,1.013903,0.382921,1.932525,4078,3969,2.277684e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,-45,half2p5,21_pack,1.912822e-02,86,53,1.306714,0.657367,1.932525,5060,4994,2.391597e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,-30,half2p5,21_pack,2.492972e-02,57,24,0.613220,1.816581,1.932525,5836,3169,4.911985e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,-15,half2p5,21_pack,5.027023e-02,46,13,0.606567,1.106738,1.932525,6278,4059,7.733102e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,0,half2p5,21_pack,6.997713e-02,33,0,0.518980,0.966546,1.932525,6364,4761,9.177406e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,15,half2p5,21_pack,2.947350e-02,91,58,0.614172,1.185458,1.932525,6079,5158,3.567896e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,30,half2p5,21_pack,2.311637e-02,93,60,0.934903,0.695723,1.932525,5822,5639,2.559644e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,45,half2p5,21_pack,1.620459e-02,99,66,1.393814,0.584285,1.932525,6125,5794,1.746310e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+65.0,60,half2p5,21_pack,1.384343e-02,89,56,0.763342,0.262159,1.932525,6097,2244,3.851969e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,-60,half2p5,21_pack,1.442817e-02,98,64,1.060061,0.372825,1.939891,3997,3903,2.308206e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,-45,half2p5,21_pack,1.879451e-02,87,53,1.240209,0.658246,1.939891,5005,4937,2.377004e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,-30,half2p5,21_pack,2.462510e-02,58,24,0.587182,1.712783,1.939891,5792,3073,5.003541e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,-15,half2p5,21_pack,4.723922e-02,50,16,0.595676,1.008336,1.939891,6244,4012,7.351970e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,0,half2p5,21_pack,6.973055e-02,34,0,0.488872,0.857846,1.939891,6357,4701,9.261787e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,15,half2p5,21_pack,2.972530e-02,88,54,0.580934,1.184254,1.939891,6075,5119,3.625793e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,30,half2p5,21_pack,2.345464e-02,90,56,0.868979,0.697640,1.939891,5787,5619,2.606344e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,45,half2p5,21_pack,1.635049e-02,97,63,1.345008,0.583270,1.939891,6106,5784,1.765081e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+67.5,60,half2p5,21_pack,1.403729e-02,88,54,0.759858,0.265155,1.939891,6101,2213,3.960626e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,-60,half2p5,21_pack,1.426306e-02,100,68,0.986267,0.361405,1.975819,3938,3841,2.318624e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,-45,half2p5,21_pack,1.862066e-02,89,57,1.282978,0.652947,1.975819,4948,4857,2.393806e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,-30,half2p5,21_pack,2.458861e-02,59,27,0.557562,1.548381,1.975819,5765,3016,5.090548e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,-15,half2p5,21_pack,4.440913e-02,53,21,0.566529,1.002339,1.975819,6222,3948,7.023556e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,0,half2p5,21_pack,7.026403e-02,32,0,0.484202,0.848199,1.975819,6343,4653,9.428919e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,15,half2p5,21_pack,3.019436e-02,85,53,0.579698,1.182697,1.975819,6073,5075,3.714939e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,30,half2p5,21_pack,2.330805e-02,92,60,0.859593,0.693067,1.975819,5733,5541,2.626514e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,45,half2p5,21_pack,1.636616e-02,96,64,1.349160,0.567550,1.975819,6071,5737,1.781245e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,57.5,+70.0,60,half2p5,21_pack,1.404909e-02,87,55,0.689732,0.264550,1.975819,6085,2156,4.068755e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,-60,integer5,21_pack,1.429260e-02,99,55,1.017911,0.357870,1.917099,4101,3992,2.235541e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,-45,integer5,21_pack,1.853450e-02,91,47,1.235662,0.605481,1.917099,5047,4986,2.321082e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,-30,integer5,21_pack,2.382787e-02,62,18,0.692193,1.419793,1.917099,5835,3221,4.619091e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,-15,integer5,21_pack,4.222377e-02,54,10,0.647696,1.067742,1.917099,6299,4115,6.406917e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,0,integer5,01_fullrun,6.654182e-02,44,0,0.557960,0.868764,1.917099,6398,4758,8.732371e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,15,integer5,21_pack,2.964026e-02,89,45,0.656318,1.170888,1.917099,6129,5197,3.561158e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,30,integer5,21_pack,2.353338e-02,88,44,0.896125,0.631935,1.917099,5845,5655,2.598446e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,45,integer5,21_pack,1.701358e-02,94,50,1.344206,0.620234,1.917099,6146,5857,1.813771e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+60.0,60,integer5,21_pack,1.348280e-02,93,49,0.921699,0.367416,1.917099,6161,2354,3.576312e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,-60,half2p5,21_pack,1.404497e-02,103,64,1.011158,0.365541,1.963674,4018,3909,2.243454e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,-45,half2p5,21_pack,1.841008e-02,92,53,1.271749,0.613764,1.963674,4990,4914,2.339281e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,-30,half2p5,21_pack,2.353974e-02,64,25,0.656065,1.441089,1.963674,5786,3115,4.718517e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,-15,half2p5,21_pack,4.011597e-02,56,17,0.634287,1.095473,1.963674,6262,4016,6.237141e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,0,half2p5,21_pack,6.768928e-02,39,0,0.549966,0.883659,1.963674,6398,4751,8.896041e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,15,half2p5,21_pack,3.005088e-02,86,47,0.629105,1.178503,1.963674,6147,5166,3.632158e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,30,half2p5,21_pack,2.367310e-02,85,46,0.889461,0.658020,1.963674,5798,5616,2.632025e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,45,half2p5,21_pack,1.725776e-02,93,54,1.342835,0.644987,1.963674,6114,5822,1.850862e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+62.5,60,half2p5,21_pack,1.351450e-02,92,53,0.829634,0.384122,1.963674,6152,2276,3.707573e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,-60,integer5,21_pack,1.373716e-02,107,69,0.860696,0.352227,1.986205,3938,3824,2.243061e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,-45,integer5,21_pack,1.820527e-02,94,56,1.246619,0.607313,1.986205,4919,4845,2.346202e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,-30,integer5,21_pack,2.321380e-02,72,34,0.590473,1.336492,1.986205,5739,3025,4.791624e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,-15,integer5,21_pack,3.837742e-02,59,21,0.611112,1.115094,1.986205,6236,3961,6.049686e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,0,integer5,01_fullrun,6.779129e-02,38,0,0.556376,0.885653,1.986205,6388,4675,9.054286e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,15,integer5,21_pack,3.065191e-02,83,45,0.623206,1.170756,1.986205,6146,5130,3.730801e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,30,integer5,21_pack,2.373804e-02,84,46,0.882661,0.665878,1.986205,5733,5563,2.664389e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,45,integer5,21_pack,1.732181e-02,90,52,1.308420,0.642326,1.986205,6102,5806,1.862852e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+65.0,60,integer5,21_pack,1.340435e-02,95,57,0.784771,0.389826,1.986205,6144,2244,3.729794e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,-60,half2p5,21_pack,1.394131e-02,104,64,0.866046,0.333632,1.990946,3882,3781,2.302284e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,-45,half2p5,21_pack,1.823780e-02,93,53,1.283671,0.604846,1.990946,4858,4783,2.380861e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,-30,half2p5,21_pack,2.323759e-02,71,31,0.584732,1.245023,1.990946,5694,2951,4.916814e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,-15,half2p5,21_pack,3.703440e-02,60,20,0.572452,1.137442,1.990946,6207,3895,5.936900e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,0,half2p5,21_pack,6.760830e-02,40,0,0.518744,0.899002,1.990946,6367,4614,9.149226e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,15,half2p5,21_pack,3.109787e-02,81,41,0.613392,1.168841,1.990946,6135,5077,3.824595e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,30,half2p5,21_pack,2.339905e-02,91,51,0.898543,0.685313,1.990946,5635,5460,2.675885e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,45,half2p5,21_pack,1.730898e-02,91,51,1.319815,0.658971,1.990946,6076,5783,1.868875e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+67.5,60,half2p5,21_pack,1.336040e-02,96,56,0.746403,0.371438,1.990946,6137,2194,3.802287e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,-60,integer5,21_pack,1.387607e-02,105,68,0.803805,0.305171,2.009055,3837,3731,2.322219e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,-45,integer5,21_pack,1.773201e-02,95,58,1.209651,0.582358,2.009055,4804,4724,2.343744e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,-30,integer5,21_pack,2.312613e-02,73,36,0.559960,1.145432,2.009055,5653,2889,4.998242e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,-15,integer5,21_pack,3.592834e-02,61,24,0.541819,1.144665,2.009055,6175,3816,5.878827e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,0,integer5,01_fullrun,6.797072e-02,37,0,0.499788,0.897170,2.009055,6361,4578,9.270603e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,15,integer5,21_pack,3.128576e-02,80,43,0.550084,1.161836,2.009055,6138,5043,3.873643e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,30,integer5,21_pack,2.347094e-02,89,52,0.888278,0.677024,2.009055,5591,5373,2.727568e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,45,integer5,21_pack,1.737635e-02,89,52,1.268167,0.650873,2.009055,6055,5751,1.886589e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,60.0,+70.0,60,integer5,21_pack,1.345386e-02,94,57,0.696465,0.362262,2.009055,6126,2133,3.938383e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,-60,half2p5,21_pack,1.383861e-02,106,53,0.902233,0.294941,1.843431,3988,3881,2.226438e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,-45,half2p5,21_pack,1.766149e-02,96,43,1.322727,0.553906,1.843431,4896,4825,2.285556e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,-30,half2p5,21_pack,2.242216e-02,85,32,0.689799,1.028960,1.843431,5744,3112,4.498832e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,-15,half2p5,21_pack,3.407937e-02,62,9,0.640754,1.203562,1.843431,6246,3999,5.321109e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,0,half2p5,21_pack,6.036954e-02,53,0,0.588730,0.908586,1.843431,6416,4714,7.996321e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,15,half2p5,21_pack,3.040916e-02,84,31,0.622814,1.155149,1.843431,6203,5157,3.681876e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,30,half2p5,21_pack,2.356323e-02,87,34,0.906770,0.626277,1.843431,5695,5513,2.668755e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,45,half2p5,21_pack,1.794519e-02,88,35,1.256098,0.681783,1.843431,6127,5851,1.915048e-02,1,1,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+60.0,60,half2p5,21_pack,1.265639e-02,106,53,0.907931,0.417584,1.843431,6179,2319,3.407776e-02,1,0,0
R3_low_info_connectivity,low-info/ocs-hard,primary,62.5,+62.5,-60,half2p5,21_pack,1.412931e-02,102,50,0.827847,0.301155,1.852757,3964,3843,2.295686e-02,1,0,0
