degrade_level,geom,mode,select,conf_source,coverage,n_kept,yaw_cmae,yaw_hit@30
degraded-mild,G5,image_only,final,neural_margin,0.85,252,3.5507,1.0
degraded-mild,G5,image_only,final,neural_margin,0.9,266,3.5047,1.0
degraded-mild,G5,image_only,final,neural_margin,0.95,281,3.4783,1.0
degraded-mild,G5,image_only,final,neural_margin,1.0,296,3.5026,1.0
degraded-mild,G5,joint,best,neural_margin,0.05,15,1.2558,1.0
degraded-mild,G5,joint,best,neural_margin,0.1,30,1.4175,1.0
degraded-mild,G5,joint,best,neural_margin,0.15,44,1.4839,1.0
degraded-mild,G5,joint,best,neural_margin,0.2,59,1.2771,1.0
degraded-mild,G5,joint,best,neural_margin,0.25,74,1.3143,1.0
degraded-mild,G5,joint,best,neural_margin,0.3,89,1.5122,1.0
degraded-mild,G5,joint,best,neural_margin,0.35,104,1.5,1.0
degraded-mild,G5,joint,best,neural_margin,0.4,118,1.5248,1.0
degraded-mild,G5,joint,best,neural_margin,0.45,133,1.5636,1.0
degraded-mild,G5,joint,best,neural_margin,0.5,148,1.5447,1.0
degraded-mild,G5,joint,best,neural_margin,0.55,163,1.521,1.0
degraded-mild,G5,joint,best,neural_margin,0.6,178,1.5471,1.0
degraded-mild,G5,joint,best,neural_margin,0.65,192,1.5606,1.0
degraded-mild,G5,joint,best,neural_margin,0.7,207,1.6133,1.0
degraded-mild,G5,joint,best,neural_margin,0.75,222,1.7186,1.0
degraded-mild,G5,joint,best,neural_margin,0.8,237,1.7895,1.0
degraded-mild,G5,joint,best,neural_margin,0.85,252,1.8186,1.0
degraded-mild,G5,joint,best,neural_margin,0.9,266,1.8257,1.0
degraded-mild,G5,joint,best,neural_margin,0.95,281,1.8395,1.0
degraded-mild,G5,joint,best,neural_margin,1.0,296,1.8752,1.0
degraded-mild,G5,joint,final,neural_margin,0.05,15,1.8963,1.0
degraded-mild,G5,joint,final,neural_margin,0.1,30,1.4811,1.0
degraded-mild,G5,joint,final,neural_margin,0.15,44,1.6326,1.0
degraded-mild,G5,joint,final,neural_margin,0.2,59,1.6853,1.0
degraded-mild,G5,joint,final,neural_margin,0.25,74,1.8182,1.0
degraded-mild,G5,joint,final,neural_margin,0.3,89,1.8647,1.0
degraded-mild,G5,joint,final,neural_margin,0.35,104,2.05,1.0
degraded-mild,G5,joint,final,neural_margin,0.4,118,2.0524,1.0
degraded-mild,G5,joint,final,neural_margin,0.45,133,2.0267,1.0
degraded-mild,G5,joint,final,neural_margin,0.5,148,2.0747,1.0
degraded-mild,G5,joint,final,neural_margin,0.55,163,2.1251,1.0
degraded-mild,G5,joint,final,neural_margin,0.6,178,2.1475,1.0
degraded-mild,G5,joint,final,neural_margin,0.65,192,2.1497,1.0
degraded-mild,G5,joint,final,neural_margin,0.7,207,2.1478,1.0
degraded-mild,G5,joint,final,neural_margin,0.75,222,2.1216,1.0
degraded-mild,G5,joint,final,neural_margin,0.8,237,2.1455,1.0
degraded-mild,G5,joint,final,neural_margin,0.85,252,2.1332,1.0
degraded-mild,G5,joint,final,neural_margin,0.9,266,2.1387,1.0
degraded-mild,G5,joint,final,neural_margin,0.95,281,2.1502,1.0
degraded-mild,G5,joint,final,neural_margin,1.0,296,2.1445,1.0
degraded-moderate,G1,ocs_only,best,neural_margin,0.05,15,89.7905,0.0667
degraded-moderate,G1,ocs_only,best,neural_margin,0.1,30,89.813,0.1
degraded-moderate,G1,ocs_only,best,neural_margin,0.15,44,78.4913,0.1591
degraded-moderate,G1,ocs_only,best,neural_margin,0.2,59,82.5109,0.1864
degraded-moderate,G1,ocs_only,best,neural_margin,0.25,74,82.9724,0.1892
degraded-moderate,G1,ocs_only,best,neural_margin,0.3,89,80.6659,0.191
degraded-moderate,G1,ocs_only,best,neural_margin,0.35,104,77.4062,0.2404
degraded-moderate,G1,ocs_only,best,neural_margin,0.4,118,81.4817,0.2203
degraded-moderate,G1,ocs_only,best,neural_margin,0.45,133,83.7185,0.218
degraded-moderate,G1,ocs_only,best,neural_margin,0.5,148,82.2461,0.2297
degraded-moderate,G1,ocs_only,best,neural_margin,0.55,163,82.8751,0.227
degraded-moderate,G1,ocs_only,best,neural_margin,0.6,178,82.9566,0.2247
degraded-moderate,G1,ocs_only,best,neural_margin,0.65,192,81.3185,0.2344
degraded-moderate,G1,ocs_only,best,neural_margin,0.7,207,79.6826,0.2464
degraded-moderate,G1,ocs_only,best,neural_margin,0.75,222,79.8035,0.2342
degraded-moderate,G1,ocs_only,best,neural_margin,0.8,237,80.2752,0.2278
degraded-moderate,G1,ocs_only,best,neural_margin,0.85,252,80.0498,0.2341
degraded-moderate,G1,ocs_only,best,neural_margin,0.9,266,79.4034,0.2368
degraded-moderate,G1,ocs_only,best,neural_margin,0.95,281,78.0477,0.2527
degraded-moderate,G1,ocs_only,best,neural_margin,1.0,296,78.4812,0.2568
degraded-moderate,G1,pdb,-,pdb_margin,0.05,15,84.3333,0.2667
degraded-moderate,G1,pdb,-,pdb_margin,0.1,30,101.5,0.2333
degraded-moderate,G1,pdb,-,pdb_margin,0.15,44,99.6591,0.1818
degraded-moderate,G1,pdb,-,pdb_margin,0.2,59,100.678,0.1864
degraded-moderate,G1,pdb,-,pdb_margin,0.25,74,95.3378,0.2027
degraded-moderate,G1,pdb,-,pdb_margin,0.3,89,94.7191,0.2022
degraded-moderate,G1,pdb,-,pdb_margin,0.35,104,94.5192,0.2019
degraded-moderate,G1,pdb,-,pdb_margin,0.4,118,94.1102,0.2203
degraded-moderate,G1,pdb,-,pdb_margin,0.45,133,93.9098,0.218
degraded-moderate,G1,pdb,-,pdb_margin,0.5,148,94.1892,0.223
degraded-moderate,G1,pdb,-,pdb_margin,0.55,163,94.4172,0.2086
degraded-moderate,G1,pdb,-,pdb_margin,0.6,178,93.3146,0.2247
degraded-moderate,G1,pdb,-,pdb_margin,0.65,192,93.3594,0.2135
degraded-moderate,G1,pdb,-,pdb_margin,0.7,207,92.4396,0.2126
degraded-moderate,G1,pdb,-,pdb_margin,0.75,222,92.4324,0.2162
degraded-moderate,G1,pdb,-,pdb_margin,0.8,237,90.7173,0.2278
degraded-moderate,G1,pdb,-,pdb_margin,0.85,252,90.2778,0.2302
degraded-moderate,G1,pdb,-,pdb_margin,0.9,266,89.9248,0.2368
degraded-moderate,G1,pdb,-,pdb_margin,0.95,281,90.2491,0.2349
degraded-moderate,G1,pdb,-,pdb_margin,1.0,296,91.6723,0.2297
degraded-moderate,G1,ocs_only,final,neural_margin,0.05,15,89.4177,0.1333
degraded-moderate,G1,ocs_only,final,neural_margin,0.1,30,80.7578,0.2
degraded-moderate,G1,ocs_only,final,neural_margin,0.15,44,75.2431,0.2273
degraded-moderate,G1,ocs_only,final,neural_margin,0.2,59,74.219,0.2373
degraded-moderate,G1,ocs_only,final,neural_margin,0.25,74,75.085,0.2568
degraded-moderate,G1,ocs_only,final,neural_margin,0.3,89,80.8696,0.2472
degraded-moderate,G1,ocs_only,final,neural_margin,0.35,104,81.2615,0.25
degraded-moderate,G1,ocs_only,final,neural_margin,0.4,118,79.3629,0.2797
degraded-moderate,G1,ocs_only,final,neural_margin,0.45,133,81.7771,0.2707
degraded-moderate,G1,ocs_only,final,neural_margin,0.5,148,80.7874,0.277
degraded-moderate,G1,ocs_only,final,neural_margin,0.55,163,80.2995,0.2699
degraded-moderate,G1,ocs_only,final,neural_margin,0.6,178,80.2951,0.264
degraded-moderate,G1,ocs_only,final,neural_margin,0.65,192,80.2302,0.2656
degraded-moderate,G1,ocs_only,final,neural_margin,0.7,207,82.3826,0.2512
degraded-moderate,G1,ocs_only,final,neural_margin,0.75,222,82.6207,0.2432
degraded-moderate,G1,ocs_only,final,neural_margin,0.8,237,82.088,0.2532
degraded-moderate,G1,ocs_only,final,neural_margin,0.85,252,81.6173,0.2579
degraded-moderate,G1,ocs_only,final,neural_margin,0.9,266,81.8137,0.2519
degraded-moderate,G1,ocs_only,final,neural_margin,0.95,281,81.3497,0.2491
degraded-moderate,G1,ocs_only,final,neural_margin,1.0,296,80.358,0.25
degraded-moderate,G1,pdb,-,pdb_margin,0.05,15,84.3333,0.2667
degraded-moderate,G1,pdb,-,pdb_margin,0.1,30,101.5,0.2333
degraded-moderate,G1,pdb,-,pdb_margin,0.15,44,99.6591,0.1818
degraded-moderate,G1,pdb,-,pdb_margin,0.2,59,100.678,0.1864
degraded-moderate,G1,pdb,-,pdb_margin,0.25,74,95.3378,0.2027
degraded-moderate,G1,pdb,-,pdb_margin,0.3,89,94.7191,0.2022
degraded-moderate,G1,pdb,-,pdb_margin,0.35,104,94.5192,0.2019
degraded-moderate,G1,pdb,-,pdb_margin,0.4,118,94.1102,0.2203
degraded-moderate,G1,pdb,-,pdb_margin,0.45,133,93.9098,0.218
degraded-moderate,G1,pdb,-,pdb_margin,0.5,148,94.1892,0.223
degraded-moderate,G1,pdb,-,pdb_margin,0.55,163,94.4172,0.2086
degraded-moderate,G1,pdb,-,pdb_margin,0.6,178,93.3146,0.2247
degraded-moderate,G1,pdb,-,pdb_margin,0.65,192,93.3594,0.2135
degraded-moderate,G1,pdb,-,pdb_margin,0.7,207,92.4396,0.2126
degraded-moderate,G1,pdb,-,pdb_margin,0.75,222,92.4324,0.2162
degraded-moderate,G1,pdb,-,pdb_margin,0.8,237,90.7173,0.2278
degraded-moderate,G1,pdb,-,pdb_margin,0.85,252,90.2778,0.2302
degraded-moderate,G1,pdb,-,pdb_margin,0.9,266,89.9248,0.2368
degraded-moderate,G1,pdb,-,pdb_margin,0.95,281,90.2491,0.2349
degraded-moderate,G1,pdb,-,pdb_margin,1.0,296,91.6723,0.2297
degraded-moderate,G1,image_only,best,neural_margin,0.05,15,5.9789,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.1,30,5.4011,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.15,44,4.9699,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.2,59,4.4146,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.25,74,4.1869,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.3,89,4.0315,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.35,104,3.9325,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.4,118,3.9269,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.45,133,3.8761,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.5,148,3.7629,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.55,163,3.7297,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.6,178,3.745,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.65,192,3.7245,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.7,207,3.6907,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.75,222,3.6829,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.8,237,3.6946,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.85,252,3.6305,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.9,266,3.6121,1.0
degraded-moderate,G1,image_only,best,neural_margin,0.95,281,3.5979,1.0
degraded-moderate,G1,image_only,best,neural_margin,1.0,296,3.6878,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.05,15,10.2266,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.1,30,6.7891,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.15,44,5.4292,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.2,59,5.1591,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.25,74,5.0085,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.3,89,4.9604,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.35,104,4.7824,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.4,118,4.7079,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.45,133,4.7053,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.5,148,4.6754,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.55,163,4.5092,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.6,178,4.4061,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.65,192,4.3876,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.7,207,4.3524,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.75,222,4.4055,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.8,237,4.3318,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.85,252,4.3341,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.9,266,4.3164,1.0
degraded-moderate,G1,image_only,final,neural_margin,0.95,281,4.3024,1.0
degraded-moderate,G1,image_only,final,neural_margin,1.0,296,4.209,1.0
degraded-moderate,G1,joint,best,neural_margin,0.05,15,2.2989,1.0
degraded-moderate,G1,joint,best,neural_margin,0.1,30,1.4669,1.0
degraded-moderate,G1,joint,best,neural_margin,0.15,44,1.3352,1.0
degraded-moderate,G1,joint,best,neural_margin,0.2,59,1.247,1.0
degraded-moderate,G1,joint,best,neural_margin,0.25,74,1.2244,1.0
degraded-moderate,G1,joint,best,neural_margin,0.3,89,1.3543,1.0
degraded-moderate,G1,joint,best,neural_margin,0.35,104,1.4232,1.0
degraded-moderate,G1,joint,best,neural_margin,0.4,118,1.5067,1.0
degraded-moderate,G1,joint,best,neural_margin,0.45,133,1.5627,1.0
degraded-moderate,G1,joint,best,neural_margin,0.5,148,1.5385,1.0
degraded-moderate,G1,joint,best,neural_margin,0.55,163,1.5715,1.0
degraded-moderate,G1,joint,best,neural_margin,0.6,178,1.5615,1.0
degraded-moderate,G1,joint,best,neural_margin,0.65,192,1.6645,1.0
degraded-moderate,G1,joint,best,neural_margin,0.7,207,1.6899,1.0
degraded-moderate,G1,joint,best,neural_margin,0.75,222,1.7607,1.0
degraded-moderate,G1,joint,best,neural_margin,0.8,237,1.8009,1.0
degraded-moderate,G1,joint,best,neural_margin,0.85,252,1.8059,1.0
degraded-moderate,G1,joint,best,neural_margin,0.9,266,1.8217,1.0
degraded-moderate,G1,joint,best,neural_margin,0.95,281,1.845,1.0
degraded-moderate,G1,joint,best,neural_margin,1.0,296,1.8622,1.0
degraded-moderate,G1,joint,final,neural_margin,0.05,15,1.6285,1.0
degraded-moderate,G1,joint,final,neural_margin,0.1,30,1.6215,1.0
degraded-moderate,G1,joint,final,neural_margin,0.15,44,1.4933,1.0
degraded-moderate,G1,joint,final,neural_margin,0.2,59,1.654,1.0
degraded-moderate,G1,joint,final,neural_margin,0.25,74,1.5225,1.0
degraded-moderate,G1,joint,final,neural_margin,0.3,89,1.6629,1.0
degraded-moderate,G1,joint,final,neural_margin,0.35,104,1.6207,1.0
degraded-moderate,G1,joint,final,neural_margin,0.4,118,1.6039,1.0
degraded-moderate,G1,joint,final,neural_margin,0.45,133,1.6452,1.0
degraded-moderate,G1,joint,final,neural_margin,0.5,148,1.6804,1.0
degraded-moderate,G1,joint,final,neural_margin,0.55,163,1.7467,1.0
degraded-moderate,G1,joint,final,neural_margin,0.6,178,1.753,1.0
degraded-moderate,G1,joint,final,neural_margin,0.65,192,1.7853,1.0
degraded-moderate,G1,joint,final,neural_margin,0.7,207,1.7782,1.0
degraded-moderate,G1,joint,final,neural_margin,0.75,222,1.8319,1.0
degraded-moderate,G1,joint,final,neural_margin,0.8,237,1.8693,1.0
degraded-moderate,G1,joint,final,neural_margin,0.85,252,1.8909,1.0
degraded-moderate,G1,joint,final,neural_margin,0.9,266,1.8986,1.0
degraded-moderate,G1,joint,final,neural_margin,0.95,281,1.9362,1.0
degraded-moderate,G1,joint,final,neural_margin,1.0,296,1.9483,1.0
degraded-moderate,G3,ocs_only,best,neural_margin,0.05,15,54.3792,0.4
degraded-moderate,G3,ocs_only,best,neural_margin,0.1,30,74.7946,0.3
degraded-moderate,G3,ocs_only,best,neural_margin,0.15,44,62.6764,0.3864
degraded-moderate,G3,ocs_only,best,neural_margin,0.2,59,55.4164,0.4915
degraded-moderate,G3,ocs_only,best,neural_margin,0.25,74,55.0582,0.5135
degraded-moderate,G3,ocs_only,best,neural_margin,0.3,89,52.859,0.5169
degraded-moderate,G3,ocs_only,best,neural_margin,0.35,104,52.455,0.5192
degraded-moderate,G3,ocs_only,best,neural_margin,0.4,118,55.3817,0.5085
degraded-moderate,G3,ocs_only,best,neural_margin,0.45,133,53.5707,0.5188
degraded-moderate,G3,ocs_only,best,neural_margin,0.5,148,53.3262,0.527
degraded-moderate,G3,ocs_only,best,neural_margin,0.55,163,51.0888,0.5337
degraded-moderate,G3,ocs_only,best,neural_margin,0.6,178,49.2575,0.5449
degraded-moderate,G3,ocs_only,best,neural_margin,0.65,192,49.8275,0.5469
degraded-moderate,G3,ocs_only,best,neural_margin,0.7,207,51.1756,0.5459
degraded-moderate,G3,ocs_only,best,neural_margin,0.75,222,50.3343,0.5541
degraded-moderate,G3,ocs_only,best,neural_margin,0.8,237,50.7715,0.5485
degraded-moderate,G3,ocs_only,best,neural_margin,0.85,252,51.209,0.5437
degraded-moderate,G3,ocs_only,best,neural_margin,0.9,266,52.0639,0.5338
degraded-moderate,G3,ocs_only,best,neural_margin,0.95,281,51.9033,0.5374
degraded-moderate,G3,ocs_only,best,neural_margin,1.0,296,51.7221,0.5405
degraded-moderate,G3,pdb,-,pdb_margin,0.05,15,9.0,0.9333
degraded-moderate,G3,pdb,-,pdb_margin,0.1,30,47.5,0.6667
degraded-moderate,G3,pdb,-,pdb_margin,0.15,44,45.3409,0.6818
degraded-moderate,G3,pdb,-,pdb_margin,0.2,59,43.8983,0.678
degraded-moderate,G3,pdb,-,pdb_margin,0.25,74,47.973,0.6622
degraded-moderate,G3,pdb,-,pdb_margin,0.3,89,47.4719,0.6742
degraded-moderate,G3,pdb,-,pdb_margin,0.35,104,49.6154,0.6635
degraded-moderate,G3,pdb,-,pdb_margin,0.4,118,52.0339,0.6441
degraded-moderate,G3,pdb,-,pdb_margin,0.45,133,48.609,0.6617
degraded-moderate,G3,pdb,-,pdb_margin,0.5,148,49.7635,0.6419
degraded-moderate,G3,pdb,-,pdb_margin,0.55,163,50.7975,0.6319
degraded-moderate,G3,pdb,-,pdb_margin,0.6,178,50.4213,0.6348
degraded-moderate,G3,pdb,-,pdb_margin,0.65,192,50.0521,0.6354
degraded-moderate,G3,pdb,-,pdb_margin,0.7,207,50.7488,0.628
degraded-moderate,G3,pdb,-,pdb_margin,0.75,222,51.0135,0.6306
degraded-moderate,G3,pdb,-,pdb_margin,0.8,237,50.7173,0.6245
degraded-moderate,G3,pdb,-,pdb_margin,0.85,252,49.8413,0.6349
degraded-moderate,G3,pdb,-,pdb_margin,0.9,266,51.1842,0.6278
degraded-moderate,G3,pdb,-,pdb_margin,0.95,281,52.7046,0.6192
degraded-moderate,G3,pdb,-,pdb_margin,1.0,296,51.5709,0.625
degraded-moderate,G3,ocs_only,final,neural_margin,0.05,15,61.743,0.6
degraded-moderate,G3,ocs_only,final,neural_margin,0.1,30,52.2581,0.6
degraded-moderate,G3,ocs_only,final,neural_margin,0.15,44,46.733,0.5909
degraded-moderate,G3,ocs_only,final,neural_margin,0.2,59,49.732,0.5424
degraded-moderate,G3,ocs_only,final,neural_margin,0.25,74,50.0198,0.5405
degraded-moderate,G3,ocs_only,final,neural_margin,0.3,89,54.8432,0.5056
degraded-moderate,G3,ocs_only,final,neural_margin,0.35,104,55.8839,0.4904
degraded-moderate,G3,ocs_only,final,neural_margin,0.4,118,52.699,0.5339
degraded-moderate,G3,ocs_only,final,neural_margin,0.45,133,52.8714,0.5338
degraded-moderate,G3,ocs_only,final,neural_margin,0.5,148,52.2,0.5405
degraded-moderate,G3,ocs_only,final,neural_margin,0.55,163,51.4885,0.5337
degraded-moderate,G3,ocs_only,final,neural_margin,0.6,178,54.8966,0.5112
degraded-moderate,G3,ocs_only,final,neural_margin,0.65,192,54.794,0.5052
degraded-moderate,G3,ocs_only,final,neural_margin,0.7,207,52.8444,0.5169
degraded-moderate,G3,ocs_only,final,neural_margin,0.75,222,52.6272,0.518
degraded-moderate,G3,ocs_only,final,neural_margin,0.8,237,54.0503,0.5063
degraded-moderate,G3,ocs_only,final,neural_margin,0.85,252,52.8726,0.5198
degraded-moderate,G3,ocs_only,final,neural_margin,0.9,266,53.8724,0.5113
degraded-moderate,G3,ocs_only,final,neural_margin,0.95,281,52.8718,0.5231
degraded-moderate,G3,ocs_only,final,neural_margin,1.0,296,53.0913,0.5236
degraded-moderate,G3,pdb,-,pdb_margin,0.05,15,9.0,0.9333
degraded-moderate,G3,pdb,-,pdb_margin,0.1,30,47.5,0.6667
degraded-moderate,G3,pdb,-,pdb_margin,0.15,44,45.3409,0.6818
degraded-moderate,G3,pdb,-,pdb_margin,0.2,59,43.8983,0.678
degraded-moderate,G3,pdb,-,pdb_margin,0.25,74,47.973,0.6622
degraded-moderate,G3,pdb,-,pdb_margin,0.3,89,47.4719,0.6742
degraded-moderate,G3,pdb,-,pdb_margin,0.35,104,49.6154,0.6635
degraded-moderate,G3,pdb,-,pdb_margin,0.4,118,52.0339,0.6441
degraded-moderate,G3,pdb,-,pdb_margin,0.45,133,48.609,0.6617
degraded-moderate,G3,pdb,-,pdb_margin,0.5,148,49.7635,0.6419
degraded-moderate,G3,pdb,-,pdb_margin,0.55,163,50.7975,0.6319
degraded-moderate,G3,pdb,-,pdb_margin,0.6,178,50.4213,0.6348
degraded-moderate,G3,pdb,-,pdb_margin,0.65,192,50.0521,0.6354
degraded-moderate,G3,pdb,-,pdb_margin,0.7,207,50.7488,0.628
degraded-moderate,G3,pdb,-,pdb_margin,0.75,222,51.0135,0.6306
degraded-moderate,G3,pdb,-,pdb_margin,0.8,237,50.7173,0.6245
degraded-moderate,G3,pdb,-,pdb_margin,0.85,252,49.8413,0.6349
degraded-moderate,G3,pdb,-,pdb_margin,0.9,266,51.1842,0.6278
degraded-moderate,G3,pdb,-,pdb_margin,0.95,281,52.7046,0.6192
degraded-moderate,G3,pdb,-,pdb_margin,1.0,296,51.5709,0.625
degraded-moderate,G5,ocs_only,best,neural_margin,0.05,15,22.2719,0.8
degraded-moderate,G5,ocs_only,best,neural_margin,0.1,30,32.2164,0.6667
degraded-moderate,G5,ocs_only,best,neural_margin,0.15,44,30.0736,0.7273
degraded-moderate,G5,ocs_only,best,neural_margin,0.2,59,30.6605,0.7288
degraded-moderate,G5,ocs_only,best,neural_margin,0.25,74,35.419,0.6622
degraded-moderate,G5,ocs_only,best,neural_margin,0.3,89,37.9571,0.6517
degraded-moderate,G5,ocs_only,best,neural_margin,0.35,104,36.6229,0.6538
degraded-moderate,G5,ocs_only,best,neural_margin,0.4,118,36.5691,0.6356
degraded-moderate,G5,ocs_only,best,neural_margin,0.45,133,36.0929,0.6391
degraded-moderate,G5,ocs_only,best,neural_margin,0.5,148,35.4209,0.6419
degraded-moderate,G5,ocs_only,best,neural_margin,0.55,163,35.6589,0.6319
degraded-moderate,G5,ocs_only,best,neural_margin,0.6,178,36.4118,0.6348
degraded-moderate,G5,ocs_only,best,neural_margin,0.65,192,35.986,0.6458
degraded-moderate,G5,ocs_only,best,neural_margin,0.7,207,38.1986,0.6232
degraded-moderate,G5,ocs_only,best,neural_margin,0.75,222,37.4324,0.6261
degraded-moderate,G5,ocs_only,best,neural_margin,0.8,237,38.9919,0.6203
degraded-moderate,G5,ocs_only,best,neural_margin,0.85,252,38.3403,0.619
degraded-moderate,G5,ocs_only,best,neural_margin,0.9,266,38.5766,0.6165
degraded-moderate,G5,ocs_only,best,neural_margin,0.95,281,37.8987,0.6228
degraded-moderate,G5,ocs_only,best,neural_margin,1.0,296,38.4566,0.6182
degraded-moderate,G5,pdb,-,pdb_margin,0.05,15,23.6667,0.8667
degraded-moderate,G5,pdb,-,pdb_margin,0.1,30,17.3333,0.9
degraded-moderate,G5,pdb,-,pdb_margin,0.15,44,19.8864,0.8864
degraded-moderate,G5,pdb,-,pdb_margin,0.2,59,24.1525,0.8644
degraded-moderate,G5,pdb,-,pdb_margin,0.25,74,27.973,0.8243
degraded-moderate,G5,pdb,-,pdb_margin,0.3,89,23.3708,0.8539
degraded-moderate,G5,pdb,-,pdb_margin,0.35,104,22.0192,0.8654
degraded-moderate,G5,pdb,-,pdb_margin,0.4,118,24.4915,0.8475
degraded-moderate,G5,pdb,-,pdb_margin,0.45,133,29.2857,0.8195
degraded-moderate,G5,pdb,-,pdb_margin,0.5,148,28.7162,0.8176
degraded-moderate,G5,pdb,-,pdb_margin,0.55,163,31.5951,0.8037
degraded-moderate,G5,pdb,-,pdb_margin,0.6,178,32.0225,0.7978
degraded-moderate,G5,pdb,-,pdb_margin,0.65,192,32.1875,0.7969
degraded-moderate,G5,pdb,-,pdb_margin,0.7,207,32.4396,0.7971
degraded-moderate,G5,pdb,-,pdb_margin,0.75,222,32.3423,0.7973
degraded-moderate,G5,pdb,-,pdb_margin,0.8,237,31.8143,0.8017
degraded-moderate,G5,pdb,-,pdb_margin,0.85,252,33.4325,0.7897
degraded-moderate,G5,pdb,-,pdb_margin,0.9,266,34.4737,0.782
degraded-moderate,G5,pdb,-,pdb_margin,0.95,281,33.3452,0.79
degraded-moderate,G5,pdb,-,pdb_margin,1.0,296,34.7128,0.7804
degraded-moderate,G5,ocs_only,final,neural_margin,0.05,15,26.7156,0.8
degraded-moderate,G5,ocs_only,final,neural_margin,0.1,30,36.8934,0.7
degraded-moderate,G5,ocs_only,final,neural_margin,0.15,44,39.9016,0.6364
degraded-moderate,G5,ocs_only,final,neural_margin,0.2,59,43.1715,0.6271
degraded-moderate,G5,ocs_only,final,neural_margin,0.25,74,42.1037,0.6486
degraded-moderate,G5,ocs_only,final,neural_margin,0.3,89,40.7632,0.6292
degraded-moderate,G5,ocs_only,final,neural_margin,0.35,104,40.8469,0.6154
degraded-moderate,G5,ocs_only,final,neural_margin,0.4,118,40.0244,0.6186
degraded-moderate,G5,ocs_only,final,neural_margin,0.45,133,40.8617,0.609
degraded-moderate,G5,ocs_only,final,neural_margin,0.5,148,40.0655,0.6081
degraded-moderate,G5,ocs_only,final,neural_margin,0.55,163,38.2943,0.6319
degraded-moderate,G5,ocs_only,final,neural_margin,0.6,178,41.1218,0.6067
degraded-moderate,G5,ocs_only,final,neural_margin,0.65,192,42.372,0.599
degraded-moderate,G5,ocs_only,final,neural_margin,0.7,207,42.5947,0.599
degraded-moderate,G5,ocs_only,final,neural_margin,0.75,222,41.4584,0.6081
degraded-moderate,G5,ocs_only,final,neural_margin,0.8,237,42.0336,0.5949
degraded-moderate,G5,ocs_only,final,neural_margin,0.85,252,42.2411,0.5913
degraded-moderate,G5,ocs_only,final,neural_margin,0.9,266,42.1765,0.5902
degraded-moderate,G5,ocs_only,final,neural_margin,0.95,281,41.1347,0.5979
degraded-moderate,G5,ocs_only,final,neural_margin,1.0,296,40.6226,0.6081
degraded-moderate,G5,pdb,-,pdb_margin,0.05,15,23.6667,0.8667
degraded-moderate,G5,pdb,-,pdb_margin,0.1,30,17.3333,0.9
degraded-moderate,G5,pdb,-,pdb_margin,0.15,44,19.8864,0.8864
degraded-moderate,G5,pdb,-,pdb_margin,0.2,59,24.1525,0.8644
degraded-moderate,G5,pdb,-,pdb_margin,0.25,74,27.973,0.8243
degraded-moderate,G5,pdb,-,pdb_margin,0.3,89,23.3708,0.8539
degraded-moderate,G5,pdb,-,pdb_margin,0.35,104,22.0192,0.8654
degraded-moderate,G5,pdb,-,pdb_margin,0.4,118,24.4915,0.8475
degraded-moderate,G5,pdb,-,pdb_margin,0.45,133,29.2857,0.8195
degraded-moderate,G5,pdb,-,pdb_margin,0.5,148,28.7162,0.8176
degraded-moderate,G5,pdb,-,pdb_margin,0.55,163,31.5951,0.8037
degraded-moderate,G5,pdb,-,pdb_margin,0.6,178,32.0225,0.7978
degraded-moderate,G5,pdb,-,pdb_margin,0.65,192,32.1875,0.7969
