degrade_level,geom,mode,select,conf_source,decile,n,yaw_cmae,yaw_hit@30
degraded-moderate,G3,pdb,-,pdb_margin,3,29,56.3793,0.6552
degraded-moderate,G3,pdb,-,pdb_margin,4,30,63.8333,0.5667
degraded-moderate,G3,pdb,-,pdb_margin,5,30,40.8333,0.6333
degraded-moderate,G3,pdb,-,pdb_margin,6,29,49.6552,0.6207
degraded-moderate,G3,pdb,-,pdb_margin,7,30,56.6667,0.5667
degraded-moderate,G3,pdb,-,pdb_margin,8,29,52.2414,0.5862
degraded-moderate,G3,pdb,-,pdb_margin,9,30,53.1667,0.6667
degraded-moderate,G3,pdb,-,pdb_margin,10,30,55.0,0.6
degraded-moderate,G3,ocs_only,final,neural_margin,1,29,53.5484,0.5862
degraded-moderate,G3,ocs_only,final,neural_margin,2,30,46.0428,0.5
degraded-moderate,G3,ocs_only,final,neural_margin,3,29,63.1208,0.4483
degraded-moderate,G3,ocs_only,final,neural_margin,4,30,48.4598,0.6
degraded-moderate,G3,ocs_only,final,neural_margin,5,30,50.2373,0.5667
degraded-moderate,G3,ocs_only,final,neural_margin,6,29,66.825,0.3793
degraded-moderate,G3,ocs_only,final,neural_margin,7,30,42.5089,0.5333
degraded-moderate,G3,ocs_only,final,neural_margin,8,29,64.3483,0.4138
degraded-moderate,G3,ocs_only,final,neural_margin,9,30,50.8386,0.5667
degraded-moderate,G3,ocs_only,final,neural_margin,10,30,46.1661,0.6333
degraded-moderate,G3,pdb,-,pdb_margin,1,29,43.2759,0.6897
degraded-moderate,G3,pdb,-,pdb_margin,2,30,44.5,0.6667
degraded-moderate,G3,pdb,-,pdb_margin,3,29,56.3793,0.6552
degraded-moderate,G3,pdb,-,pdb_margin,4,30,63.8333,0.5667
degraded-moderate,G3,pdb,-,pdb_margin,5,30,40.8333,0.6333
degraded-moderate,G3,pdb,-,pdb_margin,6,29,49.6552,0.6207
degraded-moderate,G3,pdb,-,pdb_margin,7,30,56.6667,0.5667
degraded-moderate,G3,pdb,-,pdb_margin,8,29,52.2414,0.5862
degraded-moderate,G3,pdb,-,pdb_margin,9,30,53.1667,0.6667
degraded-moderate,G3,pdb,-,pdb_margin,10,30,55.0,0.6
degraded-moderate,G5,ocs_only,best,neural_margin,1,29,32.4925,0.6552
degraded-moderate,G5,ocs_only,best,neural_margin,2,30,28.8895,0.8
degraded-moderate,G5,ocs_only,best,neural_margin,3,29,51.6569,0.5172
degraded-moderate,G5,ocs_only,best,neural_margin,4,30,33.6047,0.5667
degraded-moderate,G5,ocs_only,best,neural_margin,5,30,30.9045,0.6667
degraded-moderate,G5,ocs_only,best,neural_margin,6,29,42.0963,0.5862
degraded-moderate,G5,ocs_only,best,neural_margin,7,30,48.1341,0.5667
degraded-moderate,G5,ocs_only,best,neural_margin,8,29,40.4039,0.6207
degraded-moderate,G5,ocs_only,best,neural_margin,9,30,39.4182,0.5667
degraded-moderate,G5,ocs_only,best,neural_margin,10,30,37.3926,0.6333
degraded-moderate,G5,pdb,-,pdb_margin,1,29,17.931,0.8966
degraded-moderate,G5,pdb,-,pdb_margin,2,30,30.1667,0.8333
degraded-moderate,G5,pdb,-,pdb_margin,3,29,22.4138,0.8276
degraded-moderate,G5,pdb,-,pdb_margin,4,30,27.1667,0.8333
degraded-moderate,G5,pdb,-,pdb_margin,5,30,45.3333,0.7
degraded-moderate,G5,pdb,-,pdb_margin,6,29,43.7931,0.7241
degraded-moderate,G5,pdb,-,pdb_margin,7,30,39.8333,0.7667
degraded-moderate,G5,pdb,-,pdb_margin,8,29,22.4138,0.8621
degraded-moderate,G5,pdb,-,pdb_margin,9,30,60.1667,0.6
degraded-moderate,G5,pdb,-,pdb_margin,10,30,36.8333,0.7667
degraded-moderate,G5,ocs_only,final,neural_margin,1,29,36.7576,0.7241
degraded-moderate,G5,ocs_only,final,neural_margin,2,30,49.3715,0.5333
degraded-moderate,G5,ocs_only,final,neural_margin,3,29,36.9183,0.6207
degraded-moderate,G5,ocs_only,final,neural_margin,4,30,36.8377,0.6
degraded-moderate,G5,ocs_only,final,neural_margin,5,30,40.2274,0.5667
degraded-moderate,G5,ocs_only,final,neural_margin,6,29,43.7745,0.6207
degraded-moderate,G5,ocs_only,final,neural_margin,7,30,53.9317,0.5333
degraded-moderate,G5,ocs_only,final,neural_margin,8,29,38.5804,0.5517
degraded-moderate,G5,ocs_only,final,neural_margin,9,30,42.7667,0.5667
degraded-moderate,G5,ocs_only,final,neural_margin,10,30,26.8445,0.7667
degraded-moderate,G5,pdb,-,pdb_margin,1,29,17.931,0.8966
degraded-moderate,G5,pdb,-,pdb_margin,2,30,30.1667,0.8333
degraded-moderate,G5,pdb,-,pdb_margin,3,29,22.4138,0.8276
degraded-moderate,G5,pdb,-,pdb_margin,4,30,27.1667,0.8333
degraded-moderate,G5,pdb,-,pdb_margin,5,30,45.3333,0.7
degraded-moderate,G5,pdb,-,pdb_margin,6,29,43.7931,0.7241
degraded-moderate,G5,pdb,-,pdb_margin,7,30,39.8333,0.7667
degraded-moderate,G5,pdb,-,pdb_margin,8,29,22.4138,0.8621
degraded-moderate,G5,pdb,-,pdb_margin,9,30,60.1667,0.6
degraded-moderate,G5,pdb,-,pdb_margin,10,30,36.8333,0.7667
degraded-moderate,G5,image_only,best,neural_margin,1,29,6.1467,1.0
degraded-moderate,G5,image_only,best,neural_margin,2,30,2.8421,1.0
degraded-moderate,G5,image_only,best,neural_margin,3,29,1.7487,1.0
degraded-moderate,G5,image_only,best,neural_margin,4,30,2.4278,1.0
degraded-moderate,G5,image_only,best,neural_margin,5,30,1.9082,1.0
degraded-moderate,G5,image_only,best,neural_margin,6,29,2.7953,1.0
degraded-moderate,G5,image_only,best,neural_margin,7,30,2.2466,1.0
degraded-moderate,G5,image_only,best,neural_margin,8,29,2.1785,1.0
degraded-moderate,G5,image_only,best,neural_margin,9,30,2.1388,1.0
degraded-moderate,G5,image_only,best,neural_margin,10,30,2.759,1.0
degraded-moderate,G5,image_only,final,neural_margin,1,29,6.0565,1.0
degraded-moderate,G5,image_only,final,neural_margin,2,30,6.5218,1.0
degraded-moderate,G5,image_only,final,neural_margin,3,29,7.2902,1.0
degraded-moderate,G5,image_only,final,neural_margin,4,30,6.4573,1.0
degraded-moderate,G5,image_only,final,neural_margin,5,30,5.1341,1.0
degraded-moderate,G5,image_only,final,neural_margin,6,29,5.5198,1.0
degraded-moderate,G5,image_only,final,neural_margin,7,30,6.6969,1.0
degraded-moderate,G5,image_only,final,neural_margin,8,29,5.6525,1.0
degraded-moderate,G5,image_only,final,neural_margin,9,30,5.6068,1.0
degraded-moderate,G5,image_only,final,neural_margin,10,30,7.1427,1.0
degraded-moderate,G5,joint,best,neural_margin,1,29,1.6539,1.0
degraded-moderate,G5,joint,best,neural_margin,2,30,1.4013,1.0
degraded-moderate,G5,joint,best,neural_margin,3,29,1.2718,1.0
degraded-moderate,G5,joint,best,neural_margin,4,30,1.6536,1.0
degraded-moderate,G5,joint,best,neural_margin,5,30,1.8809,1.0
degraded-moderate,G5,joint,best,neural_margin,6,29,2.4837,1.0
degraded-moderate,G5,joint,best,neural_margin,7,30,2.0412,1.0
degraded-moderate,G5,joint,best,neural_margin,8,29,2.4695,1.0
degraded-moderate,G5,joint,best,neural_margin,9,30,2.5749,1.0
degraded-moderate,G5,joint,best,neural_margin,10,30,2.7553,1.0
degraded-moderate,G5,joint,final,neural_margin,1,29,92.0754,0.1724
degraded-moderate,G5,joint,final,neural_margin,2,30,79.4529,0.2
degraded-moderate,G5,joint,final,neural_margin,3,29,76.683,0.2414
degraded-moderate,G5,joint,final,neural_margin,4,30,83.2693,0.1
degraded-moderate,G5,joint,final,neural_margin,5,30,68.2954,0.3
degraded-moderate,G5,joint,final,neural_margin,6,29,112.8153,0.1379
degraded-moderate,G5,joint,final,neural_margin,7,30,73.7313,0.1333
degraded-moderate,G5,joint,final,neural_margin,8,29,80.6336,0.1034
degraded-moderate,G5,joint,final,neural_margin,9,30,76.3474,0.2
degraded-moderate,G5,joint,final,neural_margin,10,30,69.6341,0.3
