channel,config_name,fold,n_samples,yaw_exact_acc,pitch_exact_acc,yaw_circular_mae_deg,pitch_mae_deg,yaw_within_1_bins_rate,pitch_within_1_bins_rate,yaw_within_2_bins_rate,pitch_within_2_bins_rate,yaw_within_3_bins_rate,pitch_within_3_bins_rate,yaw_within_6_bins_rate,pitch_within_6_bins_rate,yaw_coarse_30deg_acc,yaw_coarse_45deg_acc,pitch_coarse_30deg_acc,pitch_coarse_45deg_acc,yaw_cmae_min,yaw_cmae_p25,yaw_cmae_median,yaw_cmae_p75,yaw_cmae_p90,yaw_cmae_max,yaw_cmae_mean,yaw_cmae_std
C2,M6_all_nongeo_13d,1,555,0.0,0.05405405405405406,120.70270270270271,64.36936936936937,0.06126126126126126,0.10810810810810811,0.1045045045045045,0.14414414414414414,0.12432432432432433,0.17297297297297298,0.13153153153153152,0.3063063063063063,0.0,0.12432432432432433,0.10270270270270271,0.12252252252252252,5.0,70.0,140.0,175.0,180.0,180.0,120.70270270270271,60.407414763927484
C2,M6_all_nongeo_13d,2,518,0.0,0.021235521235521235,113.62934362934362,78.87065637065638,0.07142857142857142,0.0694980694980695,0.14092664092664092,0.1138996138996139,0.20270270270270271,0.16988416988416988,0.23745173745173745,0.26833976833976836,0.14092664092664092,0.23745173745173745,0.16602316602316602,0.21621621621621623,5.0,70.0,110.0,175.0,175.0,180.0,113.62934362934362,66.87851075440808
C2,M6_all_nongeo_13d,3,518,0.0,0.025096525096525095,70.22200772200773,64.78764478764478,0.06756756756756757,0.08108108108108109,0.13127413127413126,0.11583011583011583,0.18532818532818532,0.138996138996139,0.2799227799227799,0.27606177606177607,0.22972972972972974,0.22972972972972974,0.12548262548262548,0.18532818532818532,5.0,25.0,85.0,95.0,105.0,175.0,70.22200772200772,38.68493339330867
C2,M6_all_nongeo_13d,4,518,0.0,0.021235521235521235,157.12355212355214,73.6969111969112,0.03474903474903475,0.06756756756756757,0.06177606177606178,0.09652509652509653,0.07722007722007722,0.12355212355212356,0.08301158301158301,0.2857142857142857,0.0,0.0,0.09845559845559845,0.15057915057915058,5.0,165.0,175.0,180.0,180.0,180.0,157.12355212355212,47.204968585913605
C2,N_density_3d,0,555,0.0,0.04504504504504504,106.59459459459458,62.45945945945947,0.025225225225225224,0.10270270270270271,0.036036036036036036,0.16576576576576577,0.04684684684684685,0.22702702702702704,0.07567567567567568,0.4,0.06126126126126126,0.09549549549549549,0.16216216216216217,0.22162162162162163,5.0,85.0,95.0,135.0,180.0,180.0,106.5945945945946,45.37856349462427
C2,N_density_3d,1,555,0.0,0.05405405405405406,117.42342342342342,59.18018018018018,0.009009009009009009,0.12972972972972974,0.016216216216216217,0.19099099099099098,0.021621621621621623,0.23243243243243245,0.036036036036036036,0.3567567567567568,0.0,0.04144144144144144,0.1783783783783784,0.24684684684684685,5.0,85.0,105.0,165.0,175.0,180.0,117.42342342342343,46.301314275034215
C2,N_density_3d,2,518,0.0,0.025096525096525095,121.67953667953668,63.754826254826256,0.04826254826254826,0.08494208494208494,0.06756756756756757,0.138996138996139,0.08108108108108109,0.18725868725868725,0.09266409266409266,0.3938223938223938,0.06756756756756757,0.09266409266409266,0.14285714285714285,0.2625482625482625,5.0,90.0,130.0,175.0,180.0,180.0,121.67953667953668,51.96410260584603
C2,N_density_3d,3,518,0.0,0.03667953667953668,135.65637065637065,67.82818532818533,0.013513513513513514,0.0888030888030888,0.03861003861003861,0.13706563706563707,0.04826254826254826,0.17374517374517376,0.0637065637065637,0.2953667953667954,0.06177606177606178,0.06177606177606178,0.13320463320463322,0.18146718146718147,5.0,95.0,160.0,175.0,180.0,180.0,135.65637065637065,48.45741740036894
C2,N_density_3d,4,518,0.0,0.009652509652509652,119.92277992277992,74.6911196911197,0.0,0.04247104247104247,0.0,0.08687258687258688,0.0,0.12162162162162163,0.0,0.2528957528957529,0.0,0.0,0.06177606177606178,0.10617760617760617,45.0,85.0,105.0,170.0,180.0,180.0,119.92277992277992,43.80209333683743
C2,P_pixelfrac_3d,0,555,0.0,0.032432432432432434,59.77477477477478,58.054054054054056,0.06486486486486487,0.0972972972972973,0.12972972972972974,0.15495495495495495,0.19099099099099098,0.2072072072072072,0.3171171171171171,0.3675675675675676,0.1927927927927928,0.31891891891891894,0.17477477477477477,0.25225225225225223,5.0,25.0,60.0,80.0,105.0,180.0,59.77477477477478,42.824739142310385
