epoch,train_loss,grad_norm_mean,grad_finite,val_yaw_cmae_deg,val_yaw_hit@10,val_pitch_mae_deg,val_yaw_exact_sentinel
1,0.7956057948581243,2.6971035076460605,True,122.53388947593659,0.0,59.5341361351455,0.0
2,0.5682042059251817,1.5518110104082052,True,170.05296716358671,0.0,47.52515539515433,0.0
3,0.2267593601244991,1.5122722136338944,True,82.8327831724896,0.10424710424710425,30.843288849794728,0.04247104247104247
4,0.12890706766965027,1.1670668613897386,True,123.78288718264075,0.0,57.162161926505185,0.0
5,0.10474521161641105,0.9259124764900241,True,73.76437513432448,0.0,93.8996138996139,0.0
6,0.12433627721364215,1.2630197743826508,True,154.99999499228932,0.0,57.13145795844236,0.0
7,0.15556040279946085,1.1931881488191538,True,156.81705209002993,0.0,57.16216320788998,0.0
8,0.1035614559837317,0.6733589864153136,True,70.50516716209617,0.0,25.114945678982494,0.0
9,0.1352896357618146,1.1170082983124723,True,92.93349408827233,0.10810810810810811,24.454732158929684,0.02702702702702703
10,0.09077570394818056,0.9296809188385526,True,122.24003783708373,0.0,50.97283688199106,0.0
11,0.07778224165914423,0.4948910279501603,True,117.78071452844097,0.0,27.49999382694946,0.0
12,0.09855752810835838,0.9248713108248989,True,85.60467331588958,0.003861003861003861,19.133672329047013,0.0
13,0.07673018911885003,0.5150110311026578,True,83.84352235536318,0.0,67.26802690447988,0.0
14,0.08833237895268505,0.6935277911352444,True,103.3869083139427,0.0,56.95778016786318,0.0
15,0.06780831212714566,0.5414272974131443,True,78.54148874503765,0.015444015444015444,11.749434936575907,0.0
16,0.07338965854654877,0.49205840929639677,True,104.68606100487433,0.0,40.727676744626756,0.0
17,0.054143548169631066,0.3770292284311511,True,88.26771085879056,0.0,22.41131928983112,0.0
18,0.06768688985730632,0.4996647653816945,True,83.6561167875312,0.0,55.376602423237095,0.0
19,0.05297504532766544,0.3381627367364599,True,67.40883763140233,0.0,57.40527500286986,0.0
20,0.07711215743447765,0.7220339039573519,True,114.94013275971284,0.0,37.43325767922125,0.0
