geom_id,pose_id,label,role,group,sun_offset,view_offset,yaw,pitch,roll,sun_dir,det_dir,camera_exr_src,sun_exr_src,ocs_total,ocs_metal,ocs_dark,ocs_solar,n_pixels_camera_visible,n_pixels_contributing,image_usable,status,failed_reason
H00_baseline,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,0,0,147.5,12.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_BASELINE,0.19740408658981323,0.19458000361919403,0.0009787469170987606,0.001845349557697773,5607,2741,True,COMPLETE,
H00_baseline,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,0,0,242.5,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_BASELINE,0.19927522540092468,0.18886128067970276,0.00873334240168333,0.001680608605965972,6132,4241,True,COMPLETE,
H00_baseline,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,0,0,247.5,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_BASELINE,0.1982622891664505,0.18810904026031494,0.008724051527678967,0.0014292075065895915,6192,4055,True,COMPLETE,
H00_baseline,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,0,0,240.0,15.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_BASELINE,0.19713082909584045,0.18677210807800293,0.00874441210180521,0.0016142905224114656,5780,4178,True,COMPLETE,
Hsp_v0,A_top1,yaw2450_pitchp0275_roll+015,top1,mandatory,7,0,245.0,27.5,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.16959145665168762,0.15943531692028046,0.008611539378762245,0.0015446081524714828,6157,4151,True,COMPLETE,
Hsp_v0,B_R4,yaw1475_pitchp0125_roll+000,R4_robust,mandatory,7,0,147.5,12.5,0.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.17182572185993195,0.16941724717617035,0.0009204456000588834,0.001488018431700766,5588,3264,True,COMPLETE,
Hsp_v0,C_R3,yaw055_pitch+060_roll+000,R3_negative,mandatory,7,0,55.0,60.0,0.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.1309957653284073,0.12981338798999786,0.0,0.0011823863023892045,6327,4113,True,COMPLETE,
Hsp_v0,D1,yaw2450_pitchp0300_roll+015,top1_neighbor,top1_neighbor,7,0,245.0,30.0,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.17277131974697113,0.16270652413368225,0.008579903282225132,0.0014849023427814245,6179,4172,True,COMPLETE,
Hsp_v0,D2,yaw2450_pitchp0325_roll+015,top1_neighbor,top1_neighbor,7,0,245.0,32.5,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.17613372206687927,0.16597849130630493,0.008647950366139412,0.0015072738751769066,6204,4202,True,COMPLETE,
Hsp_v0,D3,yaw2475_pitchp0375_roll+015,top1_neighbor,top1_neighbor,7,0,247.5,37.5,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.18830133974552155,0.17825859785079956,0.0086557287722826,0.0013870380353182554,6282,4147,True,COMPLETE,
Hsp_v0,D4,yaw2425_pitchp0225_roll+015,top1_neighbor,top1_neighbor,7,0,242.5,22.5,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.15599305927753448,0.1458936631679535,0.008561953902244568,0.0015374493086710572,6033,4173,True,COMPLETE,
Hsp_v0,D5_roll125,yaw2450_pitchp0275_roll+0125,top1_neighbor_roll125,top1_neighbor,7,0,245.0,27.5,12.5,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.19528239965438843,0.1848534345626831,0.00875033251941204,0.001678639673627913,6205,4142,True,COMPLETE,
Hsp_v0,D6_roll175,yaw2475_pitchp0300_roll+0175,top1_neighbor_roll175,top1_neighbor,7,0,247.5,30.0,17.5,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.13818776607513428,0.12835629284381866,0.008415876887738705,0.0014155779499560595,6163,4094,True,COMPLETE,
Hsp_v0,E1_R4roll-15,yaw1475_pitchp0125_roll-015,R4_cluster_nsm1,R4_cluster,7,0,147.5,12.5,-15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.17247211933135986,0.17010502517223358,0.0009610463166609406,0.001406058669090271,5530,2828,True,COMPLETE,
Hsp_v0,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,7,0,147.5,12.5,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.16835258901119232,0.16560237109661102,0.0009656388428993523,0.0017845883267000318,5607,2736,True,COMPLETE,
Hsp_v0,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,7,0,242.5,27.5,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.15810108184814453,0.14795781672000885,0.008549454621970654,0.0015938151627779007,6132,4266,True,COMPLETE,
Hsp_v0,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,7,0,247.5,30.0,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.16854442656040192,0.15856733918190002,0.00859938282519579,0.0013776776613667607,6192,4064,True,COMPLETE,
Hsp_v0,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,7,0,240.0,15.0,15.0,"[0.985705691479985, 0.0, 0.16847637752505384]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G1_sun_plus,0.14275877177715302,0.13277485966682434,0.008485117927193642,0.001498796627856791,5780,4183,True,COMPLETE,
Hsm_v0,A_top1,yaw2450_pitchp0275_roll+015,top1,mandatory,-7,0,245.0,27.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.18072150647640228,0.17055000364780426,0.00861126184463501,0.0015602490166202188,6157,4125,True,COMPLETE,
Hsm_v0,B_R4,yaw1475_pitchp0125_roll+000,R4_robust,mandatory,-7,0,147.5,12.5,0.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.163129061460495,0.16079971194267273,0.0009081262978725135,0.0014212357345968485,5588,2824,True,COMPLETE,
Hsm_v0,C_R3,yaw055_pitch+060_roll+000,R3_negative,mandatory,-7,0,55.0,60.0,0.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.03953714668750763,0.038712698966264725,0.0,0.0008244502241723239,6327,4877,True,COMPLETE,
Hsm_v0,D1,yaw2450_pitchp0300_roll+015,top1_neighbor,top1_neighbor,-7,0,245.0,30.0,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.1766311228275299,0.1665962040424347,0.00854815635830164,0.001486768713220954,6179,4148,True,COMPLETE,
Hsm_v0,D2,yaw2450_pitchp0325_roll+015,top1_neighbor,top1_neighbor,-7,0,245.0,32.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.17271974682807922,0.16264578700065613,0.008580749854445457,0.0014932152116671205,6204,4177,True,COMPLETE,
Hsm_v0,D3,yaw2475_pitchp0375_roll+015,top1_neighbor,top1_neighbor,-7,0,247.5,37.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.15753455460071564,0.14775031805038452,0.008458811789751053,0.0013254234800115228,6282,4131,True,COMPLETE,
Hsm_v0,D4,yaw2425_pitchp0225_roll+015,top1_neighbor,top1_neighbor,-7,0,242.5,22.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.18842081725597382,0.17815831303596497,0.008664174936711788,0.0015983283519744873,6033,4150,True,COMPLETE,
Hsm_v0,D5_roll125,yaw2450_pitchp0275_roll+0125,top1_neighbor_roll125,top1_neighbor,-7,0,245.0,27.5,12.5,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.14114068448543549,0.1311608850955963,0.008430816233158112,0.0015489950310438871,6205,4119,True,COMPLETE,
Hsm_v0,D6_roll175,yaw2475_pitchp0300_roll+0175,top1_neighbor_roll175,top1_neighbor,-7,0,247.5,30.0,17.5,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.19493061304092407,0.18475785851478577,0.008646395988762379,0.0015263562090694904,6163,4076,True,COMPLETE,
Hsm_v0,E1_R4roll-15,yaw1475_pitchp0125_roll-015,R4_cluster_nsm1,R4_cluster,-7,0,147.5,12.5,-15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.1640557199716568,0.1616245061159134,0.0009512850665487349,0.0014799460768699646,5530,3054,True,COMPLETE,
Hsm_v0,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,-7,0,147.5,12.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.1600990891456604,0.15738776326179504,0.0009556607692502439,0.0017556491075083613,5607,2751,True,COMPLETE,
Hsm_v0,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,-7,0,242.5,27.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.17901891469955444,0.168784961104393,0.008600438013672829,0.0016335095278918743,6132,4227,True,COMPLETE,
Hsm_v0,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,-7,0,247.5,30.0,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.16262882947921753,0.1527487188577652,0.008519630879163742,0.001360482070595026,6192,4044,True,COMPLETE,
Hsm_v0,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,-7,0,240.0,15.0,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,REUSED_26/G2_sun_minus,0.1944742351770401,0.18417291343212128,0.008686578832566738,0.0016147627029567957,5780,4218,True,COMPLETE,
Hs0_vp,A_top1,yaw2450_pitchp0275_roll+015,top1,mandatory,0,7,245.0,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.1875115931034088,0.1772422194480896,0.008827890269458294,0.0014414817560464144,6266,4231,True,COMPLETE,
Hs0_vp,B_R4,yaw1475_pitchp0125_roll+000,R4_robust,mandatory,0,7,147.5,12.5,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.1689455658197403,0.16650128364562988,0.0009527914808131754,0.001491502858698368,5441,3091,True,COMPLETE,
Hs0_vp,C_R3,yaw055_pitch+060_roll+000,R3_negative,mandatory,0,7,55.0,60.0,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.03979351371526718,0.03887146711349487,0.0,0.0009220456704497337,6330,4096,True,COMPLETE,
Hs0_vp,D1,yaw2450_pitchp0300_roll+015,top1_neighbor,top1_neighbor,0,7,245.0,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.18114528059959412,0.17079457640647888,0.008828718215227127,0.00152199761942029,6292,4242,True,COMPLETE,
Hs0_vp,D2,yaw2450_pitchp0325_roll+015,top1_neighbor,top1_neighbor,0,7,245.0,32.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.17550508677959442,0.16506019234657288,0.00882857758551836,0.001616308349184692,6298,4283,True,COMPLETE,
Hs0_vp,D3,yaw2475_pitchp0375_roll+015,top1_neighbor,top1_neighbor,0,7,247.5,37.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.1644652634859085,0.15425798296928406,0.008762517012655735,0.0014447603607550263,6357,4203,True,COMPLETE,
Hs0_vp,D4,yaw2425_pitchp0225_roll+015,top1_neighbor,top1_neighbor,0,7,242.5,22.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.190316304564476,0.179881751537323,0.008847838267683983,0.0015867020701989532,6200,4240,True,COMPLETE,
Hs0_vp,D5_roll125,yaw2450_pitchp0275_roll+0125,top1_neighbor_roll125,top1_neighbor,0,7,245.0,27.5,12.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.14897216856479645,0.1388968527317047,0.008629058487713337,0.0014462583931162953,6307,4158,True,COMPLETE,
Hs0_vp,D6_roll175,yaw2475_pitchp0300_roll+0175,top1_neighbor_roll175,top1_neighbor,0,7,247.5,30.0,17.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.20491532981395721,0.19438377022743225,0.008948183618485928,0.001583354314789176,6272,4205,True,COMPLETE,
Hs0_vp,E1_R4roll-15,yaw1475_pitchp0125_roll-015,R4_cluster_nsm1,R4_cluster,0,7,147.5,12.5,-15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.16874389350414276,0.1665225476026535,0.0009616723982617259,0.001259670127183199,5660,2887,True,COMPLETE,
Hs0_vp,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,0,7,147.5,12.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.1665172576904297,0.16399815678596497,0.0009735618950799108,0.0015455264365300536,5538,2876,True,COMPLETE,
Hs0_vp,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,0,7,242.5,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.17654801905155182,0.16630905866622925,0.00877518579363823,0.0014637613203376532,6218,4303,True,COMPLETE,
Hs0_vp,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,0,7,247.5,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.17492923140525818,0.1648426353931427,0.008715769276022911,0.0013708114856854081,6327,4109,True,COMPLETE,
Hs0_vp,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,0,7,240.0,15.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",REUSED_26/G3_view_plus,REUSED_BASELINE,0.1950487643480301,0.18471230566501617,0.00887040514498949,0.0014660642482340336,6103,4266,True,COMPLETE,
Hs0_vm,A_top1,yaw2450_pitchp0275_roll+015,top1,mandatory,0,-7,245.0,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.16396582126617432,0.15399667620658875,0.008359036408364773,0.0016101052751764655,5937,3994,True,COMPLETE,
Hs0_vm,B_R4,yaw1475_pitchp0125_roll+000,R4_robust,mandatory,0,-7,147.5,12.5,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.16372577846050262,0.16095557808876038,0.0008907595765776932,0.0018794483039528131,5729,2637,True,COMPLETE,
Hs0_vm,C_R3,yaw055_pitch+060_roll+000,R3_negative,mandatory,0,-7,55.0,60.0,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.13244368135929108,0.13146470487117767,0.0,0.0009789775358512998,6271,4122,True,COMPLETE,
Hs0_vm,D1,yaw2450_pitchp0300_roll+015,top1_neighbor,top1_neighbor,0,-7,245.0,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.16832934319972992,0.1583593636751175,0.008418869227170944,0.0015511256642639637,5991,4027,True,COMPLETE,
Hs0_vm,D2,yaw2450_pitchp0325_roll+015,top1_neighbor,top1_neighbor,0,-7,245.0,32.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.17359082400798798,0.16369371116161346,0.008406913839280605,0.0014902087859809399,6051,4054,True,COMPLETE,
Hs0_vm,D3,yaw2475_pitchp0375_roll+015,top1_neighbor,top1_neighbor,0,-7,247.5,37.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.18111972510814667,0.17116203904151917,0.008510537445545197,0.0014471464091911912,6169,4011,True,COMPLETE,
Hs0_vm,D4,yaw2425_pitchp0225_roll+015,top1_neighbor,top1_neighbor,0,-7,242.5,22.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.15209978818893433,0.14212629199028015,0.00835786759853363,0.0016156358178704977,5842,4149,True,COMPLETE,
Hs0_vm,D5_roll125,yaw2450_pitchp0275_roll+0125,top1_neighbor_roll125,top1_neighbor,0,-7,245.0,27.5,12.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.18548740446567535,0.1755441278219223,0.008478915318846703,0.001464345376007259,6010,3962,True,COMPLETE,
Hs0_vm,D6_roll175,yaw2475_pitchp0300_roll+0175,top1_neighbor_roll175,top1_neighbor,0,-7,247.5,30.0,17.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.13248276710510254,0.12290993332862854,0.008202612400054932,0.0013702192809432745,5953,3922,True,COMPLETE,
Hs0_vm,E1_R4roll-15,yaw1475_pitchp0125_roll-015,R4_cluster_nsm1,R4_cluster,0,-7,147.5,12.5,-15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.16748298704624176,0.1650230586528778,0.000912140472792089,0.001547789084725082,5650,3102,True,COMPLETE,
Hs0_vm,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,0,-7,147.5,12.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.1622324287891388,0.1594199240207672,0.0009273129981011152,0.001885194331407547,5593,2575,True,COMPLETE,
Hs0_vm,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,0,-7,242.5,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.1567886769771576,0.14686807990074158,0.008346391841769218,0.0015742048854008317,5875,4083,True,COMPLETE,
Hs0_vm,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,0,-7,247.5,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.44697058609971635, -0.8939411721994327, -0.032961732484506]",REUSED_26/G4_view_minus,REUSED_BASELINE,0.15863952040672302,0.1488221436738968,0.008342714980244637,0.0014746779343113303,6028,3908,True,COMPLETE,
