similarity,n_template,n_query_test,top1_yaw_cmae,top1_yaw_hit@30,top1_pitch_mae,topk_best_yaw_cmae,topk_best_yaw_hit@30
cosine,2109,296,19.12162162162162,0.8783783783783784,37.888513513513516,1.8412162162162162,0.9864864864864865
neg_L2,2109,296,8.192567567567568,0.9493243243243243,31.95945945945946,0.47297297297297297,0.9966216216216216
