region,category,yaw,pitch,roll,label,camera_exr_exists,sun_exr_exists,source,source_seed
R3_low_info,low-info/ocs-hard,75,70,-45,yaw075_pitch+070_roll-045,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,70,-30,yaw075_pitch+070_roll-030,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,70,-15,yaw075_pitch+070_roll-015,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,70,15,yaw075_pitch+070_roll+015,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,70,30,yaw075_pitch+070_roll+030,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,70,45,yaw075_pitch+070_roll+045,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,70,60,yaw075_pitch+070_roll+060,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,-60,yaw075_pitch+075_roll-060,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,-45,yaw075_pitch+075_roll-045,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,-30,yaw075_pitch+075_roll-030,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,-15,yaw075_pitch+075_roll-015,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,15,yaw075_pitch+075_roll+015,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,30,yaw075_pitch+075_roll+030,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,45,yaw075_pitch+075_roll+045,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,75,60,yaw075_pitch+075_roll+060,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,-60,yaw075_pitch+080_roll-060,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,-45,yaw075_pitch+080_roll-045,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,-30,yaw075_pitch+080_roll-030,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,-15,yaw075_pitch+080_roll-015,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,15,yaw075_pitch+080_roll+015,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,30,yaw075_pitch+080_roll+030,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,45,yaw075_pitch+080_roll+045,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R3_low_info,low-info/ocs-hard,75,80,60,yaw075_pitch+080_roll+060,True,True,20_pack,low-info/ocs-hard-seed yaw065 pitch+70/+75
R4_bright_robust,bright/robust-easy,140,5,-60,yaw140_pitch+005_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,-45,yaw140_pitch+005_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,-30,yaw140_pitch+005_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,-15,yaw140_pitch+005_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,15,yaw140_pitch+005_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,30,yaw140_pitch+005_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,45,yaw140_pitch+005_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,5,60,yaw140_pitch+005_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,-60,yaw140_pitch+010_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,-45,yaw140_pitch+010_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,-30,yaw140_pitch+010_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,-15,yaw140_pitch+010_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,15,yaw140_pitch+010_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,30,yaw140_pitch+010_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,45,yaw140_pitch+010_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,10,60,yaw140_pitch+010_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,-60,yaw140_pitch+015_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,-45,yaw140_pitch+015_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,-30,yaw140_pitch+015_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,-15,yaw140_pitch+015_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,15,yaw140_pitch+015_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,30,yaw140_pitch+015_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,45,yaw140_pitch+015_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,15,60,yaw140_pitch+015_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,-60,yaw140_pitch+020_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,-45,yaw140_pitch+020_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,-30,yaw140_pitch+020_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,-15,yaw140_pitch+020_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,15,yaw140_pitch+020_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,30,yaw140_pitch+020_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,45,yaw140_pitch+020_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,20,60,yaw140_pitch+020_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,-60,yaw140_pitch+025_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,-45,yaw140_pitch+025_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,-30,yaw140_pitch+025_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,-15,yaw140_pitch+025_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,15,yaw140_pitch+025_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,30,yaw140_pitch+025_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,45,yaw140_pitch+025_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,140,25,60,yaw140_pitch+025_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,-60,yaw145_pitch+005_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,-45,yaw145_pitch+005_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,-30,yaw145_pitch+005_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,-15,yaw145_pitch+005_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,15,yaw145_pitch+005_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,30,yaw145_pitch+005_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,45,yaw145_pitch+005_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,5,60,yaw145_pitch+005_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,-60,yaw145_pitch+010_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,-45,yaw145_pitch+010_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,-30,yaw145_pitch+010_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,-15,yaw145_pitch+010_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,15,yaw145_pitch+010_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,30,yaw145_pitch+010_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,45,yaw145_pitch+010_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,10,60,yaw145_pitch+010_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,-60,yaw145_pitch+015_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,-45,yaw145_pitch+015_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,-30,yaw145_pitch+015_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,-15,yaw145_pitch+015_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,15,yaw145_pitch+015_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,30,yaw145_pitch+015_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,45,yaw145_pitch+015_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,15,60,yaw145_pitch+015_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,-60,yaw145_pitch+020_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,-45,yaw145_pitch+020_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,-30,yaw145_pitch+020_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,-15,yaw145_pitch+020_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,15,yaw145_pitch+020_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,30,yaw145_pitch+020_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,45,yaw145_pitch+020_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,20,60,yaw145_pitch+020_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,-60,yaw145_pitch+025_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,-45,yaw145_pitch+025_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,-30,yaw145_pitch+025_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,-15,yaw145_pitch+025_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,15,yaw145_pitch+025_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,30,yaw145_pitch+025_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,45,yaw145_pitch+025_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,145,25,60,yaw145_pitch+025_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,-60,yaw150_pitch+005_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,-45,yaw150_pitch+005_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,-30,yaw150_pitch+005_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,-15,yaw150_pitch+005_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,15,yaw150_pitch+005_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,30,yaw150_pitch+005_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,45,yaw150_pitch+005_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,5,60,yaw150_pitch+005_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,-60,yaw150_pitch+010_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,-45,yaw150_pitch+010_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,-30,yaw150_pitch+010_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,-15,yaw150_pitch+010_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,15,yaw150_pitch+010_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,30,yaw150_pitch+010_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,45,yaw150_pitch+010_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,10,60,yaw150_pitch+010_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,-60,yaw150_pitch+015_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,-45,yaw150_pitch+015_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,-30,yaw150_pitch+015_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,-15,yaw150_pitch+015_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,15,yaw150_pitch+015_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,30,yaw150_pitch+015_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,45,yaw150_pitch+015_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,15,60,yaw150_pitch+015_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,-60,yaw150_pitch+020_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,-45,yaw150_pitch+020_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,-30,yaw150_pitch+020_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,-15,yaw150_pitch+020_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,15,yaw150_pitch+020_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,30,yaw150_pitch+020_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,45,yaw150_pitch+020_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,20,60,yaw150_pitch+020_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,-60,yaw150_pitch+025_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,-45,yaw150_pitch+025_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,-30,yaw150_pitch+025_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,-15,yaw150_pitch+025_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,15,yaw150_pitch+025_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,30,yaw150_pitch+025_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,45,yaw150_pitch+025_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,150,25,60,yaw150_pitch+025_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,-60,yaw155_pitch+005_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,-45,yaw155_pitch+005_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,-30,yaw155_pitch+005_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,-15,yaw155_pitch+005_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,15,yaw155_pitch+005_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,30,yaw155_pitch+005_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,45,yaw155_pitch+005_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,5,60,yaw155_pitch+005_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,-60,yaw155_pitch+010_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,-45,yaw155_pitch+010_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,-30,yaw155_pitch+010_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,-15,yaw155_pitch+010_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,15,yaw155_pitch+010_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,30,yaw155_pitch+010_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,45,yaw155_pitch+010_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,10,60,yaw155_pitch+010_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,-60,yaw155_pitch+015_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,-45,yaw155_pitch+015_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,-30,yaw155_pitch+015_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,-15,yaw155_pitch+015_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,15,yaw155_pitch+015_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,30,yaw155_pitch+015_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,45,yaw155_pitch+015_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,15,60,yaw155_pitch+015_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,-60,yaw155_pitch+020_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,-45,yaw155_pitch+020_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,-30,yaw155_pitch+020_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,-15,yaw155_pitch+020_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,15,yaw155_pitch+020_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,30,yaw155_pitch+020_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,45,yaw155_pitch+020_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,20,60,yaw155_pitch+020_roll+060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,-60,yaw155_pitch+025_roll-060,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,-45,yaw155_pitch+025_roll-045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,-30,yaw155_pitch+025_roll-030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,-15,yaw155_pitch+025_roll-015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,15,yaw155_pitch+025_roll+015,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,30,yaw155_pitch+025_roll+030,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
R4_bright_robust,bright/robust-easy,155,25,45,yaw155_pitch+025_roll+045,True,True,20_pack,bright/robust-easy-seed yaw145/150 pitch+10/+15
