method,degrade_level,geom,mode,select,record_id,yaw_true,yaw_err,q_deg_a010,covered_a010
neural,clean,G5,ocs_only,best,G5_yaw330_pitch+055,330.0,7.1197,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw150_pitch+085,150.0,0.8254,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw100_pitch+045,100.0,14.0512,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw090_pitch+025,90.0,17.5746,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw065_pitch+070,65.0,164.6635,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw180_pitch+090,180.0,51.5897,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw065_pitch-090,65.0,57.2057,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw280_pitch+065,280.0,66.5942,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw280_pitch+080,280.0,44.9932,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw040_pitch+090,40.0,24.027,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw035_pitch+080,35.0,24.3952,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw005_pitch+090,5.0,11.2026,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw345_pitch-040,345.0,22.0539,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw035_pitch+025,35.0,1.9574,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw115_pitch+015,115.0,20.7604,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw115_pitch-025,115.0,44.1663,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw220_pitch+065,220.0,12.183,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw330_pitch+040,330.0,8.131,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw170_pitch+050,170.0,28.4865,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw170_pitch+000,170.0,21.9483,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw045_pitch-005,45.0,0.7237,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw140_pitch+020,140.0,5.9599,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw190_pitch-065,190.0,8.0337,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw335_pitch-060,335.0,17.3578,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw315_pitch-015,315.0,15.9479,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw260_pitch-080,260.0,12.1978,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw270_pitch-030,270.0,15.6737,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw015_pitch+085,15.0,8.9094,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw105_pitch-025,105.0,8.1521,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw250_pitch-010,250.0,7.8641,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw335_pitch+025,335.0,14.1798,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw335_pitch+040,335.0,10.7776,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw160_pitch+090,160.0,3.6833,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw045_pitch-010,45.0,15.9772,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw300_pitch-025,300.0,134.0535,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw255_pitch-015,255.0,8.3351,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw240_pitch-025,240.0,5.6899,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw115_pitch+035,115.0,91.2674,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw040_pitch-075,40.0,14.649,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw325_pitch-085,325.0,35.8252,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw270_pitch+030,270.0,20.1319,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw175_pitch+010,175.0,9.9514,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw115_pitch+020,115.0,27.1982,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw135_pitch+030,135.0,14.8129,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw025_pitch-080,25.0,3.6207,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw080_pitch+010,80.0,5.8006,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw200_pitch-045,200.0,9.7787,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw195_pitch+050,195.0,6.0226,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw195_pitch+040,195.0,29.4721,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw220_pitch+030,220.0,15.6736,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw270_pitch+025,270.0,19.6408,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw265_pitch+040,265.0,16.6642,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw330_pitch-070,330.0,124.6985,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw250_pitch-060,250.0,9.1463,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw130_pitch+085,130.0,7.788,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw210_pitch-050,210.0,52.5448,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw210_pitch-060,210.0,47.7275,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw280_pitch+010,280.0,4.4837,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw130_pitch-010,130.0,16.6656,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw165_pitch+025,165.0,12.7694,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw330_pitch-045,330.0,120.9713,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw025_pitch-030,25.0,5.732,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw210_pitch+040,210.0,2.9844,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw280_pitch-080,280.0,2.9333,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw000_pitch+025,0.0,5.2344,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw215_pitch+090,215.0,32.6895,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw070_pitch-090,70.0,160.43,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw250_pitch+015,250.0,6.8549,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw180_pitch+070,180.0,17.0716,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw355_pitch-040,355.0,10.301,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw080_pitch-050,80.0,8.06,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw175_pitch-055,175.0,10.4778,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw245_pitch-085,245.0,63.8487,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw345_pitch+065,345.0,13.835,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw015_pitch-020,15.0,0.6517,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw295_pitch+060,295.0,12.8492,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw315_pitch-035,315.0,7.8888,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw190_pitch+045,190.0,11.2918,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw310_pitch+070,310.0,74.5025,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw090_pitch-040,90.0,6.0096,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw265_pitch+085,265.0,44.5822,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw225_pitch-010,225.0,10.1636,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw290_pitch-060,290.0,12.8967,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw065_pitch+020,65.0,3.2061,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw315_pitch+040,315.0,8.1092,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw285_pitch+030,285.0,15.7007,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw155_pitch-075,155.0,5.5028,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw265_pitch-075,265.0,1.6078,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw195_pitch-025,195.0,14.5525,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw045_pitch-025,45.0,3.6616,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw210_pitch-070,210.0,44.0119,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw110_pitch+050,110.0,76.814,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw245_pitch+050,245.0,5.8805,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw015_pitch+050,15.0,3.553,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw230_pitch+015,230.0,1.9893,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw300_pitch+035,300.0,107.4528,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw105_pitch-015,105.0,4.4388,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw070_pitch-045,70.0,7.9439,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw260_pitch-005,260.0,10.9269,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw300_pitch+060,300.0,89.1991,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw015_pitch-055,15.0,7.3825,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw040_pitch+045,40.0,0.7535,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw295_pitch+090,295.0,126.5644,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw115_pitch-075,115.0,47.0439,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw055_pitch-010,55.0,5.5818,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw190_pitch+060,190.0,4.0374,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw010_pitch-040,10.0,20.2378,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw210_pitch-030,210.0,8.7084,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw190_pitch-020,190.0,11.5098,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw010_pitch+080,10.0,21.8112,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw065_pitch-080,65.0,19.4097,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw270_pitch-010,270.0,58.1543,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw150_pitch+035,150.0,1.4983,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw030_pitch-065,30.0,24.2766,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw325_pitch-090,325.0,37.9957,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw190_pitch-050,190.0,16.4494,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw295_pitch+080,295.0,7.0219,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw220_pitch-070,220.0,19.6076,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw185_pitch-060,185.0,5.3595,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw310_pitch+060,310.0,101.2587,63.0904,0
neural,clean,G5,ocs_only,best,G5_yaw245_pitch+080,245.0,11.9061,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw045_pitch-070,45.0,9.4062,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw060_pitch-090,60.0,34.0652,63.0904,1
neural,clean,G5,ocs_only,best,G5_yaw125_pitch+060,125.0,26.9414,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw260_pitch-065,260.0,6.7638,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw300_pitch+055,300.0,111.0055,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw140_pitch+000,140.0,16.4812,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw165_pitch+055,165.0,19.9955,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw170_pitch-040,170.0,1.9607,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw315_pitch-020,315.0,17.7662,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw130_pitch+035,130.0,6.1271,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw020_pitch-005,20.0,1.676,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw255_pitch-005,255.0,10.4189,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw190_pitch-055,190.0,16.51,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw345_pitch-080,345.0,6.3538,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw160_pitch-080,160.0,26.4432,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw320_pitch-020,320.0,25.7845,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw085_pitch+050,85.0,10.6292,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw015_pitch+020,15.0,0.6082,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw175_pitch-015,175.0,1.9262,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw320_pitch-065,320.0,5.522,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw245_pitch+075,245.0,15.9618,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw120_pitch+085,120.0,97.8084,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw085_pitch-060,85.0,14.4164,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw175_pitch+080,175.0,9.8923,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw200_pitch+005,200.0,13.4385,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw160_pitch-070,160.0,5.2158,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw135_pitch-080,135.0,33.493,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw250_pitch+080,250.0,85.504,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw020_pitch+065,20.0,8.7395,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw320_pitch+005,320.0,0.4905,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw115_pitch-085,115.0,81.4625,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw325_pitch+010,325.0,2.2048,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw255_pitch+015,255.0,9.2262,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw185_pitch+060,185.0,3.5887,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw280_pitch+030,280.0,18.0573,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw045_pitch-035,45.0,2.4374,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw055_pitch+005,55.0,24.1665,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw110_pitch-055,110.0,19.6984,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw330_pitch-075,330.0,123.2394,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw310_pitch-020,310.0,7.7475,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw270_pitch+045,270.0,25.274,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw095_pitch-020,95.0,2.9947,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw350_pitch-045,350.0,14.5341,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw010_pitch-010,10.0,25.0975,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw240_pitch+030,240.0,0.2116,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw250_pitch+085,250.0,41.5237,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw095_pitch+025,95.0,12.8844,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw065_pitch-015,65.0,2.1622,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw075_pitch-070,75.0,2.6877,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw180_pitch+015,180.0,32.7316,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw295_pitch-085,295.0,7.9029,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw205_pitch+075,205.0,11.0379,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw335_pitch-070,335.0,18.6281,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw165_pitch-005,165.0,9.9318,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw295_pitch+000,295.0,107.0767,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw170_pitch+060,170.0,9.7337,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw195_pitch+045,195.0,18.3843,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw120_pitch+075,120.0,51.6992,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw320_pitch+020,320.0,3.4601,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw075_pitch-025,75.0,5.7031,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw230_pitch-035,230.0,2.5097,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw015_pitch+010,15.0,9.7038,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw285_pitch-040,285.0,11.5024,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw145_pitch-030,145.0,13.6011,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw020_pitch-060,20.0,3.1863,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw160_pitch-055,160.0,11.9525,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw145_pitch+090,145.0,10.7616,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw060_pitch+065,60.0,14.1118,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw150_pitch-075,150.0,1.2633,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw175_pitch+015,175.0,19.6149,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw330_pitch-055,330.0,125.4186,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw325_pitch-050,325.0,7.2301,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw145_pitch-035,145.0,12.0485,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw095_pitch+005,95.0,96.1976,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw020_pitch+085,20.0,4.5655,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw095_pitch+050,95.0,0.0113,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw325_pitch+055,325.0,7.9033,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw145_pitch+035,145.0,9.6134,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw285_pitch+005,285.0,50.0188,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw040_pitch-005,40.0,15.5091,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw165_pitch-020,165.0,9.7361,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw000_pitch+040,0.0,16.8804,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw240_pitch+020,240.0,0.6697,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw185_pitch+000,185.0,2.8093,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw295_pitch-050,295.0,11.547,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw130_pitch+050,130.0,6.028,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw040_pitch-090,40.0,1.8919,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw035_pitch+005,35.0,4.5131,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw095_pitch+040,95.0,6.1672,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw320_pitch-055,320.0,5.8288,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw200_pitch-030,200.0,2.3895,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw100_pitch+075,100.0,14.5371,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw065_pitch+075,65.0,171.8032,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw130_pitch+055,130.0,5.4981,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw320_pitch+075,320.0,5.8011,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw335_pitch-085,335.0,4.6782,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw305_pitch+065,305.0,32.9745,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw310_pitch+005,310.0,6.3718,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw350_pitch-040,350.0,11.3922,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw000_pitch+030,0.0,7.6903,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw015_pitch-030,15.0,5.6242,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw025_pitch-065,25.0,6.776,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw355_pitch-085,355.0,5.4526,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw270_pitch+035,270.0,24.2847,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw305_pitch+025,305.0,11.048,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw145_pitch+000,145.0,6.1068,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw270_pitch-045,270.0,24.6992,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw180_pitch-005,180.0,2.0826,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw335_pitch-020,335.0,65.8488,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw265_pitch-090,265.0,18.7065,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw110_pitch+020,110.0,23.2516,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw350_pitch+070,350.0,4.2571,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw230_pitch-065,230.0,5.8197,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw115_pitch+065,115.0,18.4805,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw010_pitch-080,10.0,1.455,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw130_pitch+030,130.0,9.2139,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw215_pitch-045,215.0,4.2274,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw120_pitch-030,120.0,51.4468,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw005_pitch+055,5.0,12.7376,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw125_pitch+035,125.0,64.2667,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw260_pitch+035,260.0,5.8959,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw200_pitch+010,200.0,14.1988,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw275_pitch+020,275.0,19.561,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw180_pitch-070,180.0,14.245,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw055_pitch+070,55.0,20.7987,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw065_pitch-075,65.0,59.3448,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw010_pitch-045,10.0,17.6019,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw270_pitch+070,270.0,19.7545,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw325_pitch+090,325.0,95.8892,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw150_pitch+055,150.0,4.7238,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw205_pitch+045,205.0,3.6235,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw130_pitch-060,130.0,2.4702,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw280_pitch+055,280.0,15.1819,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw175_pitch-035,175.0,0.3168,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw105_pitch+075,105.0,26.478,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw340_pitch+075,340.0,53.1297,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw305_pitch+010,305.0,6.6173,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw240_pitch-015,240.0,1.6589,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw220_pitch-030,220.0,13.1237,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw165_pitch+060,165.0,6.4238,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw040_pitch-065,40.0,5.5236,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw305_pitch+015,305.0,1.0301,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw335_pitch-050,335.0,2.5859,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw330_pitch-090,330.0,100.1706,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw275_pitch-015,275.0,67.7667,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw045_pitch-050,45.0,1.1003,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw105_pitch-085,105.0,47.7678,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw300_pitch+070,300.0,94.5854,63.0904,0
neural,clean,G5,ocs_only,final,G5_yaw290_pitch+005,290.0,47.0567,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw355_pitch+045,355.0,8.3398,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw085_pitch+000,85.0,7.2217,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw090_pitch+015,90.0,8.048,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw155_pitch-035,155.0,6.8755,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw000_pitch-035,0.0,9.0557,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw215_pitch-075,215.0,2.6055,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw090_pitch+085,90.0,0.3427,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw285_pitch-035,285.0,12.5978,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw135_pitch-010,135.0,24.7959,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw140_pitch-015,140.0,17.6604,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw270_pitch+000,270.0,30.8861,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw245_pitch+065,245.0,1.8474,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw270_pitch-050,270.0,23.9796,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw180_pitch-090,180.0,17.789,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw085_pitch-025,85.0,1.9559,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw355_pitch-045,355.0,14.2476,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw000_pitch+045,0.0,9.4846,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw050_pitch-055,50.0,6.6893,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw120_pitch+070,120.0,50.5718,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw210_pitch+080,210.0,25.2133,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw050_pitch-005,50.0,21.8688,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw070_pitch-085,70.0,28.8644,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw170_pitch-065,170.0,10.761,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw200_pitch+000,200.0,10.8412,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw180_pitch-040,180.0,11.9695,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw150_pitch+010,150.0,10.7772,63.0904,1
neural,clean,G5,ocs_only,final,G5_yaw330_pitch+055,330.0,7.1197,63.0904,1
