epoch,train_loss,grad_norm_mean,grad_finite,val_yaw_cmae_deg,val_yaw_hit@10,val_pitch_mae_deg,val_yaw_exact_sentinel
1,0.4718735844924532,0.40809296257903144,True,148.40840143034356,0.0,46.41192325017627,0.0
2,0.44454715323859245,0.2535881903378079,True,142.69119333392405,0.0,46.273598554972054,0.0
3,0.4434685989700515,0.24146845512611403,True,144.551549727392,0.0,46.367775672190895,0.0
4,0.44342929484515353,0.229850829095002,True,149.83067256971677,0.0,46.52548831402105,0.0
5,0.44253356652013187,0.22164986314295348,True,150.7910582789123,0.0,46.289792873684505,0.0
6,0.44490885991474677,0.21456133955483256,True,142.12737589361126,0.0,46.26323739258019,0.0
7,0.4421923407192888,0.20508388847781123,True,153.70630719394757,0.0,46.282971614115944,0.0
8,0.4439134032561861,0.21318305686941483,True,146.05371765372377,0.0,46.303155997545105,0.0
9,0.44224550241026384,0.19736625654886805,True,140.78867955741734,0.0,46.29573822757912,0.0
10,0.4417349619084391,0.2114657073506205,True,144.53065673356812,0.0,46.35832438229594,0.0
11,0.44160423402128546,0.20177394584063407,True,144.51862220322303,0.0,46.236545208278585,0.0
12,0.44067052983004473,0.2294275951189581,True,152.65923801260104,0.0,46.28865908333694,0.0
13,0.43786446544630775,0.20819622979134625,True,153.47042858462535,0.0,46.304977804537444,0.0
14,0.4337838389750185,0.27628304437832274,True,147.61252490894213,0.0,46.28387147590921,0.0
15,0.42673427123447943,0.3447058079918032,True,164.10277118461934,0.0,46.458160249422875,0.0
16,0.4216430798686784,0.6291410660231991,True,146.01730605902358,0.0,46.35081216681418,0.0
17,0.4123780722248143,0.8524386453152254,True,158.8089224325644,0.0,46.29686336719852,0.0
18,0.40108800910670184,0.9953073664657341,True,115.2247124749261,0.0,46.199723278066124,0.0
19,0.38776818174740363,1.5214205849824491,True,72.43259209003227,0.0,46.32915630671969,0.0
20,0.3771322364437169,1.8164044983148724,True,60.91845220028203,0.0,46.24100993579419,0.0
