epoch,train_loss,grad_norm_mean,grad_finite,val_yaw_cmae_deg,val_yaw_hit@10,val_pitch_mae_deg,val_yaw_exact_sentinel
1,1.1469836235046387,0.48317977699942694,True,170.71429537622166,0.0,57.16216216216216,0.0
2,1.1720086093676292,4.68665613026762e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
3,1.172003985461542,5.407491457466732e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
4,1.172009064989575,5.8949051030164e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
5,1.1720651145708763,5.591044146661756e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
6,1.1721741648043615,7.267786039440818e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
7,1.1721198720447088,7.419276587429834e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
8,1.172066644086676,8.76272266287178e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
9,1.1720923629857727,9.677400035707971e-06,True,170.71428571428572,0.0,57.16216216216216,0.0
10,1.1720333655001753,1.0700312666787986e-05,True,170.71428618559966,0.0,57.16216216216216,0.0
11,1.1720567093057148,1.4444184565885339e-05,True,170.71428630342814,0.0,57.16216216216216,0.0
12,1.1722164982456271,1.9092229217321372e-05,True,170.71428712822757,0.0,57.16216216216216,0.0
13,1.1720836425231675,3.608283267762476e-05,True,170.71429089873914,0.0,57.16216216216216,0.0
14,1.1721104747157987,0.0001739075799179293,True,170.71433673402058,0.0,57.16216216216216,0.0
15,1.4106686398134394,0.34301236047176886,True,95.0,0.0,57.16216216216216,0.0
16,1.5165571034964869,0.0,True,95.0,0.0,57.16216216216216,0.0
17,1.516631324412459,0.0,True,95.0,0.0,57.16216216216216,0.0
18,1.5165679919517647,0.0,True,95.0,0.0,57.16216216216216,0.0
19,1.5166170192977129,0.0,True,95.0,0.0,57.16216216216216,0.0
20,1.5165779853271226,0.0,True,95.0,0.0,57.16216216216216,0.0
