pose_label,yaw,pitch,roll,ocs_total,ocs_rank,dominant_part,metal_body_contrib,dark_panel_contrib,solar_panel_contrib,metal_body_pct,dark_panel_pct,solar_panel_pct,weighted_metal_NH,avgN_vs_H_deg,reflect_vs_det_deg,pct_NoH_ge_0.99,mean_NoH_pow_n_metal,glint_flag,saturation_flag,src_pkg
yaw230_pitch+025_roll+060,230.0,25.0,60.0,0.01958523,117,taiyangnengban,0.00810662,0.00175161,0.00972700,41.392,8.944,49.665,0.67861,28.817,51.360,0.163,1.59675e-03,0,0,P2
yaw230_pitch+030_roll+060,230.0,30.0,60.0,0.01955692,118,taiyangnengban,0.00797940,0.00158743,0.00999009,40.801,8.117,51.082,0.68256,27.410,49.954,0.312,2.84930e-03,1,0,P2
yaw230_pitch+035_roll+060,230.0,35.0,60.0,0.01917412,119,taiyangnengban,0.00754414,0.00138964,0.01024034,39.345,7.247,53.407,0.67920,24.992,47.038,0.248,2.10964e-03,0,0,P2
yaw2100_pitchm0100_roll+060,210.0,-10.0,60.0,0.01488927,120,jinshuzhuti,0.00871209,0.00233028,0.00384691,58.512,15.651,25.837,0.71303,36.464,60.870,0.190,2.97256e-03,1,0,P3
yaw2100_pitchm0050_roll+060,210.0,-5.0,60.0,0.01445543,121,jinshuzhuti,0.00793878,0.00213086,0.00438579,54.919,14.741,30.340,0.68120,37.938,63.451,0.126,1.62991e-03,0,0,P3
yaw060_pitch+080_roll+060,60.0,80.0,60.0,0.01360392,122,jinshuzhuti,0.01280877,0.00000000,0.00079514,94.155,0.000,5.845,0.79574,24.779,49.350,0.108,3.23762e-03,0,0,P2
yaw065_pitch+075_roll+060,65.0,75.0,60.0,0.01358642,123,jinshuzhuti,0.01271882,0.00000000,0.00086760,93.614,0.000,6.386,0.73920,20.254,40.466,0.092,1.30667e-03,1,0,P2
yaw2050_pitchm0100_roll+060,205.0,-10.0,60.0,0.01356113,124,jinshuzhuti,0.00865311,0.00227785,0.00263017,63.808,16.797,19.395,0.71395,36.572,61.049,0.561,4.15583e-03,1,0,P3
yaw060_pitch+075_roll+060,60.0,75.0,60.0,0.01352417,125,jinshuzhuti,0.01276989,0.00000000,0.00075428,94.423,0.000,5.577,0.80587,24.395,48.687,0.000,2.39006e-03,0,0,P2
yaw075_pitch+060_roll-045,75.0,60.0,-45.0,0.01339516,126,taiyangnengban,0.00543619,0.00000000,0.00795897,40.583,0.000,59.417,0.67278,15.877,28.410,0.543,6.40496e-03,1,0,P2
yaw2050_pitchm0050_roll+060,205.0,-5.0,60.0,0.01310519,127,jinshuzhuti,0.00784818,0.00202244,0.00323457,59.886,15.432,24.682,0.67894,37.881,63.328,0.375,3.02387e-03,1,0,P3
yaw0650_pitchp0625_roll+060,65.0,62.5,60.0,0.01277641,128,jinshuzhuti,0.01198602,0.00000000,0.00079039,93.814,0.000,6.186,0.79857,24.178,48.356,0.037,1.40295e-03,1,0,P3
yaw0650_pitchp0600_roll+060,65.0,60.0,60.0,0.01277507,129,jinshuzhuti,0.01192428,0.00000000,0.00085079,93.340,0.000,6.660,0.81098,24.448,48.897,0.000,1.16019e-03,1,0,P3
yaw0625_pitchp0600_roll+060,62.5,60.0,60.0,0.01265639,130,jinshuzhuti,0.01187698,0.00000000,0.00077941,93.842,0.000,6.158,0.84122,24.858,49.715,0.000,1.85867e-03,0,0,P3
yaw0625_pitchp0625_roll+060,62.5,62.5,60.0,0.01253981,131,jinshuzhuti,0.01173464,0.00000000,0.00080517,93.579,0.000,6.421,0.82543,25.227,50.446,0.000,1.17892e-03,0,0,P3
yaw195_pitch+005_roll+060,195.0,5.0,60.0,0.01198183,132,jinshuzhuti,0.00839063,0.00122510,0.00236610,70.028,10.225,19.747,0.63311,25.442,47.006,0.056,1.94954e-03,1,0,P2
yaw190_pitch+010_roll+060,190.0,10.0,60.0,0.01197166,133,jinshuzhuti,0.00924321,0.00082294,0.00190551,77.209,6.874,15.917,0.69293,27.526,54.597,0.160,2.04206e-03,1,0,P2
yaw200_pitch+010_roll+060,200.0,10.0,60.0,0.01191062,134,jinshuzhuti,0.00660170,0.00110705,0.00420186,55.427,9.295,35.278,0.60349,26.610,45.519,0.061,1.29946e-03,1,0,P2
yaw280_pitch-085_roll+000,280.0,-85.0,0.0,0.01188527,135,jinshuzhuti,0.00717896,0.00161808,0.00308823,60.402,13.614,25.984,0.72365,21.297,42.331,0.744,9.40196e-03,1,0,01
yaw280_pitch-080_roll+000,280.0,-80.0,0.0,0.01180178,136,jinshuzhuti,0.00758696,0.00169175,0.00252307,64.287,14.335,21.379,0.70194,21.028,42.057,0.728,8.22383e-03,1,0,01
yaw195_pitch+010_roll+060,195.0,10.0,60.0,0.01175905,137,jinshuzhuti,0.00770189,0.00094886,0.00310830,65.498,8.069,26.433,0.63276,25.865,49.051,0.114,1.58651e-03,1,0,P2
yaw285_pitch-080_roll+000,285.0,-80.0,0.0,0.01143705,138,jinshuzhuti,0.00614326,0.00108302,0.00421077,53.714,9.469,36.817,0.69143,11.519,22.345,1.368,1.06132e-02,1,0,01
yaw285_pitch-085_roll+000,285.0,-85.0,0.0,0.01139125,139,jinshuzhuti,0.00559192,0.00102529,0.00477404,49.090,9.001,41.910,0.71835,9.979,19.855,1.714,1.32024e-02,1,0,01
yaw290_pitch-080_roll+000,290.0,-80.0,0.0,0.01132902,140,taiyangnengban,0.00491905,0.00054680,0.00586317,43.420,4.827,51.754,0.68443,14.928,25.823,0.672,9.31691e-03,1,0,01
yaw290_pitch-075_roll+000,290.0,-75.0,0.0,0.01130033,141,jinshuzhuti,0.00559306,0.00056994,0.00513732,49.495,5.044,45.462,0.65379,19.227,32.671,0.733,7.00986e-03,1,0,01
yaw285_pitch-090_roll+000,285.0,-90.0,0.0,0.01123913,142,taiyangnengban,0.00487788,0.00100575,0.00535550,43.401,8.949,47.650,0.74953,9.762,19.229,0.711,1.09366e-02,,,01
yaw290_pitch-060_roll+000,290.0,-60.0,0.0,0.01122717,143,jinshuzhuti,0.00773076,0.00076632,0.00273009,68.858,6.826,24.317,0.62939,34.577,57.955,0.000,4.34047e-04,,,01
yaw280_pitch-070_roll+000,280.0,-70.0,0.0,0.01118219,144,jinshuzhuti,0.00796786,0.00177341,0.00144091,71.255,15.859,12.886,0.65630,22.818,44.288,0.000,2.32244e-03,1,0,01
yaw290_pitch-090_roll+000,290.0,-90.0,0.0,0.01117430,145,taiyangnengban,0.00366781,0.00039627,0.00711021,32.824,3.546,63.630,0.76618,8.503,16.504,0.806,8.26074e-03,,,01
yaw295_pitch-075_roll-015,295.0,-75.0,-15.0,0.01116049,146,jinshuzhuti,0.00754611,0.00163059,0.00198379,67.615,14.610,17.775,0.65394,21.995,43.388,0.000,3.20355e-03,1,0,P2
yaw275_pitch-075_roll+015,275.0,-75.0,15.0,0.01113513,147,taiyangnengban,0.00514141,0.00065386,0.00533986,46.173,5.872,47.955,0.65767,15.465,26.399,0.677,7.10231e-03,1,0,P2
yaw280_pitch-065_roll+000,280.0,-65.0,0.0,0.01112832,148,jinshuzhuti,0.00837367,0.00184093,0.00091371,75.247,16.543,8.211,0.64701,24.260,45.417,0.053,8.76590e-04,1,0,01
yaw290_pitch-085_roll+000,290.0,-85.0,0.0,0.01108956,149,taiyangnengban,0.00407245,0.00046907,0.00654804,36.723,4.230,59.047,0.72254,9.712,17.605,0.956,9.45391e-03,1,0,01
yaw285_pitch-075_roll+000,285.0,-75.0,0.0,0.01107836,150,jinshuzhuti,0.00636348,0.00115007,0.00356481,57.441,10.381,32.178,0.65305,16.807,30.895,0.831,6.36429e-03,1,0,01
yaw275_pitch-065_roll+015,275.0,-65.0,15.0,0.01104089,151,jinshuzhuti,0.00604495,0.00086763,0.00412830,54.751,7.858,37.391,0.61055,25.765,43.489,0.000,2.44824e-03,1,0,P2
yaw285_pitch-060_roll+000,285.0,-60.0,0.0,0.01103356,152,jinshuzhuti,0.00816266,0.00130789,0.00156301,73.980,11.854,14.166,0.63650,28.320,48.093,0.000,8.54476e-04,,,01
yaw275_pitch-070_roll+015,275.0,-70.0,15.0,0.01097729,153,jinshuzhuti,0.00548261,0.00075369,0.00474099,49.945,6.866,43.189,0.62722,22.191,37.575,0.372,4.16965e-03,1,0,P2
yaw295_pitch-070_roll-015,295.0,-70.0,-15.0,0.01087511,154,jinshuzhuti,0.00789857,0.00161912,0.00135742,72.630,14.888,12.482,0.63715,24.171,45.269,0.000,1.49569e-03,1,0,P2
yaw295_pitch-065_roll-015,295.0,-65.0,-15.0,0.01086861,155,jinshuzhuti,0.00868198,0.00156392,0.00062272,79.881,14.389,5.730,0.64035,26.822,47.876,0.000,9.39172e-04,1,0,P2
yaw285_pitch-065_roll+000,285.0,-65.0,0.0,0.01073015,156,jinshuzhuti,0.00718179,0.00123888,0.00230948,66.931,11.546,21.523,0.61606,26.696,45.805,0.000,6.14575e-04,1,0,01
yaw290_pitch-065_roll+000,290.0,-65.0,0.0,0.01071871,157,jinshuzhuti,0.00644220,0.00069051,0.00358599,60.102,6.442,33.455,0.59873,35.410,59.221,0.000,6.14756e-04,1,0,01
yaw290_pitch-070_roll+000,290.0,-70.0,0.0,0.01068321,158,jinshuzhuti,0.00569152,0.00062210,0.00436959,53.275,5.823,40.902,0.59936,31.065,52.214,0.144,1.92041e-03,1,0,01
yaw285_pitch-070_roll+000,285.0,-70.0,0.0,0.01062832,159,jinshuzhuti,0.00649086,0.00117324,0.00296421,61.071,11.039,27.890,0.61591,24.187,42.398,0.000,2.04832e-03,1,0,01
