region,category,yaw,pitch,roll,source,ocs_total,brightness_rank,rank_shift_vs_roll0,pixel_local_contrast,neighbor_contrast_ypr,roll_sensitivity_score,n_pixels_camera_visible,n_pixels_contributing,mean_lit,image_usable,glint_flag,saturation_flag
R3_low_info,low-info/ocs-hard,70,80,-45,20_pack,1.414375e-02,124,63,1.040341,0.541740,1.281744,3878,3764,2.346265e-02,1,1,0
R3_low_info,low-info/ocs-hard,70,80,-30,20_pack,1.848109e-02,93,32,1.220943,0.737718,1.281744,4928,4842,2.383223e-02,1,1,0
R3_low_info,low-info/ocs-hard,70,80,-15,20_pack,2.518245e-02,66,5,0.443346,1.287797,1.281744,5732,2929,5.368347e-02,1,0,0
R3_low_info,low-info/ocs-hard,70,80,0,01_fullrun,3.840838e-02,61,0,0.567259,0.864965,1.281744,6196,3898,6.152421e-02,1,0,0
R3_low_info,low-info/ocs-hard,70,80,15,20_pack,4.694299e-02,43,-18,0.394500,0.731370,1.281744,6286,4578,6.402608e-02,1,0,0
R3_low_info,low-info/ocs-hard,70,80,30,20_pack,2.885478e-02,48,-13,0.453921,0.911329,1.281744,5995,4997,3.605540e-02,1,0,0
R3_low_info,low-info/ocs-hard,70,80,45,20_pack,2.211058e-02,72,11,0.803833,0.802956,1.281744,5673,5436,2.539701e-02,1,1,0
R3_low_info,low-info/ocs-hard,70,80,60,20_pack,1.630049e-02,80,19,1.483349,0.517378,1.281744,6035,5624,1.809745e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,60,-60,20_pack,1.776509e-02,93,27,0.524814,0.344084,0.868610,4624,3965,2.797604e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,60,-45,20_pack,1.339516e-02,125,59,1.162743,0.341388,0.868610,4196,4095,2.042471e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,60,-30,20_pack,1.749032e-02,96,30,1.313190,0.677280,0.868610,5080,5024,2.173752e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,60,-15,20_pack,2.363178e-02,71,5,0.672129,0.813819,0.868610,5824,3361,4.390256e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,60,0,01_fullrun,3.228815e-02,66,0,0.824804,0.488459,0.868610,6307,4222,4.775148e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,60,15,20_pack,3.297393e-02,61,-5,0.572887,0.386407,0.868610,6415,4872,4.225960e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,60,30,20_pack,2.766125e-02,53,-13,0.583851,0.539178,0.868610,6196,5258,3.284832e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,60,45,20_pack,2.150105e-02,80,14,0.596871,0.663798,0.868610,5919,5714,2.349532e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,60,60,20_pack,1.615636e-02,81,15,1.575560,0.417278,0.868610,6184,5871,1.718278e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,65,-60,20_pack,1.892137e-02,83,18,0.443911,0.422847,0.887346,4636,3886,3.040267e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,65,-45,20_pack,1.460267e-02,120,55,1.529148,0.407774,0.887346,4073,3964,2.300173e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,65,-30,20_pack,1.740401e-02,98,33,1.324046,0.678590,0.887346,4963,4890,2.222299e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,65,-15,20_pack,2.337531e-02,72,7,0.636576,0.817642,0.887346,5773,3188,4.578266e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,65,0,01_fullrun,3.236041e-02,65,0,0.745773,0.496679,0.887346,6273,4070,4.964569e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,65,15,20_pack,3.521397e-02,55,-10,0.581566,0.381640,0.887346,6419,4780,4.599907e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,65,30,20_pack,2.847664e-02,50,-15,0.532309,0.613796,0.887346,6198,5178,3.433908e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,65,45,20_pack,2.196608e-02,75,10,0.703310,0.681228,0.887346,5807,5605,2.447028e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,65,60,20_pack,1.673195e-02,79,14,1.589825,0.422326,0.887346,6140,5826,1.793238e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,70,-60,20_pack,2.031568e-02,76,7,0.387540,0.447967,0.972393,4625,3799,3.339058e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,70,-45,20_pack,1.460605e-02,119,50,1.350176,0.438737,0.972393,3947,3837,2.376856e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,70,-30,20_pack,1.742376e-02,97,28,1.359997,0.628137,0.972393,4852,4773,2.279357e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,70,-15,20_pack,2.298693e-02,73,4,0.552068,0.831575,0.972393,5698,3008,4.771611e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,70,0,01_fullrun,3.185871e-02,69,0,0.626335,0.594146,0.972393,6217,3930,5.061713e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,70,15,20_pack,3.761295e-02,50,-19,0.555478,0.442384,0.972393,6393,4642,5.059343e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,70,30,20_pack,2.900454e-02,47,-22,0.443614,0.719932,0.972393,6186,5074,3.569254e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,70,45,20_pack,2.213396e-02,71,2,0.710162,0.695963,0.972393,5708,5437,2.541919e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,70,60,20_pack,1.699825e-02,78,9,1.448610,0.420302,0.972393,6100,5769,1.839778e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,75,-60,20_pack,2.193643e-02,66,-4,0.340200,0.546434,1.128591,4575,3686,3.715973e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,75,-45,20_pack,1.433763e-02,123,53,0.974035,0.542031,1.128591,3862,3718,2.407853e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,75,-30,20_pack,1.719456e-02,99,29,1.297740,0.628023,1.128591,4721,4633,2.317345e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,75,-15,20_pack,2.255463e-02,74,4,0.509043,0.852053,1.128591,5602,2819,4.995771e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,75,0,01_fullrun,3.181534e-02,70,0,0.544258,0.775666,1.128591,6155,3757,5.287584e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,75,15,20_pack,4.193633e-02,46,-24,0.554433,0.576554,1.128591,6371,4543,5.763809e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,75,30,20_pack,3.004853e-02,44,-26,0.439472,0.864589,1.128591,6176,4997,3.754705e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,75,45,20_pack,2.263399e-02,68,-2,0.638965,0.712726,1.128591,5742,5317,2.658009e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,75,60,20_pack,1.762962e-02,77,7,1.354818,0.421814,1.128591,6030,5689,1.934946e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,80,-60,20_pack,2.368960e-02,51,-23,0.299801,0.538858,1.325550,4502,3552,4.164345e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,80,-45,20_pack,1.441185e-02,122,48,0.713899,0.538265,1.325550,3750,3602,2.498262e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,80,-30,20_pack,1.688879e-02,105,31,1.202433,0.602851,1.325550,4595,4500,2.343408e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,80,-15,20_pack,2.191544e-02,75,1,0.461737,0.854920,1.325550,5503,2599,5.265091e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,80,0,01_fullrun,3.135264e-02,74,0,0.440838,0.760420,1.325550,6089,3617,5.412370e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,80,15,20_pack,4.813331e-02,40,-34,0.540646,0.544415,1.325550,6313,4415,6.807332e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,80,30,20_pack,3.126383e-02,41,-33,0.413706,0.825164,1.325550,6148,4881,3.999404e-02,1,0,0
R3_low_info,low-info/ocs-hard,75,80,45,20_pack,2.329613e-02,65,-9,0.637132,0.680851,1.325550,5709,5204,2.795171e-02,1,1,0
R3_low_info,low-info/ocs-hard,75,80,60,20_pack,1.800470e-02,76,2,1.175194,0.390464,1.325550,5960,5616,2.001800e-02,1,1,0
R4_bright_robust,bright/robust-easy,140,5,-60,20_pack,6.666469e-02,16,-4,0.423417,0.965422,0.081126,5052,2968,1.402471e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,5,-45,20_pack,6.642630e-02,16,-4,0.418228,0.963254,0.081126,5243,2986,1.389032e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,5,-30,20_pack,6.746469e-02,15,-5,0.427525,0.962051,0.081126,5337,3037,1.387055e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,5,-15,20_pack,6.732086e-02,17,-3,0.617028,0.952472,0.081126,5321,3478,1.208598e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,5,0,01_fullrun,6.769237e-02,20,0,0.534300,0.963840,0.081126,5067,3213,1.315500e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,5,15,20_pack,6.664144e-02,35,15,0.498577,0.971491,0.081126,5232,3055,1.362056e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,5,30,20_pack,6.548760e-02,15,-5,0.455969,0.986145,0.081126,5241,3003,1.361651e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,5,45,20_pack,6.342490e-02,15,-5,0.401388,0.995808,0.081126,5117,2906,1.362781e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,5,60,20_pack,6.234286e-02,15,-5,0.359476,0.977130,0.081126,4923,2851,1.365373e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,-60,20_pack,1.049815e-01,9,0,0.387373,0.918383,0.056540,5223,2890,2.268176e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,-45,20_pack,1.052912e-01,10,1,0.426558,0.918100,0.056540,5354,2989,2.199521e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,-30,20_pack,1.069071e-01,9,0,0.414924,0.913107,0.056540,5359,3021,2.209620e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,-15,20_pack,1.061604e-01,10,1,0.423026,0.905288,0.056540,5192,3020,2.194914e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,0,01_fullrun,1.069917e-01,9,0,0.437989,0.915338,0.056540,5225,3067,2.178203e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,15,20_pack,1.050927e-01,25,16,0.433650,0.926451,0.056540,5269,2965,2.213145e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,10,30,20_pack,1.045064e-01,7,-2,0.438719,0.936017,0.056540,5170,2935,2.223293e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,10,45,20_pack,1.015488e-01,9,0,0.428895,0.938558,0.056540,4983,2855,2.220908e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,10,60,20_pack,1.010705e-01,9,0,0.383044,0.920406,0.056540,4694,2775,2.274171e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,-60,20_pack,1.049560e-01,10,4,0.373788,0.893431,0.041018,5403,2763,2.371857e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,-45,20_pack,1.085489e-01,8,2,0.432330,0.892733,0.041018,5447,2951,2.296774e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,-30,20_pack,1.093217e-01,7,1,0.421297,0.863391,0.041018,5332,2947,2.316265e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,-15,20_pack,1.093581e-01,7,1,0.527902,0.870678,0.041018,5250,3212,2.125873e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,0,01_fullrun,1.082000e-01,6,0,0.420010,0.879595,0.041018,5330,2939,2.298739e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,15,20_pack,1.082328e-01,22,16,0.400113,0.892968,0.041018,5281,2898,2.331966e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,30,20_pack,1.059377e-01,5,-1,0.404376,0.882890,0.041018,5095,2822,2.343989e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,15,45,20_pack,1.057722e-01,5,-1,0.401129,0.873178,0.041018,4821,2776,2.379108e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,15,60,20_pack,1.055462e-01,5,-1,0.395134,0.851219,0.041018,4492,2738,2.406972e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,20,-60,20_pack,6.822103e-02,14,0,0.338704,1.596565,0.047437,5562,2726,1.562624e-01,1,0,1
R4_bright_robust,bright/robust-easy,140,20,-45,20_pack,7.142638e-02,14,0,0.390127,1.587790,0.047437,5488,2846,1.567060e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,-30,20_pack,7.153469e-02,14,0,0.416819,1.564285,0.047437,5189,2909,1.535447e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,-15,20_pack,7.107431e-02,16,2,0.597093,1.553158,0.047437,5405,3357,1.321975e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,0,01_fullrun,7.038142e-02,14,0,0.387596,1.577019,0.047437,5408,2826,1.555062e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,15,20_pack,6.989855e-02,32,18,0.378095,1.588141,0.047437,5268,2797,1.560406e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,30,20_pack,6.849239e-02,13,-1,0.365273,1.585620,0.047437,5014,2725,1.569415e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,45,20_pack,6.868886e-02,13,-1,0.366243,1.571367,0.047437,4659,2684,1.597959e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,20,60,20_pack,6.897299e-02,13,-1,0.370196,1.541888,0.047437,4238,2654,1.622707e-01,1,0,0
R4_bright_robust,bright/robust-easy,140,25,-60,20_pack,3.437422e-02,26,-37,0.283499,1.170899,0.076901,5669,2647,8.108507e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,-45,20_pack,3.483139e-02,23,-40,0.303524,1.158315,0.076901,5527,2681,8.112150e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,-30,20_pack,3.711050e-02,23,-40,0.493563,1.134851,0.076901,5471,3097,7.481997e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,-15,20_pack,3.709270e-02,30,-33,0.613733,1.104929,0.076901,5549,3441,6.730785e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,0,01_fullrun,3.607429e-02,63,0,0.749651,1.132860,0.076901,5471,3735,6.030719e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,15,20_pack,3.513287e-02,57,-6,0.358499,1.119496,0.076901,5249,2632,8.334693e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,30,20_pack,3.510255e-02,30,-33,0.363386,1.122993,0.076901,4911,2620,8.365644e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,45,20_pack,3.442476e-02,24,-39,0.345084,1.099266,0.076901,4510,2563,8.386567e-02,1,0,0
R4_bright_robust,bright/robust-easy,140,25,60,20_pack,3.609268e-02,21,-42,0.505105,1.093339,0.076901,4444,2760,8.165297e-02,1,0,0
R4_bright_robust,bright/robust-easy,145,5,-60,20_pack,1.024246e-01,12,1,0.418192,0.895933,0.073405,5252,2882,2.219077e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,5,-45,20_pack,1.029704e-01,12,1,0.431031,0.897474,0.073405,5491,2898,2.218585e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,5,-30,20_pack,1.034509e-01,11,0,0.444523,0.896409,0.073405,5600,2918,2.213660e-01,1,0,1
R4_bright_robust,bright/robust-easy,145,5,-15,20_pack,1.035914e-01,11,0,0.633572,0.888622,0.073405,5564,3434,1.883586e-01,1,0,1
R4_bright_robust,bright/robust-easy,145,5,0,01_fullrun,1.034859e-01,11,0,0.503510,0.896021,0.073405,5321,3111,2.077032e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,5,15,20_pack,1.011224e-01,29,18,0.443963,0.914351,0.073405,5457,2923,2.160133e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,5,30,20_pack,9.942404e-02,11,0,0.414475,0.921568,0.073405,5461,2841,2.185154e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,5,45,20_pack,9.781412e-02,11,0,0.399122,0.925905,0.073405,5332,2770,2.204874e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,5,60,20_pack,9.616566e-02,12,1,0.385148,0.908250,0.073405,5073,2699,2.224739e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,-60,20_pack,1.738567e-01,4,0,0.423336,0.855187,0.054179,5417,2817,3.853598e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,-45,20_pack,1.747140e-01,4,0,0.454282,0.858678,0.054179,5601,2903,3.757879e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,-30,20_pack,1.738717e-01,4,0,0.458777,0.868758,0.054179,5619,2900,3.743629e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,-15,20_pack,1.749033e-01,3,-1,0.464248,0.862522,0.054179,5472,2928,3.729829e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,0,01_fullrun,1.735689e-01,4,0,0.473793,0.872910,0.054179,5413,2929,3.700108e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,15,20_pack,1.713111e-01,13,9,0.456538,0.860106,0.054179,5496,2850,3.753207e-01,1,0,1
R4_bright_robust,bright/robust-easy,145,10,30,20_pack,1.697110e-01,3,-1,0.437716,0.869166,0.054179,5395,2780,3.811775e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,10,45,20_pack,1.667385e-01,3,-1,0.425787,0.871848,0.054179,5189,2709,3.843162e-01,1,0,1
R4_bright_robust,bright/robust-easy,145,10,60,20_pack,1.656068e-01,3,-1,0.413729,0.858443,0.054179,4876,2661,3.885933e-01,1,0,1
R4_bright_robust,bright/robust-easy,145,15,-60,20_pack,1.752007e-01,2,1,0.417477,0.832120,0.052048,5586,2697,4.056176e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,-45,20_pack,1.785108e-01,2,1,0.469122,0.834626,0.052048,5677,2871,3.882336e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,-30,20_pack,1.788643e-01,2,1,0.452554,0.821823,0.052048,5611,2839,3.933871e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,-15,20_pack,1.788036e-01,2,1,0.515672,0.828915,0.052048,5360,2988,3.736436e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,0,01_fullrun,1.778806e-01,1,0,0.451667,0.838846,0.052048,5531,2827,3.928844e-01,1,0,1
R4_bright_robust,bright/robust-easy,145,15,15,20_pack,1.752967e-01,10,9,0.437796,0.828827,0.052048,5498,2757,3.970077e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,30,20_pack,1.730988e-01,1,0,0.426117,0.820428,0.052048,5334,2697,4.007513e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,45,20_pack,1.701801e-01,2,1,0.422061,0.812258,0.052048,5055,2639,4.026533e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,15,60,20_pack,1.697410e-01,1,0,0.400804,0.795761,0.052048,4666,2586,4.098456e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,-60,20_pack,1.057176e-01,8,-2,0.380404,1.491024,0.061137,5723,2597,2.541776e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,-45,20_pack,1.099167e-01,7,-3,0.417607,1.487566,0.061137,5735,2751,2.494797e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,-30,20_pack,1.090370e-01,8,-2,0.439396,1.485351,0.061137,5549,2783,2.446373e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,-15,20_pack,1.089649e-01,8,-2,0.589780,1.475786,0.061137,5557,3160,2.153087e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,0,01_fullrun,1.068997e-01,10,0,0.411680,1.502024,0.061137,5602,2690,2.481339e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,15,20_pack,1.056098e-01,23,13,0.393341,1.483841,0.061137,5484,2635,2.502566e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,30,20_pack,1.038832e-01,8,-2,0.395805,1.483641,0.061137,5253,2597,2.497671e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,45,20_pack,1.034827e-01,6,-4,0.379455,1.471896,0.061137,4894,2555,2.528942e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,20,60,20_pack,1.034163e-01,6,-4,0.358556,1.450176,0.061137,4490,2507,2.575708e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,-60,20_pack,4.575158e-02,20,-25,0.325081,1.098731,0.082243,5848,2555,1.118091e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,-45,20_pack,4.589465e-02,20,-25,0.314930,1.092790,0.082243,5775,2575,1.112876e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,-30,20_pack,4.879500e-02,19,-26,0.450460,1.074048,0.082243,5521,2857,1.066417e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,-15,20_pack,4.827989e-02,23,-22,0.589381,1.058371,0.082243,5711,3275,9.204853e-02,1,0,0
R4_bright_robust,bright/robust-easy,145,25,0,01_fullrun,4.716163e-02,45,0,0.724596,1.088909,0.082243,5665,3600,8.179904e-02,1,0,0
R4_bright_robust,bright/robust-easy,145,25,15,20_pack,4.550757e-02,44,-1,0.318419,1.073599,0.082243,5475,2512,1.131165e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,30,20_pack,4.545720e-02,21,-24,0.316455,1.061331,0.082243,5166,2509,1.131264e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,45,20_pack,4.498378e-02,18,-27,0.317714,1.040913,0.082243,4751,2479,1.133030e-01,1,0,0
R4_bright_robust,bright/robust-easy,145,25,60,20_pack,4.523710e-02,17,-28,0.357398,1.036894,0.082243,4384,2504,1.128034e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,-60,20_pack,1.035303e-01,11,-1,0.439792,0.889583,0.075956,5418,2751,2.349843e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,5,-45,20_pack,1.041633e-01,11,-1,0.445956,0.900629,0.075956,5700,2781,2.338707e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,5,-30,20_pack,1.022369e-01,12,0,0.450313,0.901001,0.075956,5829,2772,2.302906e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,-15,20_pack,1.030590e-01,12,0,0.644232,0.901505,0.075956,5779,3337,1.928377e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,0,01_fullrun,1.029685e-01,12,0,0.510095,0.908117,0.075956,5539,3002,2.141686e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,15,20_pack,1.011999e-01,28,16,0.443211,0.923185,0.075956,5670,2790,2.264841e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,30,20_pack,9.938514e-02,12,0,0.419647,0.929188,0.075956,5671,2687,2.309488e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,45,20_pack,9.773964e-02,12,0,0.407851,0.935797,0.075956,5490,2605,2.342744e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,5,60,20_pack,9.647695e-02,11,-1,0.397354,0.918256,0.075956,5229,2546,2.366067e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,10,-60,20_pack,1.748387e-01,3,0,0.441797,0.847820,0.065676,5582,2701,4.041800e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,10,-45,20_pack,1.750517e-01,3,0,0.470165,0.860003,0.065676,5783,2768,3.948772e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,10,-30,20_pack,1.753284e-01,3,0,0.470598,0.871639,0.065676,5833,2775,3.945039e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,10,-15,20_pack,1.738558e-01,4,1,0.626681,0.872385,0.065676,5688,3144,3.452778e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,10,0,01_fullrun,1.749517e-01,3,0,0.484533,0.882348,0.065676,5606,2807,3.891685e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,10,15,20_pack,1.719062e-01,12,9,0.467977,0.867187,0.065676,5715,2714,3.954974e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,10,30,20_pack,1.694736e-01,4,1,0.442097,0.876236,0.065676,5607,2615,4.046618e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,10,45,20_pack,1.663204e-01,4,1,0.432673,0.881551,0.065676,5388,2543,4.083768e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,10,60,20_pack,1.640485e-01,4,1,0.419733,0.868617,0.065676,5037,2482,4.126980e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,-60,20_pack,1.785177e-01,1,-1,0.442363,0.813726,0.069819,5738,2645,4.214223e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,-45,20_pack,1.795084e-01,1,-1,0.466811,0.817023,0.069819,5870,2718,4.123797e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,-30,20_pack,1.802111e-01,1,-1,0.475222,0.815129,0.069819,5808,2748,4.094743e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,-15,20_pack,1.819999e-01,1,-1,0.475968,0.813982,0.069819,5564,2778,4.090730e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,0,01_fullrun,1.774126e-01,2,0,0.470036,0.847529,0.069819,5702,2694,4.111959e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,15,20_pack,1.751459e-01,11,9,0.456465,0.834081,0.069819,5715,2627,4.162956e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,30,20_pack,1.720594e-01,2,0,0.432354,0.833784,0.069819,5542,2528,4.249748e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,45,20_pack,1.706442e-01,1,-1,0.414911,0.833510,0.069819,5256,2473,4.308533e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,15,60,20_pack,1.697025e-01,2,0,0.410170,0.819393,0.069819,4857,2449,4.326745e-01,1,0,1
R4_bright_robust,bright/robust-easy,150,20,-60,20_pack,1.079740e-01,6,-1,0.384559,1.470179,0.078486,5873,2502,2.694597e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,-45,20_pack,1.100816e-01,5,-2,0.426347,1.467661,0.078486,5920,2633,2.610513e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,-30,20_pack,1.104667e-01,6,-1,0.436949,1.463417,0.078486,5791,2662,2.591106e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,-15,20_pack,1.106133e-01,6,-1,0.570377,1.457885,0.078486,5666,2982,2.316124e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,0,01_fullrun,1.081508e-01,7,0,0.726844,1.501902,0.078486,5789,3361,2.009199e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,15,20_pack,1.055487e-01,24,17,0.403682,1.493158,0.078486,5702,2505,2.630916e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,30,20_pack,1.038071e-01,9,2,0.399662,1.491334,0.078486,5471,2459,2.635909e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,45,20_pack,1.025068e-01,8,1,0.396517,1.489562,0.078486,5120,2420,2.644840e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,20,60,20_pack,1.022295e-01,8,1,0.371740,1.469797,0.078486,4673,2366,2.697885e-01,1,0,0
R4_bright_robust,bright/robust-easy,150,25,-60,20_pack,4.618230e-02,19,-25,0.354859,1.076920,0.111377,5995,2438,1.182779e-01,1,0,0
