epoch,train_loss,grad_norm_mean,grad_finite,val_yaw_cmae_deg,val_yaw_hit@10,val_pitch_mae_deg,val_yaw_exact_sentinel
1,0.7119184809512106,3.184124534491615,True,150.13891672259592,0.0,49.126945673441334,0.0
2,0.2838386009479391,1.8974479277496568,True,114.6552716700727,0.0,75.96236382488118,0.0
3,0.21543725567131206,1.815469229286474,True,114.3406336132624,0.0,48.89438291129919,0.0
4,0.15306919080943898,1.5047572883985982,True,109.90836466785564,0.0,69.48861632475982,0.0
5,0.13728690237320704,0.9192689769443421,True,114.01507851147744,0.0,82.23693775486302,0.0
6,0.18220334345924444,1.6040654658162143,True,112.4854836482339,0.0,79.38200239969497,0.0
7,0.1276299899508213,0.974587546189082,True,130.03552823453336,0.0,52.32786301204136,0.0
8,0.09394572334813661,0.9070632865594028,True,115.65856244297102,0.0,78.29175732586835,0.0
9,0.07571446892387908,0.7916755850950914,True,109.32490427613719,0.007722007722007722,63.606671233895206,0.0
10,0.15464779452003283,1.7433245839998153,True,115.00000630382405,0.0,57.16365149950889,0.0
11,0.08731737585160239,0.9080977940998095,True,120.72976172016394,0.04247104247104247,69.62270041281883,0.0
12,0.07512703293870235,1.0010846709862171,True,115.0,0.0,55.049789003524424,0.0
13,0.09228258991035922,0.9537623638624144,True,114.0543683026288,0.0,80.852675169131,0.0
14,0.05120756332601967,0.6017178002453121,True,147.25150679069137,0.0,53.448487926173854,0.0
15,0.045949277307452824,0.7183982807620358,True,109.62517020324943,0.03088803088803089,55.399133991550755,0.0
16,0.03739135787854421,0.9239105573444775,True,111.40099679365122,0.0,87.08578146562613,0.0
17,0.01181828872107997,0.47693401866668855,True,113.21952165876117,0.0,94.67739351191575,0.0
18,0.008776748496717933,0.4841104692082446,True,114.7638333589414,0.0,85.66280973233772,0.0
19,0.007263966474746321,0.4143092290848023,True,114.36422540966608,0.0,72.28114025012867,0.0
20,0.006450604173708065,0.39910387910624756,True,108.45489395907487,0.0,53.09337343304314,0.0
