epoch,train_loss,grad_norm_mean,grad_finite,val_yaw_cmae_deg,val_yaw_hit@10,val_pitch_mae_deg,val_yaw_exact_sentinel
1,1.2370918150675498,0.34362274081742483,True,85.0,0.0,57.16216216216216,0.0
2,1.2643969968213873,0.0,True,85.0,0.0,57.16216216216216,0.0
3,1.2644114837808125,0.0,True,85.0,0.0,57.16216216216216,0.0
4,1.2644384351827331,0.0,True,85.0,0.0,57.16216216216216,0.0
5,1.2643806681794636,0.0,True,85.0,0.0,57.16216216216216,0.0
6,1.2644892122785925,0.0,True,85.0,0.0,57.16216216216216,0.0
7,1.264397004903373,0.0,True,85.0,0.0,57.16216216216216,0.0
8,1.2643489938671306,0.0,True,85.0,0.0,57.16216216216216,0.0
9,1.2644613183150857,0.0,True,85.0,0.0,57.16216216216216,0.0
10,1.2643302608344515,0.0,True,85.0,0.0,57.16216216216216,0.0
11,1.2644966567977,0.0,True,85.0,0.0,57.16216216216216,0.0
12,1.2645036951970245,0.0,True,85.0,0.0,57.16216216216216,0.0
13,1.264365226535474,0.0,True,85.0,0.0,57.16216216216216,0.0
14,1.2645127328775696,0.0,True,85.0,0.0,57.16216216216216,0.0
15,1.2643256945125128,0.0,True,85.0,0.0,57.16216216216216,0.0
16,1.2644009125434745,0.0,True,85.0,0.0,57.16216216216216,0.0
17,1.264286392826145,0.0,True,85.0,0.0,57.16216216216216,0.0
18,1.2643456297405695,0.0,True,85.0,0.0,57.16216216216216,0.0
19,1.2643380003460383,0.0,True,85.0,0.0,57.16216216216216,0.0
20,1.264414938829713,0.0,True,85.0,0.0,57.16216216216216,0.0
