record_id,yaw,pitch,ocs_total_phase63,n_pix_contrib,ocs_g1_err,ocs_g5_err,gain_g1_to_g5,hardcase_labels,neural_entropy,neural_margin,pdb_nearest_distance,pdb_cand_yaw_spread,roll_err_mean15,roll_err_mean30,roll_sensitivity_30_minus_15,local_contrast,glint_flag
yaw045_pitch+025,45.0,25.0,0.03769916572715637,4558,,,,,,,,,36.278999999999996,40.8375,4.558500000000002,0.007630927879193755,0
yaw045_pitch+030,45.0,30.0,0.03789202708454065,4521,,,,,,,,,42.834,47.8605,5.026499999999999,0.0075224369508011465,0
yaw045_pitch+035,45.0,35.0,0.037783179672994105,4514,,,,,,,,,50.0865,55.319,5.232500000000002,0.007443666392570325,0
yaw045_pitch+040,45.0,40.0,0.03783198884546035,4485,,,,,,,,,53.3615,63.8985,10.536999999999999,0.007163612066055265,0
yaw045_pitch+045,45.0,45.0,0.037802548896494204,4471,,,,,,,,,55.986,73.22,17.234,0.0070084447547257706,0
yaw045_pitch+050,45.0,50.0,0.03780350440575342,4484,,,,,,,,,55.0975,72.465,17.367500000000007,0.006841573982319452,0
yaw045_pitch+055,45.0,55.0,0.03757667726014963,4468,,,,,,,,,54.5345,77.75049999999999,23.215999999999987,0.006912048594111091,0
yaw045_pitch+060,45.0,60.0,0.037437419727831545,4447,,,,,,,,,51.717,81.3125,29.5955,0.006895758810777919,0
yaw045_pitch+065,45.0,65.0,0.03718977176665611,4458,,,,,,,,,51.5435,89.8205,38.276999999999994,0.006792900132935632,0
yaw045_pitch+070,45.0,70.0,0.03722765245470494,4912,,,,,,,,,51.150999999999996,166.618,115.467,0.006931560471966705,0
yaw045_pitch+075,45.0,75.0,0.03713783214058103,4842,,,,,,,,,43.707,94.6015,50.8945,0.0070819019727856244,0
yaw045_pitch+080,45.0,80.0,0.0368727406369701,4762,,,,,,,,,44.5315,89.76950000000001,45.23800000000001,0.007343828810179968,0
yaw045_pitch+085,45.0,85.0,0.03685853262972438,4727,,,,,,,,,39.137499999999996,87.21100000000001,48.07350000000002,0.00736003856044859,0
yaw045_pitch+090,45.0,90.0,0.036933707503974955,4655,,,,,,,,,35.7355,86.516,50.7805,0.007929392559782866,0
yaw050_pitch-090,50.0,-90.0,0.0541569549581844,4731,,,,,,,,,16.8255,69.003,52.177499999999995,0.013652352952030211,0
yaw050_pitch-085,50.0,-85.0,0.05447376370592005,4667,,,,,,,,,101.755,63.038000000000004,-38.71699999999999,0.012715168209900124,0
yaw050_pitch-080,50.0,-80.0,0.054251098279672894,4582,,,,,,,,,99.8895,60.397,-39.4925,0.01247182492790655,0
yaw050_pitch-075,50.0,-75.0,0.053877545478231426,4524,,,,,,,,,32.003,56.541,24.537999999999997,0.012218332414730936,0
yaw050_pitch-070,50.0,-70.0,0.054103319364268154,4524,,,,,,,,,20.527,47.777,27.25,0.011791519747119013,0
yaw050_pitch-065,50.0,-65.0,0.05386407059829457,4549,,,,,,,,,17.612000000000002,46.632,29.019999999999996,0.011523386987055163,0
yaw050_pitch-060,50.0,-60.0,0.05381285921201295,4507,,,,,,,,,16.052,39.0175,22.9655,0.011533021807242153,0
yaw050_pitch-055,50.0,-55.0,0.05306284553747154,4489,8.362,6.689,1.673,robust-easy,4.917319,0.000212,1e-06,0.0,15.358,32.3545,16.9965,0.011599937696888697,0
yaw050_pitch-050,50.0,-50.0,0.053134819089140084,4488,,,,,,,,,15.98,28.549999999999997,12.569999999999997,0.011563889216172595,0
yaw050_pitch-045,50.0,-45.0,0.05287597627395835,4453,,,,,,,,,18.0845,25.092,7.0075,0.011615903682327122,0
yaw050_pitch-040,50.0,-40.0,0.052195370205504465,4451,,,,,,,,,72.862,23.2325,-49.62949999999999,0.011646898166657767,0
yaw050_pitch-035,50.0,-35.0,0.05180599162922239,4430,,,,,,,,,95.2425,21.058500000000002,-74.184,0.01167430735297837,0
yaw050_pitch-030,50.0,-30.0,0.05111095272781474,4417,,,,,,,,,12.3125,20.6545,8.341999999999999,0.011712565601591264,0
yaw050_pitch-025,50.0,-25.0,0.05099440992328286,5068,,,,,,,,,9.7705,20.177999999999997,10.407499999999997,0.011867026972416268,0
yaw050_pitch-020,50.0,-20.0,0.051325617291364534,5012,,,,,,,,,9.568999999999999,19.587,10.018,0.011992916844666413,0
yaw050_pitch-015,50.0,-15.0,0.05145269269156705,4949,,,,,,,,,11.7345,19.892,8.157499999999999,0.012098310310179085,0
yaw050_pitch-010,50.0,-10.0,0.0519242548391724,4867,,,,,,,,,15.664,19.4835,3.8194999999999997,0.012055088789685205,0
yaw050_pitch-005,50.0,-5.0,0.05206519612054317,4817,9.145,21.869,-12.724,disagreement-hard,4.917316,0.000308,1.2e-05,77.1379,19.4155,19.561999999999998,0.14649999999999608,0.011893932439181742,0
yaw050_pitch+000,50.0,0.0,0.05247414919597182,4775,,,,,,,,,23.166,21.157,-2.0090000000000003,0.01179822358541912,0
yaw050_pitch+005,50.0,5.0,0.052571405864765275,4715,,,,,,,,,28.168,25.2745,-2.8934999999999995,0.011772717169934721,0
yaw050_pitch+010,50.0,10.0,0.05227033002907777,4580,,,,,,,,,34.2975,41.2415,6.944000000000003,0.011846366833913151,0
yaw050_pitch+015,50.0,15.0,0.051905501442611746,4446,,,,,,,,,41.2415,105.529,64.2875,0.011727668329623506,0
yaw050_pitch+020,50.0,20.0,0.05192986570684288,4423,,,,,,,,,47.091499999999996,108.36800000000001,61.27650000000001,0.011504720649362435,0
yaw050_pitch+025,50.0,25.0,0.05164448857059578,4393,,,,,,,,,51.115,112.425,61.309999999999995,0.011350296240372586,0
yaw050_pitch+030,50.0,30.0,0.05171829982805187,4372,,,,,,,,,52.593500000000006,117.5825,64.98899999999999,0.011147477792255132,0
yaw050_pitch+035,50.0,35.0,0.05138173085558473,4364,,,,,,,,,52.3985,124.762,72.3635,0.011009528892183366,0
yaw050_pitch+040,50.0,40.0,0.051904201363517366,4349,,,,,,,,,48.618,133.8175,85.1995,0.010960388285079573,0
yaw050_pitch+045,50.0,45.0,0.051054672988071204,4320,,,,,,,,,44.558,145.65,101.09200000000001,0.010894017353399281,0
yaw050_pitch+050,50.0,50.0,0.05072349494508188,4301,,,,,,,,,40.592,72.194,31.602000000000004,0.010893846595830259,0
yaw050_pitch+055,50.0,55.0,0.05031403356805242,4308,,,,,,,,,36.451,74.21650000000001,37.76550000000001,0.010916479152263923,0
yaw050_pitch+060,50.0,60.0,0.050632636033937084,4303,,,,,,,,,31.369999999999997,72.54249999999999,41.17249999999999,0.010992688041489701,0
yaw050_pitch+065,50.0,65.0,0.05025049098043577,4880,,,,,,,,,28.534999999999997,75.075,46.540000000000006,0.01104595004594814,0
yaw050_pitch+070,50.0,70.0,0.05031623783749439,4815,,,,,,,,,23.6585,75.639,51.98049999999999,0.011235962287328358,0
yaw050_pitch+075,50.0,75.0,0.05081079574502101,4741,,,,,,,,,18.518,76.036,57.518,0.011447545577892952,0
yaw050_pitch+080,50.0,80.0,0.05050529670790338,4661,,,,,,,,,16.845,74.382,57.537000000000006,0.011655577172115829,0
yaw050_pitch+085,50.0,85.0,0.050794363918271745,4621,,,,,,,,,17.044,75.4875,58.4435,0.011864026343435044,0
yaw050_pitch+090,50.0,90.0,0.0506864182533151,4523,,,,,,,,,17.6765,76.4495,58.772999999999996,0.012732883742567203,0
yaw055_pitch-090,55.0,-90.0,0.07283918440721127,4592,,,,,,,,,38.2785,47.6315,9.353000000000002,0.007786834488320293,0
yaw055_pitch-085,55.0,-85.0,0.07216058710758366,4514,,,,,,,,,13.7205,50.73350000000001,37.013000000000005,0.00704072801577145,0
yaw055_pitch-080,55.0,-80.0,0.07186711624584674,4417,,,,,,,,,11.8115,50.726,38.9145,0.0068653829026141255,0
yaw055_pitch-075,55.0,-75.0,0.07092644059584763,4382,,,,,,,,,11.633,47.2355,35.602500000000006,0.00667631059153781,0
yaw055_pitch-070,55.0,-70.0,0.0705975205849696,4355,,,,,,,,,12.663499999999999,39.439,26.7755,0.006547662633257789,0
yaw055_pitch-065,55.0,-65.0,0.06985168573608869,4341,,,,,,,,,26.842000000000002,31.9115,5.069499999999998,0.006342484737084653,0
yaw055_pitch-060,55.0,-60.0,0.0694883087416942,4310,,,,,,,,,95.072,27.274,-67.798,0.006335684370355546,0
yaw055_pitch-055,55.0,-55.0,0.0700847420200601,4328,,,,,,,,,20.153,24.42,4.267000000000003,0.006579280581270677,0
yaw055_pitch-050,55.0,-50.0,0.06940095417908576,4299,,,,,,,,,5.9544999999999995,21.965,16.0105,0.006359779210300676,0
yaw055_pitch-045,55.0,-45.0,0.06894579942065271,4293,,,,,,,,,6.258500000000001,17.8545,11.596,0.006355340735384948,0
yaw055_pitch-040,55.0,-40.0,0.06942986383263183,4322,,,,,,,,,5.353,16.988500000000002,11.635500000000002,0.006625327696600791,0
yaw055_pitch-035,55.0,-35.0,0.06872246440479679,4267,,,,,,,,,7.656,15.515,7.859000000000001,0.006701747665397578,0
yaw055_pitch-030,55.0,-30.0,0.0683366341646896,4274,,,,,,,,,11.318000000000001,14.566500000000001,3.2485,0.0067955513045663,0
yaw055_pitch-025,55.0,-25.0,0.06848729671417586,4970,,,,,,,,,14.997,14.265,-0.7319999999999993,0.007000162248953917,0
yaw055_pitch-020,55.0,-20.0,0.06893440662227301,4898,,,,,,,,,18.73,13.850999999999999,-4.879000000000001,0.007028940550523818,0
yaw055_pitch-015,55.0,-15.0,0.06893826775943301,4813,,,,,,,,,23.610999999999997,14.89,-8.720999999999997,0.006962598027526745,0
yaw055_pitch-010,55.0,-10.0,0.0695387576755746,4754,1.974,5.582,-3.608,robust-easy,4.917319,0.000812,1.9e-05,2.5,28.704,15.6,-13.104000000000001,0.006860987193458082,0
yaw055_pitch-005,55.0,-5.0,0.06931217246198274,4648,,,,,,,,,34.9495,17.9015,-17.048000000000002,0.006884253599544199,0
yaw055_pitch+000,55.0,0.0,0.06770737633294832,4540,,,,,,,,,39.8225,22.575,-17.2475,0.006774888111366062,0
yaw055_pitch+005,55.0,5.0,0.06937923406068192,4501,1.971,24.167,-22.195,,4.916812,0.000329,8e-06,81.0,42.565,28.782500000000002,-13.782499999999995,0.006712589396416779,0
yaw055_pitch+010,55.0,10.0,0.06956538485943242,4340,,,,,,,,,44.010000000000005,28.554,-15.456000000000007,0.006924431419827459,0
yaw055_pitch+015,55.0,15.0,0.06823101006954435,4262,,,,,,,,,43.743,22.39,-21.353,0.0064417929404640695,0
yaw055_pitch+020,55.0,20.0,0.0683841212642422,4226,,,,,,,,,41.0025,23.753,-17.249499999999998,0.006455074152603504,0
yaw055_pitch+025,55.0,25.0,0.06772744935866493,4195,,,,,,,,,36.300000000000004,24.967000000000002,-11.333000000000002,0.006216013555972524,0
yaw055_pitch+030,55.0,30.0,0.06742468733016704,4196,,,,,,,,,31.107499999999998,27.365000000000002,-3.742499999999996,0.006257290456279652,0
yaw055_pitch+035,55.0,35.0,0.06699167790397698,4135,,,,,,,,,25.766,30.2475,4.4815000000000005,0.006038253399271928,0
yaw055_pitch+040,55.0,40.0,0.06630802202591823,4115,,,,,,,,,22.6675,39.078500000000005,16.411000000000005,0.005726437859449041,0
yaw055_pitch+045,55.0,45.0,0.06642912488231123,4110,,,,,,,,,18.7625,43.705000000000005,24.942500000000006,0.005791008047176943,0
yaw055_pitch+050,55.0,50.0,0.06667232764823727,4131,,,,,,,,,15.585,46.7005,31.115499999999997,0.006076738917350569,0
yaw055_pitch+055,55.0,55.0,0.06649141137847203,4131,,,,,,,,,12.468499999999999,54.9495,42.481,0.006062574897743381,0
yaw055_pitch+060,55.0,60.0,0.06625763174222254,4121,,,,,,,,,9.266,60.6215,51.3555,0.006295408799764438,0
yaw055_pitch+065,55.0,65.0,0.06669558244647433,4776,,,,,,,,,8.936,63.169,54.233,0.006496961992334682,0
yaw055_pitch+070,55.0,70.0,0.0668213382175209,4683,1.804,20.799,-18.995,,4.917319,0.000482,1e-06,2.4495,7.1685,64.787,57.618500000000004,0.006716883689628431,0
yaw055_pitch+075,55.0,75.0,0.06736572923198847,4636,,,,,,,,,9.308,68.676,59.368,0.00686253287020093,0
yaw055_pitch+080,55.0,80.0,0.06783146546124608,4556,,,,,,,,,96.38350000000001,66.894,-29.489500000000007,0.0069697093624226936,0
yaw055_pitch+085,55.0,85.0,0.0683219618434816,4450,,,,,,,,,89.135,69.6355,-19.499500000000012,0.0071900715470411825,0
yaw055_pitch+090,55.0,90.0,0.0690267513380971,4388,,,,,,,,,13.633,74.193,60.56,0.0077328127806880476,0
yaw060_pitch-090,60.0,-90.0,0.07325680793494604,4375,6.483,34.065,-27.582,disagreement-hard;ocs-hard;robust-easy,4.916275,0.000712,5.3e-05,25.0998,11.3765,45.281,33.9045,0.007479226977062381,0
yaw060_pitch-085,60.0,-85.0,0.07204888294329026,4288,,,,,,,,,86.405,48.632999999999996,-37.772000000000006,0.0065502890618417825,0
yaw060_pitch-080,60.0,-80.0,0.07161470051340602,4203,,,,,,,,,90.11049999999999,43.536500000000004,-46.573999999999984,0.006553943701476453,0
yaw060_pitch-075,60.0,-75.0,0.07161132324026986,4188,,,,,,,,,3.3815,38.967,35.585499999999996,0.006848057271487476,0
yaw060_pitch-070,60.0,-70.0,0.07070605275177333,4170,,,,,,,,,5.733,36.8075,31.074499999999997,0.006481984201414659,0
yaw060_pitch-065,60.0,-65.0,0.07083410565505432,4175,,,,,,,,,6.412,29.4325,23.020500000000002,0.006803859469793963,0
yaw060_pitch-060,60.0,-60.0,0.06987075682114985,4142,,,,,,,,,4.864,24.6105,19.746499999999997,0.006276001087080624,0
yaw060_pitch-055,60.0,-55.0,0.06976057756165888,4113,,,,,,,,,4.5925,19.728,15.1355,0.00636125646182803,0
yaw060_pitch-050,60.0,-50.0,0.0695125703681021,4105,,,,,,,,,8.231,17.163999999999998,8.932999999999998,0.006446452575451303,0
yaw060_pitch-045,60.0,-45.0,0.06926212430436451,4075,,,,,,,,,11.4325,16.652,5.219500000000002,0.006308598981929689,0
yaw060_pitch-040,60.0,-40.0,0.0693349776088037,4077,,,,,,,,,15.35,13.734,-1.6159999999999997,0.006397358094274025,0
yaw060_pitch-035,60.0,-35.0,0.06929358524094542,4068,,,,,,,,,20.452,12.321,-8.131000000000002,0.006449559813362024,0
yaw060_pitch-030,60.0,-30.0,0.06900450336803088,4907,,,,,,,,,26.4075,15.145,-11.2625,0.00636171649921434,0
yaw060_pitch-025,60.0,-25.0,0.06944118331828064,4805,,,,,,,,,32.2045,20.5595,-11.645000000000003,0.006727400400874037,0
yaw060_pitch-020,60.0,-20.0,0.07038881879019854,4755,,,,,,,,,36.934,63.855500000000006,26.92150000000001,0.007376350643070739,0
yaw060_pitch-015,60.0,-15.0,0.06972327115666865,4659,,,,,,,,,40.543,82.354,41.811,0.006603699830049978,0
yaw060_pitch-010,60.0,-10.0,0.06968690804214916,4552,,,,,,,,,40.799,86.149,45.35,0.0064818106946182286,0
yaw060_pitch-005,60.0,-5.0,0.070092786870396,4489,,,,,,,,,38.973,50.302,11.329,0.0072207345967342795,0
yaw060_pitch+000,60.0,0.0,0.06869779222709593,4342,,,,,,,,,35.458,17.044999999999998,-18.413,0.006624547526956279,0
yaw060_pitch+005,60.0,5.0,0.06924262311794882,4291,,,,,,,,,29.7915,13.1415,-16.65,0.006753243749450799,0
yaw060_pitch+010,60.0,10.0,0.06917639728438174,4075,,,,,,,,,23.441499999999998,12.158,-11.283499999999998,0.006834537792972661,0
yaw060_pitch+015,60.0,15.0,0.06835112564782808,4021,,,,,,,,,18.325,11.986,-6.338999999999999,0.006738299560199099,0
yaw060_pitch+020,60.0,20.0,0.0678369883536395,4006,,,,,,,,,13.921,16.049500000000002,2.1285000000000025,0.00655240779976439,0
yaw060_pitch+025,60.0,25.0,0.06780594774338233,3996,,,,,,,,,10.747,18.406,7.658999999999999,0.006644515471091947,0
yaw060_pitch+030,60.0,30.0,0.06703650619515611,3961,,,,,,,,,7.3715,25.229499999999998,17.857999999999997,0.006503579077236574,0
yaw060_pitch+035,60.0,35.0,0.06640111941911275,3920,,,,,,,,,5.007,28.4785,23.4715,0.006210300661418228,0
yaw060_pitch+040,60.0,40.0,0.06640850445487068,3913,,,,,,,,,7.364000000000001,34.796,27.432,0.006004883887930287,0
yaw060_pitch+045,60.0,45.0,0.06653772547433046,3940,,,,,,,,,8.0775,43.435,35.3575,0.005987056064597068,0
yaw060_pitch+050,60.0,50.0,0.06665865726768472,3926,,,,,,,,,6.1645,49.5185,43.354,0.005993248546599245,0
yaw060_pitch+055,60.0,55.0,0.0665555893430897,3954,,,,,,,,,90.18950000000001,58.4875,-31.702000000000012,0.005772386613531882,0
yaw060_pitch+060,60.0,60.0,0.06654182121222929,4758,,,,,,,,,90.85600000000001,65.124,-25.732000000000014,0.0056713671688257,0
yaw060_pitch+065,60.0,65.0,0.06779129008472051,4675,6.89,14.112,-7.222,,4.917318,0.000783,1e-06,2.0,11.349,69.112,57.76299999999999,0.006353778563277651,0
yaw060_pitch+070,60.0,70.0,0.06797072054980646,4578,,,,,,,,,7.343500000000001,72.58500000000001,65.2415,0.006187116732154357,0
yaw060_pitch+075,60.0,75.0,0.0686804366599375,4478,,,,,,,,,5.922000000000001,78.275,72.35300000000001,0.006507443269093693,0
yaw060_pitch+080,60.0,80.0,0.06887130879855707,4355,,,,,,,,,5.372,77.106,71.734,0.0063721415695463385,0
yaw060_pitch+085,60.0,85.0,0.06936015320058997,4271,,,,,,,,,6.364,85.15299999999999,78.78899999999999,0.006508065816366801,0
yaw060_pitch+090,60.0,90.0,0.07007990337982162,4184,,,,,,,,,8.4875,86.096,77.6085,0.007375846251482243,0
yaw065_pitch-090,65.0,-90.0,0.056552673265594655,4216,8.926,57.206,-48.28,disagreement-hard;ocs-hard,4.916384,0.000144,1.6e-05,85.3361,4.524,51.114999999999995,46.590999999999994,0.013344173112719848,0
yaw065_pitch-085,65.0,-85.0,0.055286577065738474,4061,,,,,,,,,6.697,47.768499999999996,41.07149999999999,0.012426080838530765,0
yaw065_pitch-080,65.0,-80.0,0.05463096575100135,3981,7.699,19.41,-11.711,disagreement-hard,4.917319,0.000733,2.6e-05,86.0174,6.584,45.5835,38.9995,0.012110703827335374,0
yaw065_pitch-075,65.0,-75.0,0.05441913105886376,3967,7.557,59.345,-51.788,disagreement-hard,4.917319,0.000193,1e-05,81.9695,4.589,41.94799999999999,37.358999999999995,0.01194303730632923,0
yaw065_pitch-070,65.0,-70.0,0.053862540805976744,3930,,,,,,,,,2.428,37.749,35.321000000000005,0.011913139152795044,0
yaw065_pitch-065,65.0,-65.0,0.05419722319750242,3960,,,,,,,,,6.368500000000001,30.938,24.569499999999998,0.011746694205167288,0
yaw065_pitch-060,65.0,-60.0,0.05366788084292806,3910,,,,,,,,,10.1425,25.983999999999998,15.841499999999998,0.01170421803077075,0
yaw065_pitch-055,65.0,-55.0,0.05322819018319658,3898,,,,,,,,,15.579500000000001,23.2785,7.699,0.011579186833881108,0
yaw065_pitch-050,65.0,-50.0,0.05280985307821451,3880,,,,,,,,,21.822,88.45400000000001,66.632,0.011631972000119076,0
yaw065_pitch-045,65.0,-45.0,0.05267705928500288,3847,,,,,,,,,28.345,100.1375,71.7925,0.011704725415962423,0
yaw065_pitch-040,65.0,-40.0,0.05277686234931578,3828,,,,,,,,,34.072,96.7995,62.72749999999999,0.011785675806058257,0
yaw065_pitch-035,65.0,-35.0,0.052582969726183704,4810,,,,,,,,,37.74,12.0195,-25.7205,0.01175410612225987,0
yaw065_pitch-030,65.0,-30.0,0.052919269885304265,4726,,,,,,,,,39.092000000000006,11.677999999999999,-27.41400000000001,0.011687489287461397,0
yaw065_pitch-025,65.0,-25.0,0.052810415142484635,4649,,,,,,,,,38.0825,8.728,-29.3545,0.011672263149665497,0
yaw065_pitch-020,65.0,-20.0,0.052724189595931836,4542,,,,,,,,,34.388999999999996,90.8995,56.51050000000001,0.01175821927193229,0
yaw065_pitch-015,65.0,-15.0,0.05304071486777473,4450,6.622,2.162,4.46,,4.917319,0.000165,6e-06,0.0,28.673,92.891,64.218,0.011853264340010682,0
yaw065_pitch-010,65.0,-10.0,0.053035602526674275,4369,,,,,,,,,21.854,87.828,65.974,0.011923541007428928,0
yaw065_pitch-005,65.0,-5.0,0.052843689347276124,4288,,,,,,,,,14.578999999999999,13.1815,-1.397499999999999,0.011994599371840248,0
yaw065_pitch+000,65.0,0.0,0.05215411957559257,4140,,,,,,,,,9.167,8.6195,-0.5474999999999994,0.011983556336280822,0
yaw065_pitch+005,65.0,5.0,0.05232525103954222,4050,,,,,,,,,5.162,8.036,2.8739999999999997,0.011959037504375401,0
yaw065_pitch+010,65.0,10.0,0.05182822493674244,3849,,,,,,,,,1.4809999999999999,9.3455,7.8645,0.012068098133780937,0
yaw065_pitch+015,65.0,15.0,0.05112812256938826,3797,,,,,,,,,4.7844999999999995,11.8085,7.024000000000001,0.012004573263407585,0
yaw065_pitch+020,65.0,20.0,0.0508974122928052,3780,4.436,3.206,1.23,,4.917311,0.000345,2e-06,6.8739,7.297499999999999,14.9655,7.668000000000001,0.011815310339230965,0
yaw065_pitch+025,65.0,25.0,0.05066203932653779,3764,,,,,,,,,7.489,18.454,10.965,0.01167265720559401,0
yaw065_pitch+030,65.0,30.0,0.05054068231934439,3727,,,,,,,,,5.5745000000000005,28.833,23.258499999999998,0.01150370923914592,0
yaw065_pitch+035,65.0,35.0,0.050406945235662026,3713,,,,,,,,,87.791,38.771,-49.019999999999996,0.01139744304666599,0
yaw065_pitch+040,65.0,40.0,0.050923321011900335,3761,,,,,,,,,8.8195,48.4935,39.674,0.011302621582416801,0
yaw065_pitch+045,65.0,45.0,0.050697058374324366,3711,,,,,,,,,3.714,59.788,56.074,0.011144658306813139,0
yaw065_pitch+050,65.0,50.0,0.050819407547142426,3717,,,,,,,,,1.839,71.757,69.918,0.010975614728345184,0
yaw065_pitch+055,65.0,55.0,0.05114796588188142,4765,,,,,,,,,1.7865000000000002,83.1995,81.413,0.010874212224620122,0
yaw065_pitch+060,65.0,60.0,0.052116011618077995,4636,,,,,,,,,1.647,77.7565,76.1095,0.01088220270134728,0
yaw065_pitch+065,65.0,65.0,0.05274214632748353,4515,,,,,,,,,1.975,75.1035,73.1285,0.010861061448047722,0
yaw065_pitch+070,65.0,70.0,0.052713700987899736,4394,6.386,164.664,-158.277,ambiguous-flux;disagreement-hard;ocs-hard,4.917266,0.001047,1e-06,86.5173,3.625,72.293,68.668,0.01105136022001782,0
yaw065_pitch+075,65.0,75.0,0.05287803880545394,4273,6.507,171.803,-165.296,disagreement-hard;ocs-hard,4.917299,0.000258,3e-06,84.5296,6.016500000000001,74.0745,68.05799999999999,0.011278035852644447,0
yaw065_pitch+080,65.0,80.0,0.05331338935151697,4156,,,,,,,,,41.3605,70.792,29.4315,0.011544851121840331,0
yaw065_pitch+085,65.0,85.0,0.053219852081937136,4026,,,,,,,,,91.3715,72.2645,-19.107,0.011916101598062265,0
yaw065_pitch+090,65.0,90.0,0.05359156717759106,3960,,,,,,,,,9.402,69.1785,59.7765,0.01295446902791264,0
yaw070_pitch-090,70.0,-90.0,0.039914185259236346,3836,50.291,160.43,-110.139,disagreement-hard;ocs-hard,4.917103,0.001003,5e-06,70.1142,9.511999999999999,65.702,56.19,0.009107204591602969,0
yaw070_pitch-085,70.0,-85.0,0.0399367362552569,3766,52.696,28.864,23.832,disagreement-hard;ocs-hard,4.917201,0.00017,1.3e-05,78.8369,9.006,59.2535,50.2475,0.008399397728266027,0
yaw070_pitch-080,70.0,-80.0,0.039582530683496264,3716,,,,,,,,,5.871,52.74,46.869,0.008071392599175511,0
yaw070_pitch-075,70.0,-75.0,0.0397374551464047,3727,,,,,,,,,5.862,54.259,48.397,0.007864975412380688,0
yaw070_pitch-070,70.0,-70.0,0.039836217169939014,3705,,,,,,,,,10.1465,126.8755,116.729,0.007844359872455527,0
yaw070_pitch-065,70.0,-65.0,0.039163968752806144,3701,,,,,,,,,12.57,45.116,32.546,0.007839493434473252,0
yaw070_pitch-060,70.0,-60.0,0.039301200409994075,3651,,,,,,,,,18.921999999999997,44.412,25.490000000000002,0.007792923049526439,0
yaw070_pitch-055,70.0,-55.0,0.03933555964320268,3635,,,,,,,,,24.1565,42.07599999999999,17.919499999999992,0.007930897609054015,0
yaw070_pitch-050,70.0,-50.0,0.03873167779137876,3607,,,,,,,,,28.895,39.8665,10.971500000000002,0.008065231275083962,0
yaw070_pitch-045,70.0,-45.0,0.037963389696785144,3561,3.715,7.944,-4.229,disagreement-hard,4.917319,0.000217,0.0,0.0,31.663999999999998,34.68,3.016000000000002,0.008018869525950462,0
yaw070_pitch-040,70.0,-40.0,0.03800939832293154,4741,,,,,,,,,31.3305,32.3465,1.0159999999999982,0.007848365496789314,0
yaw070_pitch-035,70.0,-35.0,0.03792618837337586,4636,,,,,,,,,27.3065,26.246000000000002,-1.0604999999999976,0.00786131955086717,0
yaw070_pitch-030,70.0,-30.0,0.03819482332564628,4515,,,,,,,,,21.7575,26.759,5.0015,0.007870334267538748,0
yaw070_pitch-025,70.0,-25.0,0.03856350083048382,4441,,,,,,,,,15.3295,23.3945,8.065000000000001,0.007923495161522506,0
yaw070_pitch-020,70.0,-20.0,0.03889315641242841,4351,,,,,,,,,9.0685,13.151499999999999,4.082999999999998,0.007933582993292429,0
yaw070_pitch-015,70.0,-15.0,0.03843361266517298,4227,,,,,,,,,4.769500000000001,93.684,88.9145,0.008021079293847252,0
yaw070_pitch-010,70.0,-10.0,0.037967751804272865,4117,,,,,,,,,1.5230000000000001,12.755,11.232000000000001,0.00803414667718827,0
yaw070_pitch-005,70.0,-5.0,0.03791029906083515,4028,,,,,,,,,6.346,11.416,5.07,0.008014926217437927,0
yaw070_pitch+000,70.0,0.0,0.0375241242508928,3906,,,,,,,,,8.796,11.961,3.165000000000001,0.008006859984222188,0
yaw070_pitch+005,70.0,5.0,0.03759102944909942,3803,,,,,,,,,8.399,10.583499999999999,2.1845,0.008032747625907194,0
yaw070_pitch+010,70.0,10.0,0.03699751646118049,3599,,,,,,,,,5.2509999999999994,12.0795,6.8285,0.008032358762963786,0
yaw070_pitch+015,70.0,15.0,0.0368339435397852,3561,,,,,,,,,82.514,14.681000000000001,-67.833,0.007931751396899125,0
yaw070_pitch+020,70.0,20.0,0.03642727782156019,3533,,,,,,,,,2.896,23.502000000000002,20.606,0.007811186472669006,0
yaw070_pitch+025,70.0,25.0,0.03667644091250727,3528,,,,,,,,,3.3245,35.683499999999995,32.358999999999995,0.007710800266675852,0
yaw070_pitch+030,70.0,30.0,0.03655119588681921,3529,,,,,,,,,4.898,41.3495,36.451499999999996,0.007607672164547559,0
yaw070_pitch+035,70.0,35.0,0.036241356736033126,3473,,,,,,,,,2.8689999999999998,53.944,51.075,0.007530136009423032,0
yaw070_pitch+040,70.0,40.0,0.03652414593287995,3475,,,,,,,,,0.7815000000000001,66.635,65.85350000000001,0.007412680155921905,0
yaw070_pitch+045,70.0,45.0,0.03690351243388068,3466,,,,,,,,,2.4429999999999996,80.53999999999999,78.097,0.00730125458000587,0
yaw070_pitch+050,70.0,50.0,0.037368574186014136,4706,,,,,,,,,6.019,79.453,73.434,0.007237948120476616,0
yaw070_pitch+055,70.0,55.0,0.03812587514600563,4584,,,,,,,,,8.937,75.69,66.753,0.007313487114623922,0
yaw070_pitch+060,70.0,60.0,0.03856452476495853,4461,,,,,,,,,10.434,71.855,61.42100000000001,0.007444725456061917,0
yaw070_pitch+065,70.0,65.0,0.038734859563899215,4315,,,,,,,,,10.1695,71.0495,60.879999999999995,0.007658824595174751,0
yaw070_pitch+070,70.0,70.0,0.03877053598250607,4180,,,,,,,,,11.3925,68.119,56.7265,0.0077983356673538146,0
