geom,record_id,yaw_true,pitch_true,image_hit,ocs_hit,joint_hit,pdb_hit,label
G3,G3_yaw280_pitch+080,280.0,80.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw285_pitch+005,285.0,5.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw285_pitch-035,285.0,-35.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw290_pitch+005,290.0,5.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw295_pitch+000,295.0,0.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw295_pitch+060,295.0,60.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw295_pitch+080,295.0,80.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw295_pitch+090,295.0,90.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw295_pitch-085,295.0,-85.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw300_pitch+070,300.0,70.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw300_pitch-025,300.0,-25.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw305_pitch+010,305.0,10.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw310_pitch+005,310.0,5.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw310_pitch+070,310.0,70.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw310_pitch-020,310.0,-20.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw315_pitch+040,315.0,40.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw315_pitch-015,315.0,-15.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw315_pitch-020,315.0,-20.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw315_pitch-035,315.0,-35.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw320_pitch+005,320.0,5.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw320_pitch+020,320.0,20.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw325_pitch+090,325.0,90.0,1,0,1,0,ocs_wrong_image_correct
G3,G3_yaw325_pitch-085,325.0,-85.0,1,0,1,1,ocs_wrong_image_correct
G3,G3_yaw335_pitch-020,335.0,-20.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw060_pitch-090,60.0,-90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw065_pitch+070,65.0,70.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw065_pitch+075,65.0,75.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw065_pitch-075,65.0,-75.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw065_pitch-090,65.0,-90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw070_pitch-090,70.0,-90.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw095_pitch+005,95.0,5.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw105_pitch-085,105.0,-85.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw110_pitch+050,110.0,50.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw115_pitch+035,115.0,35.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw115_pitch-025,115.0,-25.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw115_pitch-075,115.0,-75.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw115_pitch-085,115.0,-85.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw120_pitch+070,120.0,70.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw120_pitch+075,120.0,75.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw120_pitch+085,120.0,85.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw120_pitch-030,120.0,-30.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw125_pitch+035,125.0,35.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw135_pitch-080,135.0,-80.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw165_pitch-020,165.0,-20.0,0,1,1,1,image_wrong_ocs_correct
G5,G5_yaw170_pitch+000,170.0,0.0,0,1,1,1,image_wrong_ocs_correct
G5,G5_yaw180_pitch+015,180.0,15.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw180_pitch+090,180.0,90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw210_pitch-050,210.0,-50.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw210_pitch-060,210.0,-60.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw210_pitch-070,210.0,-70.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw215_pitch+090,215.0,90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw245_pitch-085,245.0,-85.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw250_pitch+080,250.0,80.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw250_pitch+085,250.0,85.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw265_pitch+085,265.0,85.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw270_pitch+000,270.0,0.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw270_pitch-010,270.0,-10.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw275_pitch-015,275.0,-15.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw280_pitch+065,280.0,65.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw280_pitch+080,280.0,80.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw285_pitch+005,285.0,5.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw290_pitch+005,290.0,5.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw295_pitch+000,295.0,0.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw295_pitch+090,295.0,90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw300_pitch+035,300.0,35.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw300_pitch+055,300.0,55.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw300_pitch+060,300.0,60.0,1,0,1,0,ocs_wrong_image_correct
G5,G5_yaw300_pitch+070,300.0,70.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw300_pitch-025,300.0,-25.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw305_pitch+065,305.0,65.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw310_pitch+060,310.0,60.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw310_pitch+070,310.0,70.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw325_pitch+090,325.0,90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw325_pitch-085,325.0,-85.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw325_pitch-090,325.0,-90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw330_pitch-045,330.0,-45.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw330_pitch-055,330.0,-55.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw330_pitch-070,330.0,-70.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw330_pitch-075,330.0,-75.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw330_pitch-090,330.0,-90.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw335_pitch-020,335.0,-20.0,1,0,1,1,ocs_wrong_image_correct
G5,G5_yaw340_pitch+075,340.0,75.0,1,0,1,1,ocs_wrong_image_correct
