geom,record_id,yaw_true,pitch_true,type,pdb_yaw_err,pdb_nearest
G1,G1_yaw220_pitch-070,220.0,-70.0,neural_confident_but_wrong,105.39,
G3,G3_yaw300_pitch+055,300.0,55.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw120_pitch+085,120.0,85.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw180_pitch+015,180.0,15.0,pdb_near_but_wrong(ambiguous_flux),95.0,0.0
G3,G3_yaw195_pitch+045,195.0,45.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw095_pitch+005,95.0,5.0,pdb_near_but_wrong(ambiguous_flux),115.0,0.0
G3,G3_yaw285_pitch+005,285.0,5.0,pdb_near_but_wrong(ambiguous_flux),105.0,0.0
G3,G3_yaw100_pitch+075,100.0,75.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw270_pitch+035,270.0,35.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw120_pitch-030,120.0,-30.0,pdb_near_but_wrong(ambiguous_flux),180.0,0.0
G3,G3_yaw280_pitch+055,280.0,55.0,pdb_near_but_wrong(ambiguous_flux),180.0,0.0
G3,G3_yaw105_pitch+075,105.0,75.0,pdb_near_but_wrong(ambiguous_flux),165.0,0.0
G3,G3_yaw305_pitch+010,305.0,10.0,pdb_near_but_wrong(ambiguous_flux),180.0,0.0
G3,G3_yaw305_pitch+015,305.0,15.0,pdb_near_but_wrong(ambiguous_flux),180.0,0.0
G3,G3_yaw290_pitch+005,290.0,5.0,pdb_near_but_wrong(ambiguous_flux),110.0,0.0
G3,G3_yaw180_pitch-090,180.0,-90.0,pdb_near_but_wrong(ambiguous_flux),125.0,0.0
G3,G3_yaw065_pitch+070,65.0,70.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw180_pitch+090,180.0,90.0,pdb_near_but_wrong(ambiguous_flux),65.0,0.0
G3,G3_yaw270_pitch-030,270.0,-30.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw300_pitch-025,300.0,-25.0,pdb_near_but_wrong(ambiguous_flux),110.0,0.0
G3,G3_yaw115_pitch+035,115.0,35.0,pdb_near_but_wrong(ambiguous_flux),175.0,0.0
G3,G3_yaw270_pitch+025,270.0,25.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw280_pitch+010,280.0,10.0,pdb_near_but_wrong(ambiguous_flux),100.0,0.0
G3,G3_yaw175_pitch-055,175.0,-55.0,pdb_near_but_wrong(ambiguous_flux),50.0,0.0
G3,G3_yaw265_pitch+085,265.0,85.0,pdb_near_but_wrong(ambiguous_flux),50.0,0.0
G3,G3_yaw285_pitch+030,285.0,30.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw300_pitch+035,300.0,35.0,pdb_near_but_wrong(ambiguous_flux),180.0,0.0
G3,G3_yaw295_pitch+090,295.0,90.0,pdb_near_but_wrong(ambiguous_flux),170.0,0.0
G3,G3_yaw115_pitch-085,115.0,-85.0,neural_confident_but_wrong,104.91,
G3,G3_yaw310_pitch-020,310.0,-20.0,neural_confident_but_wrong,84.24,
G3,G3_yaw095_pitch+025,95.0,25.0,neural_confident_but_wrong,31.04,
G3,G3_yaw295_pitch+000,295.0,0.0,neural_confident_but_wrong,125.72,
G3,G3_yaw170_pitch+060,170.0,60.0,neural_confident_but_wrong,115.92,
G3,G3_yaw195_pitch+045,195.0,45.0,neural_confident_but_wrong,168.99,
G3,G3_yaw120_pitch+075,120.0,75.0,neural_confident_but_wrong,35.95,
G3,G3_yaw320_pitch+020,320.0,20.0,neural_confident_but_wrong,35.91,
G3,G3_yaw065_pitch+075,65.0,75.0,neural_confident_but_wrong,175.14,
G3,G3_yaw310_pitch+005,310.0,5.0,neural_confident_but_wrong,94.27,
G3,G3_yaw325_pitch+090,325.0,90.0,neural_confident_but_wrong,69.59,
G3,G3_yaw300_pitch+070,300.0,70.0,neural_confident_but_wrong,69.11,
G3,G3_yaw270_pitch+000,270.0,0.0,neural_confident_but_wrong,44.19,
G3,G3_yaw070_pitch-085,70.0,-85.0,neural_confident_but_wrong,178.68,
G3,G3_yaw200_pitch+000,200.0,0.0,neural_confident_but_wrong,166.32,
G3,G3_yaw280_pitch+065,280.0,65.0,neural_confident_but_wrong,100.67,
G3,G3_yaw115_pitch+015,115.0,15.0,neural_confident_but_wrong,115.4,
G3,G3_yaw300_pitch-025,300.0,-25.0,neural_confident_but_wrong,116.3,
G3,G3_yaw115_pitch+035,115.0,35.0,neural_confident_but_wrong,170.78,
G3,G3_yaw325_pitch-085,325.0,-85.0,neural_confident_but_wrong,50.14,
G3,G3_yaw270_pitch+025,270.0,25.0,neural_confident_but_wrong,85.95,
G3,G3_yaw280_pitch+010,280.0,10.0,neural_confident_but_wrong,65.86,
G3,G3_yaw245_pitch-085,245.0,-85.0,neural_confident_but_wrong,66.33,
G3,G3_yaw295_pitch+090,295.0,90.0,neural_confident_but_wrong,114.66,
G3,G3_yaw115_pitch-075,115.0,-75.0,neural_confident_but_wrong,134.11,
G3,G3_yaw270_pitch-010,270.0,-10.0,neural_confident_but_wrong,79.88,
G5,G5_yaw300_pitch+055,300.0,55.0,neural_confident_but_wrong,111.01,
G5,G5_yaw250_pitch+080,250.0,80.0,neural_confident_but_wrong,85.5,
G5,G5_yaw095_pitch+005,95.0,5.0,neural_confident_but_wrong,96.2,
G5,G5_yaw335_pitch-020,335.0,-20.0,neural_confident_but_wrong,65.85,
G5,G5_yaw065_pitch+070,65.0,70.0,neural_confident_but_wrong,164.66,
G5,G5_yaw280_pitch+080,280.0,80.0,neural_confident_but_wrong,44.99,
G5,G5_yaw115_pitch+035,115.0,35.0,neural_confident_but_wrong,91.27,
G5,G5_yaw325_pitch-085,325.0,-85.0,neural_confident_but_wrong,35.83,
G5,G5_yaw330_pitch-070,330.0,-70.0,neural_confident_but_wrong,124.7,
G5,G5_yaw330_pitch-045,330.0,-45.0,neural_confident_but_wrong,120.97,
G5,G5_yaw070_pitch-090,70.0,-90.0,neural_confident_but_wrong,160.43,
G5,G5_yaw245_pitch-085,245.0,-85.0,neural_confident_but_wrong,63.85,
G5,G5_yaw210_pitch-070,210.0,-70.0,neural_confident_but_wrong,44.01,
G5,G5_yaw060_pitch-090,60.0,-90.0,neural_confident_but_wrong,34.07,
G5-PEXT,G5_yaw320_pitch-090,320.0,-90.0,pext_yawblock_collapse,173.41,
G5-PEXT,G5_yaw320_pitch-085,320.0,-85.0,pext_yawblock_collapse,170.08,
G5-PEXT,G5_yaw320_pitch-080,320.0,-80.0,pext_yawblock_collapse,167.04,
G5-PEXT,G5_yaw320_pitch-075,320.0,-75.0,pext_yawblock_collapse,163.92,
G5-PEXT,G5_yaw320_pitch-070,320.0,-70.0,pext_yawblock_collapse,163.41,
G5-PEXT,G5_yaw320_pitch-065,320.0,-65.0,pext_yawblock_collapse,164.57,
G5-PEXT,G5_yaw320_pitch-060,320.0,-60.0,pext_yawblock_collapse,167.0,
G5-PEXT,G5_yaw320_pitch-055,320.0,-55.0,pext_yawblock_collapse,168.12,
G5-PEXT,G5_yaw320_pitch-050,320.0,-50.0,pext_yawblock_collapse,168.47,
G5-PEXT,G5_yaw320_pitch-045,320.0,-45.0,pext_yawblock_collapse,168.93,
G5-PEXT,G5_yaw320_pitch-040,320.0,-40.0,pext_yawblock_collapse,169.33,
G5-PEXT,G5_yaw320_pitch-035,320.0,-35.0,pext_yawblock_collapse,169.66,
G5-PEXT,G5_yaw320_pitch-030,320.0,-30.0,pext_yawblock_collapse,170.38,
G5-PEXT,G5_yaw320_pitch-025,320.0,-25.0,pext_yawblock_collapse,173.18,
G5-PEXT,G5_yaw320_pitch-020,320.0,-20.0,pext_yawblock_collapse,158.48,
G5-PEXT,G5_yaw320_pitch-015,320.0,-15.0,pext_yawblock_collapse,122.19,
G5-PEXT,G5_yaw320_pitch-010,320.0,-10.0,pext_yawblock_collapse,123.82,
G5-PEXT,G5_yaw320_pitch-005,320.0,-5.0,pext_yawblock_collapse,157.64,
G5-PEXT,G5_yaw320_pitch+000,320.0,0.0,pext_yawblock_collapse,173.72,
G5-PEXT,G5_yaw320_pitch+005,320.0,5.0,pext_yawblock_collapse,168.58,
G5-PEXT,G5_yaw320_pitch+010,320.0,10.0,pext_yawblock_collapse,165.66,
G5-PEXT,G5_yaw320_pitch+015,320.0,15.0,pext_yawblock_collapse,163.0,
G5-PEXT,G5_yaw320_pitch+020,320.0,20.0,pext_yawblock_collapse,163.66,
G5-PEXT,G5_yaw320_pitch+025,320.0,25.0,pext_yawblock_collapse,165.76,
G5-PEXT,G5_yaw320_pitch+030,320.0,30.0,pext_yawblock_collapse,167.65,
G5-PEXT,G5_yaw320_pitch+035,320.0,35.0,pext_yawblock_collapse,167.96,
G5-PEXT,G5_yaw320_pitch+040,320.0,40.0,pext_yawblock_collapse,167.76,
G5-PEXT,G5_yaw320_pitch+045,320.0,45.0,pext_yawblock_collapse,167.76,
G5-PEXT,G5_yaw320_pitch+050,320.0,50.0,pext_yawblock_collapse,167.73,
G5-PEXT,G5_yaw320_pitch+055,320.0,55.0,pext_yawblock_collapse,167.67,
G5-PEXT,G5_yaw320_pitch+060,320.0,60.0,pext_yawblock_collapse,167.7,
G5-PEXT,G5_yaw320_pitch+065,320.0,65.0,pext_yawblock_collapse,169.18,
G5-PEXT,G5_yaw320_pitch+070,320.0,70.0,pext_yawblock_collapse,168.84,
G5-PEXT,G5_yaw320_pitch+075,320.0,75.0,pext_yawblock_collapse,126.09,
G5-PEXT,G5_yaw320_pitch+080,320.0,80.0,pext_yawblock_collapse,128.15,
G5-PEXT,G5_yaw320_pitch+085,320.0,85.0,pext_yawblock_collapse,171.8,
G5-PEXT,G5_yaw320_pitch+090,320.0,90.0,pext_yawblock_collapse,169.62,
G5-PEXT,G5_yaw325_pitch-090,325.0,-90.0,pext_yawblock_collapse,159.14,
G5-PEXT,G5_yaw325_pitch-085,325.0,-85.0,pext_yawblock_collapse,159.34,
G5-PEXT,G5_yaw325_pitch-080,325.0,-80.0,pext_yawblock_collapse,158.39,
G5-PEXT,G5_yaw325_pitch-075,325.0,-75.0,pext_yawblock_collapse,157.46,
G5-PEXT,G5_yaw325_pitch-070,325.0,-70.0,pext_yawblock_collapse,157.58,
G5-PEXT,G5_yaw325_pitch-065,325.0,-65.0,pext_yawblock_collapse,158.11,
G5-PEXT,G5_yaw325_pitch-060,325.0,-60.0,pext_yawblock_collapse,160.06,
G5-PEXT,G5_yaw325_pitch-055,325.0,-55.0,pext_yawblock_collapse,161.26,
G5-PEXT,G5_yaw325_pitch-050,325.0,-50.0,pext_yawblock_collapse,161.95,
G5-PEXT,G5_yaw325_pitch-045,325.0,-45.0,pext_yawblock_collapse,161.99,
G5-PEXT,G5_yaw325_pitch-040,325.0,-40.0,pext_yawblock_collapse,162.19,
G5-PEXT,G5_yaw325_pitch-035,325.0,-35.0,pext_yawblock_collapse,162.35,
G5-PEXT,G5_yaw325_pitch-030,325.0,-30.0,pext_yawblock_collapse,161.57,
G5-PEXT,G5_yaw325_pitch-025,325.0,-25.0,pext_yawblock_collapse,159.13,
G5-PEXT,G5_yaw325_pitch-020,325.0,-20.0,pext_yawblock_collapse,159.77,
G5-PEXT,G5_yaw325_pitch-015,325.0,-15.0,pext_yawblock_collapse,108.21,
G5-PEXT,G5_yaw325_pitch-010,325.0,-10.0,pext_yawblock_collapse,108.34,
G5-PEXT,G5_yaw325_pitch-005,325.0,-5.0,pext_yawblock_collapse,160.65,
G5-PEXT,G5_yaw325_pitch+000,325.0,0.0,pext_yawblock_collapse,158.52,
G5-PEXT,G5_yaw325_pitch+005,325.0,5.0,pext_yawblock_collapse,157.66,
G5-PEXT,G5_yaw325_pitch+010,325.0,10.0,pext_yawblock_collapse,156.63,
G5-PEXT,G5_yaw325_pitch+015,325.0,15.0,pext_yawblock_collapse,155.57,
G5-PEXT,G5_yaw325_pitch+020,325.0,20.0,pext_yawblock_collapse,155.84,
G5-PEXT,G5_yaw325_pitch+025,325.0,25.0,pext_yawblock_collapse,156.5,
G5-PEXT,G5_yaw325_pitch+030,325.0,30.0,pext_yawblock_collapse,158.78,
G5-PEXT,G5_yaw325_pitch+035,325.0,35.0,pext_yawblock_collapse,159.62,
G5-PEXT,G5_yaw325_pitch+040,325.0,40.0,pext_yawblock_collapse,159.93,
G5-PEXT,G5_yaw325_pitch+045,325.0,45.0,pext_yawblock_collapse,159.8,
G5-PEXT,G5_yaw325_pitch+050,325.0,50.0,pext_yawblock_collapse,159.75,
G5-PEXT,G5_yaw325_pitch+055,325.0,55.0,pext_yawblock_collapse,159.52,
G5-PEXT,G5_yaw325_pitch+060,325.0,60.0,pext_yawblock_collapse,158.52,
G5-PEXT,G5_yaw325_pitch+065,325.0,65.0,pext_yawblock_collapse,155.78,
G5-PEXT,G5_yaw325_pitch+070,325.0,70.0,pext_yawblock_collapse,143.03,
G5-PEXT,G5_yaw325_pitch+075,325.0,75.0,pext_yawblock_collapse,100.77,
G5-PEXT,G5_yaw325_pitch+080,325.0,80.0,pext_yawblock_collapse,101.67,
G5-PEXT,G5_yaw325_pitch+085,325.0,85.0,pext_yawblock_collapse,149.36,
G5-PEXT,G5_yaw325_pitch+090,325.0,90.0,pext_yawblock_collapse,155.94,
G5-PEXT,G5_yaw330_pitch-090,330.0,-90.0,pext_yawblock_collapse,162.12,
G5-PEXT,G5_yaw330_pitch-085,330.0,-85.0,pext_yawblock_collapse,162.89,
G5-PEXT,G5_yaw330_pitch-080,330.0,-80.0,pext_yawblock_collapse,161.91,
G5-PEXT,G5_yaw330_pitch-075,330.0,-75.0,pext_yawblock_collapse,160.6,
G5-PEXT,G5_yaw330_pitch-070,330.0,-70.0,pext_yawblock_collapse,160.37,
G5-PEXT,G5_yaw330_pitch-065,330.0,-65.0,pext_yawblock_collapse,161.56,
G5-PEXT,G5_yaw330_pitch-060,330.0,-60.0,pext_yawblock_collapse,162.48,
G5-PEXT,G5_yaw330_pitch-055,330.0,-55.0,pext_yawblock_collapse,163.79,
G5-PEXT,G5_yaw330_pitch-050,330.0,-50.0,pext_yawblock_collapse,164.26,
G5-PEXT,G5_yaw330_pitch-045,330.0,-45.0,pext_yawblock_collapse,164.31,
G5-PEXT,G5_yaw330_pitch-040,330.0,-40.0,pext_yawblock_collapse,164.47,
G5-PEXT,G5_yaw330_pitch-035,330.0,-35.0,pext_yawblock_collapse,164.54,
G5-PEXT,G5_yaw330_pitch-030,330.0,-30.0,pext_yawblock_collapse,163.93,
G5-PEXT,G5_yaw330_pitch-025,330.0,-25.0,pext_yawblock_collapse,161.49,
G5-PEXT,G5_yaw330_pitch-020,330.0,-20.0,pext_yawblock_collapse,168.49,
G5-PEXT,G5_yaw330_pitch-015,330.0,-15.0,pext_yawblock_collapse,122.18,
G5-PEXT,G5_yaw330_pitch-010,330.0,-10.0,pext_yawblock_collapse,124.04,
G5-PEXT,G5_yaw330_pitch-005,330.0,-5.0,pext_yawblock_collapse,171.12,
G5-PEXT,G5_yaw330_pitch+000,330.0,0.0,pext_yawblock_collapse,161.04,
G5-PEXT,G5_yaw330_pitch+005,330.0,5.0,pext_yawblock_collapse,161.19,
G5-PEXT,G5_yaw330_pitch+010,330.0,10.0,pext_yawblock_collapse,160.38,
G5-PEXT,G5_yaw330_pitch+015,330.0,15.0,pext_yawblock_collapse,159.3,
G5-PEXT,G5_yaw330_pitch+020,330.0,20.0,pext_yawblock_collapse,158.67,
G5-PEXT,G5_yaw330_pitch+025,330.0,25.0,pext_yawblock_collapse,159.07,
G5-PEXT,G5_yaw330_pitch+030,330.0,30.0,pext_yawblock_collapse,160.58,
G5-PEXT,G5_yaw330_pitch+035,330.0,35.0,pext_yawblock_collapse,161.35,
G5-PEXT,G5_yaw330_pitch+040,330.0,40.0,pext_yawblock_collapse,161.78,
G5-PEXT,G5_yaw330_pitch+045,330.0,45.0,pext_yawblock_collapse,161.95,
G5-PEXT,G5_yaw330_pitch+050,330.0,50.0,pext_yawblock_collapse,161.4,
G5-PEXT,G5_yaw330_pitch+055,330.0,55.0,pext_yawblock_collapse,161.14,
G5-PEXT,G5_yaw330_pitch+060,330.0,60.0,pext_yawblock_collapse,159.73,
G5-PEXT,G5_yaw330_pitch+065,330.0,65.0,pext_yawblock_collapse,155.85,
G5-PEXT,G5_yaw330_pitch+070,330.0,70.0,pext_yawblock_collapse,157.8,
G5-PEXT,G5_yaw330_pitch+075,330.0,75.0,pext_yawblock_collapse,103.0,
G5-PEXT,G5_yaw330_pitch+080,330.0,80.0,pext_yawblock_collapse,106.91,
G5-PEXT,G5_yaw330_pitch+085,330.0,85.0,pext_yawblock_collapse,163.03,
G5-PEXT,G5_yaw330_pitch+090,330.0,90.0,pext_yawblock_collapse,155.05,
G5-PEXT,G5_yaw335_pitch-090,335.0,-90.0,pext_yawblock_collapse,160.7,
G5-PEXT,G5_yaw335_pitch-085,335.0,-85.0,pext_yawblock_collapse,161.65,
G5-PEXT,G5_yaw335_pitch-080,335.0,-80.0,pext_yawblock_collapse,160.62,
G5-PEXT,G5_yaw335_pitch-075,335.0,-75.0,pext_yawblock_collapse,158.68,
G5-PEXT,G5_yaw335_pitch-070,335.0,-70.0,pext_yawblock_collapse,156.18,
G5-PEXT,G5_yaw335_pitch-065,335.0,-65.0,pext_yawblock_collapse,157.26,
G5-PEXT,G5_yaw335_pitch-060,335.0,-60.0,pext_yawblock_collapse,160.37,
G5-PEXT,G5_yaw335_pitch-055,335.0,-55.0,pext_yawblock_collapse,162.49,
G5-PEXT,G5_yaw335_pitch-050,335.0,-50.0,pext_yawblock_collapse,163.59,
G5-PEXT,G5_yaw335_pitch-045,335.0,-45.0,pext_yawblock_collapse,163.75,
G5-PEXT,G5_yaw335_pitch-040,335.0,-40.0,pext_yawblock_collapse,164.04,
G5-PEXT,G5_yaw335_pitch-035,335.0,-35.0,pext_yawblock_collapse,164.08,
G5-PEXT,G5_yaw335_pitch-030,335.0,-30.0,pext_yawblock_collapse,163.57,
G5-PEXT,G5_yaw335_pitch-025,335.0,-25.0,pext_yawblock_collapse,161.73,
G5-PEXT,G5_yaw335_pitch-020,335.0,-20.0,pext_yawblock_collapse,170.29,
G5-PEXT,G5_yaw335_pitch-015,335.0,-15.0,pext_yawblock_collapse,122.13,
G5-PEXT,G5_yaw335_pitch-010,335.0,-10.0,pext_yawblock_collapse,124.65,
G5-PEXT,G5_yaw335_pitch-005,335.0,-5.0,pext_yawblock_collapse,175.89,
G5-PEXT,G5_yaw335_pitch+000,335.0,0.0,pext_yawblock_collapse,160.18,
G5-PEXT,G5_yaw335_pitch+005,335.0,5.0,pext_yawblock_collapse,160.4,
G5-PEXT,G5_yaw335_pitch+010,335.0,10.0,pext_yawblock_collapse,159.44,
G5-PEXT,G5_yaw335_pitch+015,335.0,15.0,pext_yawblock_collapse,156.1,
G5-PEXT,G5_yaw335_pitch+020,335.0,20.0,pext_yawblock_collapse,154.0,
G5-PEXT,G5_yaw335_pitch+025,335.0,25.0,pext_yawblock_collapse,154.74,
G5-PEXT,G5_yaw335_pitch+030,335.0,30.0,pext_yawblock_collapse,158.7,
G5-PEXT,G5_yaw335_pitch+035,335.0,35.0,pext_yawblock_collapse,161.01,
G5-PEXT,G5_yaw335_pitch+040,335.0,40.0,pext_yawblock_collapse,161.94,
G5-PEXT,G5_yaw335_pitch+045,335.0,45.0,pext_yawblock_collapse,161.91,
G5-PEXT,G5_yaw335_pitch+050,335.0,50.0,pext_yawblock_collapse,161.89,
G5-PEXT,G5_yaw335_pitch+055,335.0,55.0,pext_yawblock_collapse,161.42,
G5-PEXT,G5_yaw335_pitch+060,335.0,60.0,pext_yawblock_collapse,160.59,
G5-PEXT,G5_yaw335_pitch+065,335.0,65.0,pext_yawblock_collapse,157.17,
G5-PEXT,G5_yaw335_pitch+070,335.0,70.0,pext_yawblock_collapse,172.96,
G5-PEXT,G5_yaw335_pitch+075,335.0,75.0,pext_yawblock_collapse,111.16,
G5-PEXT,G5_yaw335_pitch+080,335.0,80.0,pext_yawblock_collapse,116.44,
G5-PEXT,G5_yaw335_pitch+085,335.0,85.0,pext_yawblock_collapse,176.38,
G5-PEXT,G5_yaw335_pitch+090,335.0,90.0,pext_yawblock_collapse,157.13,
G5-PEXT,G5_yaw340_pitch-090,340.0,-90.0,pext_yawblock_collapse,157.72,
G5-PEXT,G5_yaw340_pitch-085,340.0,-85.0,pext_yawblock_collapse,154.81,
G5-PEXT,G5_yaw340_pitch-080,340.0,-80.0,pext_yawblock_collapse,151.68,
G5-PEXT,G5_yaw340_pitch-075,340.0,-75.0,pext_yawblock_collapse,149.16,
G5-PEXT,G5_yaw340_pitch-070,340.0,-70.0,pext_yawblock_collapse,148.77,
G5-PEXT,G5_yaw340_pitch-065,340.0,-65.0,pext_yawblock_collapse,148.37,
G5-PEXT,G5_yaw340_pitch-060,340.0,-60.0,pext_yawblock_collapse,150.17,
G5-PEXT,G5_yaw340_pitch-055,340.0,-55.0,pext_yawblock_collapse,154.02,
G5-PEXT,G5_yaw340_pitch-050,340.0,-50.0,pext_yawblock_collapse,157.33,
G5-PEXT,G5_yaw340_pitch-045,340.0,-45.0,pext_yawblock_collapse,158.75,
G5-PEXT,G5_yaw340_pitch-040,340.0,-40.0,pext_yawblock_collapse,159.23,
G5-PEXT,G5_yaw340_pitch-035,340.0,-35.0,pext_yawblock_collapse,159.56,
G5-PEXT,G5_yaw340_pitch-030,340.0,-30.0,pext_yawblock_collapse,159.38,
G5-PEXT,G5_yaw340_pitch-025,340.0,-25.0,pext_yawblock_collapse,158.35,
G5-PEXT,G5_yaw340_pitch-020,340.0,-20.0,pext_yawblock_collapse,166.0,
G5-PEXT,G5_yaw340_pitch-015,340.0,-15.0,pext_yawblock_collapse,106.96,
G5-PEXT,G5_yaw340_pitch-010,340.0,-10.0,pext_yawblock_collapse,124.46,
G5-PEXT,G5_yaw340_pitch-005,340.0,-5.0,pext_yawblock_collapse,161.4,
G5-PEXT,G5_yaw340_pitch+000,340.0,0.0,pext_yawblock_collapse,156.32,
G5-PEXT,G5_yaw340_pitch+005,340.0,5.0,pext_yawblock_collapse,154.8,
G5-PEXT,G5_yaw340_pitch+010,340.0,10.0,pext_yawblock_collapse,150.55,
G5-PEXT,G5_yaw340_pitch+015,340.0,15.0,pext_yawblock_collapse,147.85,
G5-PEXT,G5_yaw340_pitch+020,340.0,20.0,pext_yawblock_collapse,147.85,
G5-PEXT,G5_yaw340_pitch+025,340.0,25.0,pext_yawblock_collapse,147.49,
G5-PEXT,G5_yaw340_pitch+030,340.0,30.0,pext_yawblock_collapse,148.33,
G5-PEXT,G5_yaw340_pitch+035,340.0,35.0,pext_yawblock_collapse,153.7,
G5-PEXT,G5_yaw340_pitch+040,340.0,40.0,pext_yawblock_collapse,157.53,
G5-PEXT,G5_yaw340_pitch+045,340.0,45.0,pext_yawblock_collapse,158.2,
G5-PEXT,G5_yaw340_pitch+050,340.0,50.0,pext_yawblock_collapse,158.34,
G5-PEXT,G5_yaw340_pitch+055,340.0,55.0,pext_yawblock_collapse,158.51,
G5-PEXT,G5_yaw340_pitch+060,340.0,60.0,pext_yawblock_collapse,158.09,
G5-PEXT,G5_yaw340_pitch+065,340.0,65.0,pext_yawblock_collapse,156.94,
G5-PEXT,G5_yaw340_pitch+070,340.0,70.0,pext_yawblock_collapse,155.6,
G5-PEXT,G5_yaw340_pitch+075,340.0,75.0,pext_yawblock_collapse,174.51,
G5-PEXT,G5_yaw340_pitch+080,340.0,80.0,pext_yawblock_collapse,177.54,
G5-PEXT,G5_yaw340_pitch+085,340.0,85.0,pext_yawblock_collapse,153.66,
G5-PEXT,G5_yaw340_pitch+090,340.0,90.0,pext_yawblock_collapse,156.06,
G5-PEXT,G5_yaw345_pitch-090,345.0,-90.0,pext_yawblock_collapse,161.04,
G5-PEXT,G5_yaw345_pitch-085,345.0,-85.0,pext_yawblock_collapse,155.39,
G5-PEXT,G5_yaw345_pitch-080,345.0,-80.0,pext_yawblock_collapse,149.46,
G5-PEXT,G5_yaw345_pitch-075,345.0,-75.0,pext_yawblock_collapse,149.66,
G5-PEXT,G5_yaw345_pitch-070,345.0,-70.0,pext_yawblock_collapse,150.4,
G5-PEXT,G5_yaw345_pitch-065,345.0,-65.0,pext_yawblock_collapse,149.67,
G5-PEXT,G5_yaw345_pitch-060,345.0,-60.0,pext_yawblock_collapse,149.01,
G5-PEXT,G5_yaw345_pitch-055,345.0,-55.0,pext_yawblock_collapse,150.85,
G5-PEXT,G5_yaw345_pitch-050,345.0,-50.0,pext_yawblock_collapse,155.53,
G5-PEXT,G5_yaw345_pitch-045,345.0,-45.0,pext_yawblock_collapse,157.57,
G5-PEXT,G5_yaw345_pitch-040,345.0,-40.0,pext_yawblock_collapse,158.28,
G5-PEXT,G5_yaw345_pitch-035,345.0,-35.0,pext_yawblock_collapse,158.79,
G5-PEXT,G5_yaw345_pitch-030,345.0,-30.0,pext_yawblock_collapse,159.21,
G5-PEXT,G5_yaw345_pitch-025,345.0,-25.0,pext_yawblock_collapse,159.8,
G5-PEXT,G5_yaw345_pitch-020,345.0,-20.0,pext_yawblock_collapse,161.42,
G5-PEXT,G5_yaw345_pitch-015,345.0,-15.0,pext_yawblock_collapse,163.85,
G5-PEXT,G5_yaw345_pitch-010,345.0,-10.0,pext_yawblock_collapse,164.05,
G5-PEXT,G5_yaw345_pitch-005,345.0,-5.0,pext_yawblock_collapse,160.54,
G5-PEXT,G5_yaw345_pitch+000,345.0,0.0,pext_yawblock_collapse,158.89,
G5-PEXT,G5_yaw345_pitch+005,345.0,5.0,pext_yawblock_collapse,155.29,
G5-PEXT,G5_yaw345_pitch+010,345.0,10.0,pext_yawblock_collapse,149.07,
G5-PEXT,G5_yaw345_pitch+015,345.0,15.0,pext_yawblock_collapse,148.3,
G5-PEXT,G5_yaw345_pitch+020,345.0,20.0,pext_yawblock_collapse,149.69,
G5-PEXT,G5_yaw345_pitch+025,345.0,25.0,pext_yawblock_collapse,149.11,
G5-PEXT,G5_yaw345_pitch+030,345.0,30.0,pext_yawblock_collapse,147.07,
G5-PEXT,G5_yaw345_pitch+035,345.0,35.0,pext_yawblock_collapse,149.99,
G5-PEXT,G5_yaw345_pitch+040,345.0,40.0,pext_yawblock_collapse,156.46,
G5-PEXT,G5_yaw345_pitch+045,345.0,45.0,pext_yawblock_collapse,157.97,
G5-PEXT,G5_yaw345_pitch+050,345.0,50.0,pext_yawblock_collapse,158.18,
G5-PEXT,G5_yaw345_pitch+055,345.0,55.0,pext_yawblock_collapse,158.33,
G5-PEXT,G5_yaw345_pitch+060,345.0,60.0,pext_yawblock_collapse,159.16,
G5-PEXT,G5_yaw345_pitch+065,345.0,65.0,pext_yawblock_collapse,158.6,
G5-PEXT,G5_yaw345_pitch+070,345.0,70.0,pext_yawblock_collapse,158.25,
G5-PEXT,G5_yaw345_pitch+075,345.0,75.0,pext_yawblock_collapse,157.73,
G5-PEXT,G5_yaw345_pitch+080,345.0,80.0,pext_yawblock_collapse,157.33,
G5-PEXT,G5_yaw345_pitch+085,345.0,85.0,pext_yawblock_collapse,156.77,
G5-PEXT,G5_yaw345_pitch+090,345.0,90.0,pext_yawblock_collapse,157.67,
G5-PEXT,G5_yaw350_pitch-090,350.0,-90.0,pext_yawblock_collapse,163.26,
G5-PEXT,G5_yaw350_pitch-085,350.0,-85.0,pext_yawblock_collapse,158.8,
G5-PEXT,G5_yaw350_pitch-080,350.0,-80.0,pext_yawblock_collapse,152.4,
G5-PEXT,G5_yaw350_pitch-075,350.0,-75.0,pext_yawblock_collapse,152.57,
