seed,angular_err_mean,angular_err_median,angular_err_p90,angular_err_p95,hit@5deg,hit@10deg,yaw_err_mean,pitch_err_mean,best_epoch,n_params
0,11.0701530868936,8.368786832671407,21.94822513796598,28.629448057674782,0.27877877877877877,0.5900900900900901,10.097606899502042,7.5313478162124365,,
1,12.234016119312633,8.969971403158375,24.361530887995453,32.97907428180171,0.2577577577577578,0.5565565565565566,10.452555002512279,8.72533891519981,,
2,12.630829636058639,8.731532739003303,26.060113343623986,35.02845969604478,0.26226226226226224,0.5605605605605606,11.511775432048259,8.60400807973952,,
3,13.326540399262358,9.328386334599363,26.10768588287605,36.281284478092324,0.25075075075075076,0.531031031031031,11.649600169322154,9.682113930361124,,
4,12.626163293489864,8.804295773901622,25.725786144845873,35.78265277301863,0.25675675675675674,0.5530530530530531,10.229193044973684,9.276839063894394,,
