geom_id,pose_id,label,role,group,yaw,pitch,roll,sun_dir,det_dir,camera_exr_src,sun_exr_src,ocs_total,ocs_metal,ocs_dark,ocs_solar,n_pixels_camera_visible,n_pixels_contributing,image_usable,status,failed_reason
G2_sun_minus,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,242.5,27.5,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,NEW_26,0.17901891469955444,0.168784961104393,0.008600438013672829,0.0016335095278918743,6132,4227,True,COMPLETE,
G2_sun_minus,F2_edge,yaw2475_pitchp0300_roll+015,bright_edge_nsm0,bright_edge,247.5,30.0,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,NEW_26,0.16262882947921753,0.1527487188577652,0.008519630879163742,0.001360482070595026,6192,4044,True,COMPLETE,
G2_sun_minus,F3_edge,yaw240_pitch+015_roll+015,bright_edge_nsm0,bright_edge,240.0,15.0,15.0,"[0.915667895194329, 0.0, 0.4019356984772403]","[0.44543540318737396, -0.8908708063747479, 0.0890870806374748]",REUSED_BASELINE,NEW_26,0.1944742351770401,0.18417291343212128,0.008686578832566738,0.0016147627029567957,5780,4218,True,COMPLETE,
G3_view_plus,A_top1,yaw2450_pitchp0275_roll+015,top1,mandatory,245.0,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.1875115931034088,0.1772422194480896,0.008827890269458294,0.0014414817560464144,6266,4231,True,COMPLETE,
G3_view_plus,B_R4,yaw1475_pitchp0125_roll+000,R4_robust,mandatory,147.5,12.5,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.1689455658197403,0.16650128364562988,0.0009527914808131754,0.001491502858698368,5441,3091,True,COMPLETE,
G3_view_plus,C_R3,yaw055_pitch+060_roll+000,R3_negative,mandatory,55.0,60.0,0.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.03979351371526718,0.03887146711349487,0.0,0.0009220456704497337,6330,4096,True,COMPLETE,
G3_view_plus,D1,yaw2450_pitchp0300_roll+015,top1_neighbor,top1_neighbor,245.0,30.0,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.18114528059959412,0.17079457640647888,0.008828718215227127,0.00152199761942029,6292,4242,True,COMPLETE,
G3_view_plus,D2,yaw2450_pitchp0325_roll+015,top1_neighbor,top1_neighbor,245.0,32.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.17550508677959442,0.16506019234657288,0.00882857758551836,0.001616308349184692,6298,4283,True,COMPLETE,
G3_view_plus,D3,yaw2475_pitchp0375_roll+015,top1_neighbor,top1_neighbor,247.5,37.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.1644652634859085,0.15425798296928406,0.008762517012655735,0.0014447603607550263,6357,4203,True,COMPLETE,
G3_view_plus,D4,yaw2425_pitchp0225_roll+015,top1_neighbor,top1_neighbor,242.5,22.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.190316304564476,0.179881751537323,0.008847838267683983,0.0015867020701989532,6200,4240,True,COMPLETE,
G3_view_plus,D5_roll125,yaw2450_pitchp0275_roll+0125,top1_neighbor_roll125,top1_neighbor,245.0,27.5,12.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.14897216856479645,0.1388968527317047,0.008629058487713337,0.0014462583931162953,6307,4158,True,COMPLETE,
G3_view_plus,D6_roll175,yaw2475_pitchp0300_roll+0175,top1_neighbor_roll175,top1_neighbor,247.5,30.0,17.5,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.20491532981395721,0.19438377022743225,0.008948183618485928,0.001583354314789176,6272,4205,True,COMPLETE,
G3_view_plus,E1_R4roll-15,yaw1475_pitchp0125_roll-015,R4_cluster_nsm1,R4_cluster,147.5,12.5,-15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.16874389350414276,0.1665225476026535,0.0009616723982617259,0.001259670127183199,5660,2887,True,COMPLETE,
G3_view_plus,E2_R4roll+15,yaw1475_pitchp0125_roll+015,R4_cluster_nsm1,R4_cluster,147.5,12.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.1665172576904297,0.16399815678596497,0.0009735618950799108,0.0015455264365300536,5538,2876,True,COMPLETE,
G3_view_plus,F1_edge,yaw2425_pitchp0275_roll+015,bright_edge_nsm0,bright_edge,242.5,27.5,15.0,"[0.9578262852211513, 0.0, 0.2873478855663454]","[0.437259804377141, -0.874519608754282, 0.20980781057987746]",NEW_26,REUSED_BASELINE,0.17654801905155182,0.16630905866622925,0.00877518579363823,0.0014637613203376532,6218,4303,True,COMPLETE,
