label,yaw,pitch,roll,ocs_total,src_pkg,region,category,json_ok,exr_ok,vsun_ok,geometry_eligible
yaw2850_pitchm0800_roll-015,285.0,-80.0,-15.0,0.01385129,P3,R2_control,dark/roll-sensitive-control,1,1,1,YES
yaw2850_pitchm0850_roll-015,285.0,-85.0,-15.0,0.01364651,P3,R2_control,dark/roll-sensitive-control,1,1,1,YES
yaw0550_pitchp0600_roll-030,55.0,60.0,-30.0,0.02689472,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0625_roll-030,55.0,62.5,-30.0,0.02659396,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0650_roll-030,55.0,65.0,-30.0,0.02637539,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0675_roll-030,55.0,67.5,-30.0,0.02648749,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0700_roll-030,55.0,70.0,-30.0,0.02603617,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0600_roll-030,57.5,60.0,-30.0,0.02526213,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0625_roll-030,57.5,62.5,-30.0,0.02505292,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0650_roll-030,57.5,65.0,-30.0,0.02492972,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0675_roll-030,57.5,67.5,-30.0,0.02462510,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0700_roll-030,57.5,70.0,-30.0,0.02458861,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0600_roll-030,60.0,60.0,-30.0,0.02382787,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0625_roll-030,60.0,62.5,-30.0,0.02353974,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0650_roll-030,60.0,65.0,-30.0,0.02321380,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0675_roll-030,60.0,67.5,-30.0,0.02323759,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0700_roll-030,60.0,70.0,-30.0,0.02312613,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0600_roll-030,62.5,60.0,-30.0,0.02242216,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0625_roll-030,62.5,62.5,-30.0,0.02216149,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0650_roll-030,62.5,65.0,-30.0,0.02179415,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0675_roll-030,62.5,67.5,-30.0,0.02165905,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0700_roll-030,62.5,70.0,-30.0,0.02159918,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0600_roll-030,65.0,60.0,-30.0,0.02090310,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0625_roll-030,65.0,62.5,-30.0,0.02070417,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0650_roll-030,65.0,65.0,-30.0,0.02048556,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0675_roll-030,65.0,67.5,-30.0,0.02043517,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0700_roll-030,65.0,70.0,-30.0,0.02020393,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw1450_pitchp0100_roll-030,145.0,10.0,-30.0,0.17387168,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0125_roll-030,145.0,12.5,-30.0,0.18814200,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0150_roll-030,145.0,15.0,-30.0,0.17886426,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0175_roll-030,145.0,17.5,-30.0,0.14870653,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0200_roll-030,145.0,20.0,-30.0,0.10903701,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0225_roll-030,145.0,22.5,-30.0,0.07444189,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0250_roll-030,145.0,25.0,-30.0,0.04879500,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0100_roll-030,147.5,10.0,-30.0,0.18755363,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0125_roll-030,147.5,12.5,-30.0,0.20102839,P3,R4_control,23A_refined_topN,1,1,1,YES
yaw1475_pitchp0150_roll-030,147.5,15.0,-30.0,0.19036755,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0175_roll-030,147.5,17.5,-30.0,0.15858018,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0200_roll-030,147.5,20.0,-30.0,0.11620343,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0225_roll-030,147.5,22.5,-30.0,0.07898378,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0250_roll-030,147.5,25.0,-30.0,0.05100938,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0100_roll-030,150.0,10.0,-30.0,0.17532843,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0125_roll-030,150.0,12.5,-30.0,0.18969004,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0150_roll-030,150.0,15.0,-30.0,0.18021105,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0175_roll-030,150.0,17.5,-30.0,0.14926423,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0200_roll-030,150.0,20.0,-30.0,0.11046666,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0225_roll-030,150.0,22.5,-30.0,0.07507901,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0250_roll-030,150.0,25.0,-30.0,0.04956790,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0100_roll-030,152.5,10.0,-30.0,0.14453779,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0125_roll-030,152.5,12.5,-30.0,0.15650430,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0150_roll-030,152.5,15.0,-30.0,0.14884517,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0175_roll-030,152.5,17.5,-30.0,0.12597917,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0200_roll-030,152.5,20.0,-30.0,0.09412239,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0225_roll-030,152.5,22.5,-30.0,0.06573851,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0250_roll-030,152.5,25.0,-30.0,0.04461589,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0100_roll-030,155.0,10.0,-30.0,0.10669691,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0125_roll-030,155.0,12.5,-30.0,0.11462776,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0150_roll-030,155.0,15.0,-30.0,0.11046721,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0175_roll-030,155.0,17.5,-30.0,0.09462669,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0200_roll-030,155.0,20.0,-30.0,0.07355849,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0225_roll-030,155.0,22.5,-30.0,0.05332473,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0250_roll-030,155.0,25.0,-30.0,0.03829762,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0100_roll-030,157.5,10.0,-30.0,0.07209867,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0125_roll-030,157.5,12.5,-30.0,0.07797986,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0150_roll-030,157.5,15.0,-30.0,0.07518400,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0175_roll-030,157.5,17.5,-30.0,0.06612819,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0200_roll-030,157.5,20.0,-30.0,0.05378666,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0225_roll-030,157.5,22.5,-30.0,0.04211464,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0250_roll-030,157.5,25.0,-30.0,0.03279168,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0100_roll-030,160.0,10.0,-30.0,0.04704852,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0125_roll-030,160.0,12.5,-30.0,0.05033426,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0150_roll-030,160.0,15.0,-30.0,0.04996409,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0175_roll-030,160.0,17.5,-30.0,0.04542810,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0200_roll-030,160.0,20.0,-30.0,0.03908171,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0225_roll-030,160.0,22.5,-30.0,0.03239169,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0250_roll-030,160.0,25.0,-30.0,0.02796825,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw2050_pitchm0050_roll-030,205.0,-5.0,-30.0,0.01677698,P3,R5_control,neutral-control,1,1,1,YES
yaw2050_pitchm0100_roll-030,205.0,-10.0,-30.0,0.01702908,P3,R5_control,neutral-control,1,1,1,YES
yaw2100_pitchm0050_roll-030,210.0,-5.0,-30.0,0.01889530,P3,R5_control,neutral-control,1,1,1,YES
yaw2100_pitchm0100_roll-030,210.0,-10.0,-30.0,0.01888544,P3,R5_control,neutral-control,1,1,1,YES
yaw2400_pitchp0300_roll-030,240.0,30.0,-30.0,0.02342136,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0325_roll-030,240.0,32.5,-30.0,0.02374889,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0350_roll-030,240.0,35.0,-30.0,0.02341769,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0375_roll-030,240.0,37.5,-30.0,0.02291726,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0400_roll-030,240.0,40.0,-30.0,0.02281721,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0300_roll-030,242.5,30.0,-30.0,0.02394654,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0325_roll-030,242.5,32.5,-30.0,0.02339067,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0350_roll-030,242.5,35.0,-30.0,0.02338046,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0375_roll-030,242.5,37.5,-30.0,0.02305418,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0400_roll-030,242.5,40.0,-30.0,0.02282163,P3,R1_high_info,high-info,1,1,1,YES
yaw2450_pitchp0300_roll-030,245.0,30.0,-30.0,0.02327988,P3,R1_high_info,high-info,1,1,1,YES
yaw2450_pitchp0325_roll-030,245.0,32.5,-30.0,0.02296475,P3,R1_high_info,high-info,1,1,1,YES
yaw2450_pitchp0350_roll-030,245.0,35.0,-30.0,0.02301145,P3,R1_high_info,high-info,1,1,1,YES
yaw2450_pitchp0375_roll-030,245.0,37.5,-30.0,0.02284107,P3,R1_high_info,high-info,1,1,1,YES
yaw2450_pitchp0400_roll-030,245.0,40.0,-30.0,0.02232442,P3,R1_high_info,high-info,1,1,1,YES
yaw2475_pitchp0300_roll-030,247.5,30.0,-30.0,0.02288131,P3,R1_high_info,high-info,1,1,1,YES
yaw2475_pitchp0325_roll-030,247.5,32.5,-30.0,0.02282107,P3,R1_high_info,high-info,1,1,1,YES
yaw2475_pitchp0350_roll-030,247.5,35.0,-30.0,0.02286045,P3,R1_high_info,high-info,1,1,1,YES
yaw2475_pitchp0375_roll-030,247.5,37.5,-30.0,0.02248451,P3,R1_high_info,high-info,1,1,1,YES
yaw2475_pitchp0400_roll-030,247.5,40.0,-30.0,0.02231817,P3,R1_high_info,high-info,1,1,1,YES
yaw2500_pitchp0300_roll-030,250.0,30.0,-30.0,0.02202965,P3,R1_high_info,high-info,1,1,1,YES
yaw2500_pitchp0325_roll-030,250.0,32.5,-30.0,0.02214872,P3,R1_high_info,high-info,1,1,1,YES
yaw2500_pitchp0350_roll-030,250.0,35.0,-30.0,0.02195933,P3,R1_high_info,high-info,1,1,1,YES
yaw2500_pitchp0375_roll-030,250.0,37.5,-30.0,0.02183763,P3,R1_high_info,high-info,1,1,1,YES
yaw2500_pitchp0400_roll-030,250.0,40.0,-30.0,0.02147673,P3,R1_high_info,high-info,1,1,1,YES
yaw2800_pitchm0800_roll-030,280.0,-80.0,-30.0,0.02332259,P3,R2_control,dark/roll-sensitive-control,1,1,1,YES
yaw2800_pitchm0850_roll-030,280.0,-85.0,-30.0,0.02422487,P3,R2_control,dark/roll-sensitive-control,1,1,1,YES
yaw2850_pitchm0800_roll-030,285.0,-80.0,-30.0,0.02089780,P3,R2_control,dark/roll-sensitive-control,1,1,1,YES
yaw2850_pitchm0850_roll-030,285.0,-85.0,-30.0,0.02175240,P3,R2_control,dark/roll-sensitive-control,1,1,1,YES
yaw0550_pitchp0600_roll-045,55.0,60.0,-45.0,0.02048936,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0625_roll-045,55.0,62.5,-45.0,0.02020450,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0650_roll-045,55.0,65.0,-45.0,0.01995866,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0675_roll-045,55.0,67.5,-45.0,0.01988630,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0550_pitchp0700_roll-045,55.0,70.0,-45.0,0.01956058,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0600_roll-045,57.5,60.0,-45.0,0.01972369,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0625_roll-045,57.5,62.5,-45.0,0.01946798,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0650_roll-045,57.5,65.0,-45.0,0.01912822,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0675_roll-045,57.5,67.5,-45.0,0.01879451,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0575_pitchp0700_roll-045,57.5,70.0,-45.0,0.01862066,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0600_roll-045,60.0,60.0,-45.0,0.01853450,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0625_roll-045,60.0,62.5,-45.0,0.01841008,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0650_roll-045,60.0,65.0,-45.0,0.01820527,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0675_roll-045,60.0,67.5,-45.0,0.01823780,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0600_pitchp0700_roll-045,60.0,70.0,-45.0,0.01773201,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0600_roll-045,62.5,60.0,-45.0,0.01766149,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0625_roll-045,62.5,62.5,-45.0,0.01742720,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0650_roll-045,62.5,65.0,-45.0,0.01766040,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0675_roll-045,62.5,67.5,-45.0,0.01719045,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0625_pitchp0700_roll-045,62.5,70.0,-45.0,0.01704297,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0600_roll-045,65.0,60.0,-45.0,0.01665668,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0625_roll-045,65.0,62.5,-45.0,0.01658252,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0650_roll-045,65.0,65.0,-45.0,0.01663619,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0675_roll-045,65.0,67.5,-45.0,0.01640106,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw0650_pitchp0700_roll-045,65.0,70.0,-45.0,0.01619356,P3,R3_low_info_connectivity,low-info/ocs-hard,1,1,1,YES
yaw1450_pitchp0100_roll-045,145.0,10.0,-45.0,0.17471404,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0125_roll-045,145.0,12.5,-45.0,0.18852481,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0150_roll-045,145.0,15.0,-45.0,0.17851076,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0175_roll-045,145.0,17.5,-45.0,0.14885697,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0200_roll-045,145.0,20.0,-45.0,0.10991674,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0225_roll-045,145.0,22.5,-45.0,0.07371503,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1450_pitchp0250_roll-045,145.0,25.0,-45.0,0.04589465,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0100_roll-045,147.5,10.0,-45.0,0.18845066,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0125_roll-045,147.5,12.5,-45.0,0.20154069,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0150_roll-045,147.5,15.0,-45.0,0.19165732,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0175_roll-045,147.5,17.5,-45.0,0.15826479,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0200_roll-045,147.5,20.0,-45.0,0.11710733,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0225_roll-045,147.5,22.5,-45.0,0.07770423,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1475_pitchp0250_roll-045,147.5,25.0,-45.0,0.04811801,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0100_roll-045,150.0,10.0,-45.0,0.17505167,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0125_roll-045,150.0,12.5,-45.0,0.18957557,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0150_roll-045,150.0,15.0,-45.0,0.17950843,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0175_roll-045,150.0,17.5,-45.0,0.14975351,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0200_roll-045,150.0,20.0,-45.0,0.11008160,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0225_roll-045,150.0,22.5,-45.0,0.07393717,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1500_pitchp0250_roll-045,150.0,25.0,-45.0,0.04648134,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0100_roll-045,152.5,10.0,-45.0,0.14514610,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0125_roll-045,152.5,12.5,-45.0,0.15929250,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0150_roll-045,152.5,15.0,-45.0,0.14893652,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0175_roll-045,152.5,17.5,-45.0,0.12430315,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0200_roll-045,152.5,20.0,-45.0,0.09295677,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0225_roll-045,152.5,22.5,-45.0,0.06472133,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1525_pitchp0250_roll-045,152.5,25.0,-45.0,0.04276570,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0100_roll-045,155.0,10.0,-45.0,0.10635695,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0125_roll-045,155.0,12.5,-45.0,0.11439180,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0150_roll-045,155.0,15.0,-45.0,0.10996192,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0175_roll-045,155.0,17.5,-45.0,0.09359873,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0200_roll-045,155.0,20.0,-45.0,0.07163909,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0225_roll-045,155.0,22.5,-45.0,0.05187477,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1550_pitchp0250_roll-045,155.0,25.0,-45.0,0.03624655,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0100_roll-045,157.5,10.0,-45.0,0.07224938,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0125_roll-045,157.5,12.5,-45.0,0.07703635,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0150_roll-045,157.5,15.0,-45.0,0.07374997,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0175_roll-045,157.5,17.5,-45.0,0.06537168,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0200_roll-045,157.5,20.0,-45.0,0.05230727,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0225_roll-045,157.5,22.5,-45.0,0.04044487,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1575_pitchp0250_roll-045,157.5,25.0,-45.0,0.03059421,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0100_roll-045,160.0,10.0,-45.0,0.04718063,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0125_roll-045,160.0,12.5,-45.0,0.04987085,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0150_roll-045,160.0,15.0,-45.0,0.04858762,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0175_roll-045,160.0,17.5,-45.0,0.04406976,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0200_roll-045,160.0,20.0,-45.0,0.03784098,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0225_roll-045,160.0,22.5,-45.0,0.03196128,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw1600_pitchp0250_roll-045,160.0,25.0,-45.0,0.02573015,P3,R4_bright_info_boundary,bright/robust-easy + info-boundary,1,1,1,YES
yaw2050_pitchm0050_roll-045,205.0,-5.0,-45.0,0.01649684,P3,R5_control,neutral-control,1,1,1,YES
yaw2050_pitchm0100_roll-045,205.0,-10.0,-45.0,0.01684063,P3,R5_control,neutral-control,1,1,1,YES
yaw2100_pitchm0050_roll-045,210.0,-5.0,-45.0,0.01856410,P3,R5_control,neutral-control,1,1,1,YES
yaw2100_pitchm0100_roll-045,210.0,-10.0,-45.0,0.01862897,P3,R5_control,neutral-control,1,1,1,YES
yaw2400_pitchp0300_roll-045,240.0,30.0,-45.0,0.02176242,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0325_roll-045,240.0,32.5,-45.0,0.02175059,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0350_roll-045,240.0,35.0,-45.0,0.02148200,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0375_roll-045,240.0,37.5,-45.0,0.02129254,P3,R1_high_info,high-info,1,1,1,YES
yaw2400_pitchp0400_roll-045,240.0,40.0,-45.0,0.02102151,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0300_roll-045,242.5,30.0,-45.0,0.02169048,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0325_roll-045,242.5,32.5,-45.0,0.02140753,P3,R1_high_info,high-info,1,1,1,YES
yaw2425_pitchp0350_roll-045,242.5,35.0,-45.0,0.02161271,P3,R1_high_info,high-info,1,1,1,YES
