geom_id,pose_id,label,camera_exr_src,sun_exr_src,ocs_total,image_usable,status,failed_reason
G3_view_plus,D1,yaw2450_pitchp0300_roll+015,NEW_26,REUSED_BASELINE,0.18114528059959412,True,COMPLETE,
G3_view_plus,D2,yaw2450_pitchp0325_roll+015,NEW_26,REUSED_BASELINE,0.17550508677959442,True,COMPLETE,
G3_view_plus,D3,yaw2475_pitchp0375_roll+015,NEW_26,REUSED_BASELINE,0.1644652634859085,True,COMPLETE,
G3_view_plus,D4,yaw2425_pitchp0225_roll+015,NEW_26,REUSED_BASELINE,0.190316304564476,True,COMPLETE,
G3_view_plus,D5_roll125,yaw2450_pitchp0275_roll+0125,NEW_26,REUSED_BASELINE,0.14897216856479645,True,COMPLETE,
G3_view_plus,D6_roll175,yaw2475_pitchp0300_roll+0175,NEW_26,REUSED_BASELINE,0.20491532981395721,True,COMPLETE,
G3_view_plus,E1_R4roll-15,yaw1475_pitchp0125_roll-015,NEW_26,REUSED_BASELINE,0.16874389350414276,True,COMPLETE,
G3_view_plus,E2_R4roll+15,yaw1475_pitchp0125_roll+015,NEW_26,REUSED_BASELINE,0.1665172576904297,True,COMPLETE,
G3_view_plus,F1_edge,yaw2425_pitchp0275_roll+015,NEW_26,REUSED_BASELINE,0.17654801905155182,True,COMPLETE,
G3_view_plus,F2_edge,yaw2475_pitchp0300_roll+015,NEW_26,REUSED_BASELINE,0.17492923140525818,True,COMPLETE,
G3_view_plus,F3_edge,yaw240_pitch+015_roll+015,NEW_26,REUSED_BASELINE,0.1950487643480301,True,COMPLETE,
G4_view_minus,A_top1,yaw2450_pitchp0275_roll+015,NEW_26,REUSED_BASELINE,0.16396582126617432,True,COMPLETE,
G4_view_minus,B_R4,yaw1475_pitchp0125_roll+000,NEW_26,REUSED_BASELINE,0.16372577846050262,True,COMPLETE,
G4_view_minus,C_R3,yaw055_pitch+060_roll+000,NEW_26,REUSED_BASELINE,0.13244368135929108,True,COMPLETE,
G4_view_minus,D1,yaw2450_pitchp0300_roll+015,NEW_26,REUSED_BASELINE,0.16832934319972992,True,COMPLETE,
