degrade_level,geom,select,record_id,yaw_true,pitch_true,neural_ocs_yaw_err,image_yaw_err,joint_yaw_err,pdb_yaw_err,pdb_margin,pdb_nearest_distance,pdb_cand_yaw_spread,hardcase_labels
clean,G3,best,G3_yaw130_pitch-010,130.0,-10.0,63.934,2.325,0.536,0.0,0.0,0.0,67.277,disagreement-hard
clean,G3,best,G3_yaw070_pitch-090,70.0,-90.0,173.147,6.353,2.824,175.0,0.0,4e-06,73.221,ocs-hard
clean,G3,best,G3_yaw250_pitch+015,250.0,15.0,10.659,7.321,2.759,0.0,1e-06,2e-06,77.558,robust-easy
clean,G3,best,G3_yaw175_pitch-055,175.0,-55.0,2.43,11.649,0.076,50.0,0.0,0.0,15.0,disagreement-hard
clean,G3,best,G3_yaw245_pitch-085,245.0,-85.0,66.326,5.844,1.669,85.0,4e-06,7e-06,61.351,ocs-hard
clean,G3,best,G3_yaw295_pitch+060,295.0,60.0,114.638,0.233,2.853,10.0,0.0,1e-06,67.156,disagreement-hard
clean,G3,best,G3_yaw315_pitch-035,315.0,-35.0,142.79,0.672,1.436,0.0,0.0,1e-06,45.0,disagreement-hard
clean,G3,best,G3_yaw310_pitch+070,310.0,70.0,36.341,3.893,0.818,0.0,2e-06,0.0,49.89,disagreement-hard
clean,G3,best,G3_yaw225_pitch-010,225.0,-10.0,5.156,1.057,0.806,0.0,2e-06,1e-06,60.0,robust-easy
clean,G3,best,G3_yaw315_pitch+040,315.0,40.0,108.691,0.718,1.652,0.0,0.0,0.0,79.185,disagreement-hard
clean,G3,best,G3_yaw285_pitch+030,285.0,30.0,15.889,0.786,1.857,170.0,0.0,0.0,69.154,disagreement-hard
clean,G3,best,G3_yaw155_pitch-075,155.0,-75.0,4.112,20.365,11.622,0.0,1e-05,4e-06,67.121,robust-easy
clean,G3,best,G3_yaw195_pitch-025,195.0,-25.0,128.638,6.44,2.542,0.0,0.0,0.0,2.291,disagreement-hard
clean,G3,best,G3_yaw110_pitch+050,110.0,50.0,177.964,1.396,1.772,0.0,0.0,0.0,80.624,disagreement-hard
clean,G3,best,G3_yaw300_pitch+035,300.0,35.0,1.54,4.973,1.762,180.0,0.0,0.0,82.789,disagreement-hard
clean,G3,best,G3_yaw105_pitch-015,105.0,-15.0,61.571,0.263,2.549,0.0,0.0,0.0,64.195,disagreement-hard
clean,G3,best,G3_yaw070_pitch-045,70.0,-45.0,167.04,2.239,2.873,0.0,0.0,0.0,48.0,disagreement-hard
clean,G3,best,G3_yaw115_pitch-075,115.0,-75.0,134.109,5.299,0.217,170.0,2.2e-05,1.1e-05,85.61,ocs-hard
clean,G3,best,G3_yaw055_pitch-010,55.0,-10.0,11.292,3.415,3.425,0.0,2e-06,2e-06,2.5,robust-easy
clean,G3,best,G3_yaw190_pitch+060,190.0,60.0,33.069,12.57,2.227,0.0,0.0,0.0,46.715,disagreement-hard
clean,G3,best,G3_yaw270_pitch-010,270.0,-10.0,79.878,4.68,2.394,0.0,0.0,0.0,65.087,disagreement-hard
clean,G3,best,G3_yaw150_pitch+035,150.0,35.0,3.155,9.202,1.544,0.0,6e-06,2e-06,0.0,robust-easy
clean,G3,best,G3_yaw325_pitch-090,325.0,-90.0,7.219,1.879,0.237,0.0,1e-06,9e-06,40.648,robust-easy
clean,G3,best,G3_yaw295_pitch+080,295.0,80.0,55.736,5.774,2.94,0.0,8e-06,0.0,82.976,disagreement-hard
clean,G3,best,G3_yaw245_pitch+080,245.0,80.0,0.459,3.16,0.161,15.0,3e-06,1e-06,71.582,robust-easy
clean,G3,best,G3_yaw060_pitch-090,60.0,-90.0,49.373,0.75,3.846,5.0,8e-06,1.8e-05,34.092,disagreement-hard
clean,G5,best,G5_yaw300_pitch+055,300.0,55.0,111.005,4.858,2.76,170.0,1e-06,2e-06,76.95,ambiguous-flux
clean,G5,best,G5_yaw345_pitch-080,345.0,-80.0,6.354,1.12,4.462,0.0,1.9e-05,1.6e-05,82.536,robust-easy
clean,G5,best,G5_yaw015_pitch+020,15.0,20.0,0.608,4.401,7.152,0.0,4.7e-05,5.4e-05,88.034,robust-easy
clean,G5,best,G5_yaw175_pitch-015,175.0,-15.0,1.926,28.946,1.274,10.0,6e-06,2.4e-05,74.927,robust-easy
clean,G5,best,G5_yaw320_pitch-065,320.0,-65.0,5.522,5.206,4.508,0.0,5e-06,5.4e-05,0.0,robust-easy
clean,G5,best,G5_yaw245_pitch+075,245.0,75.0,15.962,11.426,0.007,175.0,1e-06,1.3e-05,76.52,disagreement-hard
clean,G5,best,G5_yaw120_pitch+085,120.0,85.0,97.808,17.025,2.573,0.0,1e-06,1.5e-05,52.5,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw175_pitch+080,175.0,80.0,9.892,20.604,4.683,0.0,1.9e-05,3e-06,3.162,robust-easy
clean,G5,best,G5_yaw160_pitch-070,160.0,-70.0,5.216,12.945,8.186,0.0,1.7e-05,3.8e-05,76.876,robust-easy
clean,G5,best,G5_yaw135_pitch-080,135.0,-80.0,33.493,16.654,3.566,0.0,2.1e-05,8.2e-05,0.0,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw250_pitch+080,250.0,80.0,85.504,9.391,0.502,0.0,5e-06,1e-05,85.131,disagreement-hard
clean,G5,best,G5_yaw320_pitch+005,320.0,5.0,0.49,6.888,5.853,0.0,1.4e-05,5.4e-05,0.0,robust-easy
clean,G5,best,G5_yaw325_pitch+010,325.0,10.0,2.205,4.36,3.913,0.0,3.6e-05,3.1e-05,0.0,robust-easy
clean,G5,best,G5_yaw185_pitch+060,185.0,60.0,3.589,18.262,4.835,0.0,1.1e-05,2e-06,75.679,ambiguous-flux;robust-easy
clean,G5,best,G5_yaw330_pitch-075,330.0,-75.0,123.239,3.087,6.113,0.0,4.3e-05,2.6e-05,85.336,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw310_pitch-020,310.0,-20.0,7.747,0.188,4.583,0.0,8e-06,4e-06,27.0,robust-easy
clean,G5,best,G5_yaw270_pitch+045,270.0,45.0,25.274,0.123,1.756,0.0,0.0,0.0,53.547,ocs-hard
clean,G5,best,G5_yaw010_pitch-010,10.0,-10.0,25.098,4.377,1.69,0.0,0.0,1e-06,28.5,ocs-hard
clean,G5,best,G5_yaw250_pitch+085,250.0,85.0,41.524,11.178,1.103,0.0,1.8e-05,7e-06,86.978,disagreement-hard
clean,G5,best,G5_yaw095_pitch+025,95.0,25.0,12.884,14.511,5.833,10.0,3e-06,1.1e-05,51.468,robust-easy
clean,G5,best,G5_yaw180_pitch+015,180.0,15.0,32.732,23.717,2.595,0.0,1e-06,1e-06,43.443,disagreement-hard
clean,G5,best,G5_yaw295_pitch-085,295.0,-85.0,7.903,7.764,5.112,5.0,5e-06,1.6e-05,83.966,robust-easy
clean,G5,best,G5_yaw165_pitch-005,165.0,-5.0,9.932,29.229,1.28,0.0,1.1e-05,1.2e-05,0.0,robust-easy
clean,G5,best,G5_yaw170_pitch+060,170.0,60.0,9.734,20.278,4.836,0.0,9e-06,6.5e-05,78.805,robust-easy
clean,G5,best,G5_yaw195_pitch+045,195.0,45.0,18.384,7.6,3.898,0.0,2e-06,2e-06,82.887,ambiguous-flux
clean,G5,best,G5_yaw120_pitch+075,120.0,75.0,51.699,8.499,1.468,0.0,1.5e-05,5e-06,52.5,disagreement-hard
clean,G5,best,G5_yaw320_pitch+020,320.0,20.0,3.46,3.45,6.12,0.0,3.6e-05,1e-05,0.0,robust-easy
clean,G5,best,G5_yaw230_pitch-035,230.0,-35.0,2.51,2.751,3.49,0.0,8e-06,2e-06,6.0,robust-easy
clean,G5,best,G5_yaw015_pitch+010,15.0,10.0,9.704,8.106,4.158,0.0,7e-06,1.7e-05,3.162,robust-easy
clean,G5,best,G5_yaw020_pitch-060,20.0,-60.0,3.186,7.663,0.544,5.0,1.9e-05,6.3e-05,51.645,robust-easy
clean,G5,best,G5_yaw145_pitch+090,145.0,90.0,10.762,17.035,0.913,0.0,3.7e-05,3.2e-05,0.0,robust-easy
clean,G5,best,G5_yaw150_pitch-075,150.0,-75.0,1.263,15.0,1.32,0.0,0.001277,0.000164,80.45,robust-easy
clean,G5,best,G5_yaw330_pitch-055,330.0,-55.0,125.419,3.769,7.608,0.0,1.1e-05,7.6e-05,0.0,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw325_pitch-050,325.0,-50.0,7.23,3.425,6.351,0.0,4e-06,3e-06,0.0,robust-easy
clean,G5,best,G5_yaw145_pitch-035,145.0,-35.0,12.049,13.478,1.558,0.0,7e-06,8e-06,0.0,robust-easy
clean,G5,best,G5_yaw095_pitch+005,95.0,5.0,96.198,11.226,6.369,95.0,0.0,1e-05,42.825,ocs-hard
clean,G5,best,G5_yaw095_pitch+050,95.0,50.0,0.011,5.942,0.448,0.0,1e-06,1e-06,80.833,ambiguous-flux
clean,G5,best,G5_yaw325_pitch+055,325.0,55.0,7.903,3.209,3.947,0.0,1e-05,3e-06,0.0,robust-easy
clean,G5,best,G5_yaw145_pitch+035,145.0,35.0,9.613,9.51,2.617,0.0,3e-06,2e-06,0.0,robust-easy
clean,G5,best,G5_yaw285_pitch+005,285.0,5.0,50.019,7.795,5.763,0.0,8e-06,1e-05,85.58,disagreement-hard
clean,G5,best,G5_yaw165_pitch-020,165.0,-20.0,9.736,31.835,1.328,0.0,3e-06,5.7e-05,80.598,robust-easy;image-hard(image_only)
clean,G5,best,G5_yaw185_pitch+000,185.0,0.0,2.809,23.187,1.934,0.0,5e-06,2e-06,26.594,robust-easy
clean,G5,best,G5_yaw040_pitch-090,40.0,-90.0,1.892,1.987,3.718,5.0,3e-05,5e-05,73.048,robust-easy
clean,G5,best,G5_yaw035_pitch+005,35.0,5.0,4.513,3.352,1.24,0.0,1e-05,1.1e-05,80.778,robust-easy
clean,G5,best,G5_yaw320_pitch-055,320.0,-55.0,5.829,3.999,4.362,0.0,9e-06,7e-06,0.0,robust-easy
clean,G5,best,G5_yaw200_pitch-030,200.0,-30.0,2.389,13.654,2.396,0.0,6e-06,4.5e-05,74.693,robust-easy
clean,G5,best,G5_yaw100_pitch+075,100.0,75.0,14.537,20.389,1.09,0.0,2e-06,1e-06,83.906,ambiguous-flux
clean,G5,best,G5_yaw065_pitch+075,65.0,75.0,171.803,11.856,3.409,0.0,0.0,3e-06,84.53,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw320_pitch+075,320.0,75.0,5.801,5.0,1.501,0.0,0.000422,7e-06,40.633,robust-easy
clean,G5,best,G5_yaw335_pitch-085,335.0,-85.0,4.678,7.336,3.786,0.0,2.2e-05,8.1e-05,26.273,robust-easy
clean,G5,best,G5_yaw305_pitch+065,305.0,65.0,32.974,7.164,2.128,0.0,2e-06,3e-06,0.0,disagreement-hard
clean,G5,best,G5_yaw310_pitch+005,310.0,5.0,6.372,5.923,3.841,0.0,1e-05,1.6e-05,0.0,robust-easy
clean,G5,best,G5_yaw000_pitch+030,0.0,30.0,7.69,7.679,9.299,5.0,3e-06,3.4e-05,74.505,robust-easy
clean,G5,best,G5_yaw025_pitch-065,25.0,-65.0,6.776,6.606,0.817,0.0,4.3e-05,1.7e-05,77.216,robust-easy
clean,G5,best,G5_yaw305_pitch+025,305.0,25.0,11.048,3.166,2.376,0.0,6e-06,2e-06,0.0,robust-easy
clean,G5,best,G5_yaw145_pitch+000,145.0,0.0,6.107,20.636,5.754,0.0,8e-05,1e-05,0.0,robust-easy
clean,G5,best,G5_yaw180_pitch-005,180.0,-5.0,2.083,28.016,1.283,5.0,4e-06,1.2e-05,35.641,robust-easy
clean,G5,best,G5_yaw335_pitch-020,335.0,-20.0,65.849,20.0,3.308,0.0,2.8e-05,5e-06,41.064,disagreement-hard
clean,G5,best,G5_yaw115_pitch+065,115.0,65.0,18.48,16.823,1.103,0.0,1e-06,1e-06,79.881,ambiguous-flux
clean,G5,best,G5_yaw130_pitch+030,130.0,30.0,9.214,0.302,3.455,0.0,3e-06,3e-06,0.0,robust-easy
clean,G5,best,G5_yaw120_pitch-030,120.0,-30.0,51.447,12.545,2.925,0.0,1e-06,1e-06,0.0,disagreement-hard
clean,G5,best,G5_yaw125_pitch+035,125.0,35.0,64.267,2.168,4.86,0.0,2e-06,1e-06,0.0,disagreement-hard
clean,G5,best,G5_yaw065_pitch-075,65.0,-75.0,59.345,11.093,2.551,0.0,7e-06,1e-05,81.969,disagreement-hard
clean,G5,best,G5_yaw325_pitch+090,325.0,90.0,95.889,12.508,8.578,0.0,0.00023,9e-06,44.944,disagreement-hard
clean,G5,best,G5_yaw150_pitch+055,150.0,55.0,4.724,26.747,2.277,0.0,3e-06,3.4e-05,0.0,robust-easy
clean,G5,best,G5_yaw340_pitch+075,340.0,75.0,53.13,1.753,0.984,0.0,1.5e-05,1e-06,41.94,disagreement-hard
clean,G5,best,G5_yaw305_pitch+010,305.0,10.0,6.617,1.984,2.698,0.0,8e-06,6e-06,0.0,robust-easy
clean,G5,best,G5_yaw240_pitch-015,240.0,-15.0,1.659,0.592,2.128,5.0,4e-06,1.1e-05,67.285,robust-easy
clean,G5,best,G5_yaw165_pitch+060,165.0,60.0,6.424,25.713,3.271,180.0,1.8e-05,0.000128,80.45,disagreement-hard
clean,G5,best,G5_yaw305_pitch+015,305.0,15.0,1.03,0.246,3.332,0.0,6e-06,7e-06,0.0,robust-easy
clean,G5,best,G5_yaw335_pitch-050,335.0,-50.0,2.586,4.465,5.276,0.0,2.7e-05,1.2e-05,2.45,robust-easy
clean,G5,best,G5_yaw330_pitch-090,330.0,-90.0,100.171,4.872,3.761,0.0,1.5e-05,1.1e-05,76.172,disagreement-hard
clean,G5,best,G5_yaw275_pitch-015,275.0,-15.0,67.767,16.439,3.406,5.0,3e-06,1.1e-05,46.626,disagreement-hard
clean,G5,best,G5_yaw105_pitch-085,105.0,-85.0,47.768,7.218,0.091,175.0,7e-06,1.5e-05,86.377,ocs-hard
clean,G5,best,G5_yaw300_pitch+070,300.0,70.0,94.585,10.574,0.32,0.0,2.6e-05,3e-06,57.541,disagreement-hard
clean,G5,best,G5_yaw290_pitch+005,290.0,5.0,47.057,2.462,0.044,0.0,2e-06,1.2e-05,84.327,disagreement-hard
clean,G5,best,G5_yaw085_pitch+000,85.0,0.0,7.222,1.618,5.897,0.0,1e-06,2e-06,85.336,ambiguous-flux
clean,G5,best,G5_yaw090_pitch+015,90.0,15.0,8.048,2.965,1.427,0.0,1e-06,2e-06,86.377,ambiguous-flux
clean,G5,best,G5_yaw155_pitch-035,155.0,-35.0,6.875,25.495,0.107,0.0,9e-06,2e-05,0.0,robust-easy
clean,G5,best,G5_yaw215_pitch-075,215.0,-75.0,2.606,8.727,0.41,0.0,5e-06,2e-06,2.5,robust-easy
clean,G5,best,G5_yaw270_pitch+000,270.0,0.0,30.886,17.587,6.274,95.0,0.0,9e-06,48.384,ocs-hard
clean,G5,best,G5_yaw245_pitch+065,245.0,65.0,1.847,9.156,0.201,0.0,3e-06,3e-06,0.0,robust-easy
clean,G5,best,G5_yaw050_pitch-055,50.0,-55.0,6.689,1.622,3.203,0.0,3e-06,1e-06,0.0,robust-easy
clean,G5,best,G5_yaw120_pitch+070,120.0,70.0,50.572,9.283,2.386,0.0,4e-06,6e-06,52.5,disagreement-hard
clean,G5,best,G5_yaw210_pitch+080,210.0,80.0,25.213,5.843,1.007,0.0,1.9e-05,2.9e-05,3.202,ocs-hard
clean,G5,best,G5_yaw070_pitch-085,70.0,-85.0,28.864,2.119,2.201,0.0,9e-06,1.3e-05,78.837,ocs-hard
clean,G5,best,G5_yaw150_pitch+010,150.0,10.0,10.777,15.0,3.182,0.0,0.001839,5e-06,85.769,robust-easy
clean,G5,best,G5_yaw330_pitch+055,330.0,55.0,7.12,1.559,4.593,0.0,7e-06,4e-06,2.45,robust-easy
clean,G5,best,G5_yaw150_pitch+085,150.0,85.0,0.825,15.144,9.762,0.0,5e-06,8.4e-05,0.0,robust-easy
clean,G5,best,G5_yaw100_pitch+045,100.0,45.0,14.051,11.863,2.399,0.0,0.0,2e-06,78.678,ambiguous-flux
clean,G5,best,G5_yaw065_pitch+070,65.0,70.0,164.663,13.224,2.447,0.0,0.0,1e-06,86.517,ocs-hard;disagreement-hard;ambiguous-flux
clean,G5,best,G5_yaw180_pitch+090,180.0,90.0,51.59,18.95,8.901,0.0,4e-06,6e-06,43.543,disagreement-hard
clean,G5,best,G5_yaw065_pitch-090,65.0,-90.0,57.206,2.557,4.846,0.0,1.7e-05,1.6e-05,85.336,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw280_pitch+080,280.0,80.0,44.993,0.038,1.594,0.0,0.0,3.4e-05,86.145,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw040_pitch+090,40.0,90.0,24.027,8.617,6.099,0.0,2.9e-05,2.7e-05,64.969,ocs-hard
clean,G5,best,G5_yaw035_pitch+080,35.0,80.0,24.395,2.411,4.232,0.0,1.9e-05,1.5e-05,69.536,ocs-hard
clean,G5,best,G5_yaw115_pitch-025,115.0,-25.0,44.166,15.457,2.317,0.0,2e-06,2e-06,69.766,disagreement-hard
clean,G5,best,G5_yaw220_pitch+065,220.0,65.0,12.183,1.63,0.237,0.0,3e-06,1.2e-05,53.047,robust-easy
clean,G5,best,G5_yaw330_pitch+040,330.0,40.0,8.131,0.377,7.703,0.0,6e-06,1e-06,2.0,robust-easy
clean,G5,best,G5_yaw170_pitch+000,170.0,0.0,21.948,30.338,0.619,0.0,1.1e-05,1.8e-05,37.219,image-hard(image_only)
clean,G5,best,G5_yaw045_pitch-005,45.0,-5.0,0.724,2.693,0.879,0.0,3.4e-05,1.5e-05,65.146,robust-easy
clean,G5,best,G5_yaw140_pitch+020,140.0,20.0,5.96,5.0,7.026,0.0,7.8e-05,1.3e-05,0.0,robust-easy
clean,G5,best,G5_yaw335_pitch+025,335.0,25.0,14.18,1.2,5.847,0.0,4.7e-05,1.2e-05,84.935,robust-easy
clean,G5,best,G5_yaw335_pitch+040,335.0,40.0,10.778,1.584,6.063,0.0,2e-06,2e-06,80.195,ambiguous-flux
clean,G5,best,G5_yaw160_pitch+090,160.0,90.0,3.683,2.97,4.948,0.0,1.4e-05,2.9e-05,0.0,robust-easy
clean,G5,best,G5_yaw300_pitch-025,300.0,-25.0,134.054,8.148,1.986,0.0,2e-06,2.9e-05,57.682,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw255_pitch-015,255.0,-15.0,8.335,2.495,3.888,0.0,1e-06,1e-06,80.195,ambiguous-flux
clean,G5,best,G5_yaw115_pitch+035,115.0,35.0,91.267,10.869,2.059,175.0,0.0,2e-06,80.195,ocs-hard;ambiguous-flux
clean,G5,best,G5_yaw040_pitch-075,40.0,-75.0,14.649,5.336,0.605,0.0,3.9e-05,1.9e-05,69.311,robust-easy
clean,G5,best,G5_yaw325_pitch-085,325.0,-85.0,35.825,5.877,4.682,0.0,1.8e-05,0.000107,0.0,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw115_pitch+020,115.0,20.0,27.198,9.883,3.759,0.0,2.7e-05,1e-06,85.763,ambiguous-flux
clean,G5,best,G5_yaw135_pitch+030,135.0,30.0,14.813,7.737,3.68,0.0,4e-06,4e-06,0.0,robust-easy
clean,G5,best,G5_yaw025_pitch-080,25.0,-80.0,3.621,5.296,2.008,0.0,8e-06,2.9e-05,4.472,robust-easy
clean,G5,best,G5_yaw080_pitch+010,80.0,10.0,5.801,8.301,0.816,0.0,1e-06,1e-06,80.195,ambiguous-flux
clean,G5,best,G5_yaw195_pitch+050,195.0,50.0,6.023,10.13,3.76,0.0,3e-06,2e-06,67.322,robust-easy
clean,G5,best,G5_yaw330_pitch-070,330.0,-70.0,124.698,0.386,5.008,0.0,6.4e-05,8.9e-05,86.517,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw130_pitch+085,130.0,85.0,7.788,5.207,3.161,0.0,4e-06,1.6e-05,0.0,robust-easy
clean,G5,best,G5_yaw210_pitch-050,210.0,-50.0,52.545,7.976,1.633,0.0,1e-06,0.0,2.0,disagreement-hard
clean,G5,best,G5_yaw210_pitch-060,210.0,-60.0,47.727,6.041,1.445,0.0,2e-06,1e-06,1.5,disagreement-hard
clean,G5,best,G5_yaw280_pitch+010,280.0,10.0,4.484,8.479,6.018,5.0,3e-06,3e-06,51.72,robust-easy
clean,G5,best,G5_yaw330_pitch-045,330.0,-45.0,120.971,0.047,6.639,0.0,4e-06,2e-06,70.0,disagreement-hard
clean,G5,best,G5_yaw280_pitch-080,280.0,-80.0,2.933,8.722,2.576,5.0,4e-06,4e-06,4.153,robust-easy
clean,G5,best,G5_yaw215_pitch+090,215.0,90.0,32.69,5.693,0.457,0.0,1.2e-05,6e-06,59.592,disagreement-hard
clean,G5,best,G5_yaw180_pitch+070,180.0,70.0,17.072,18.862,7.552,0.0,0.000103,1e-06,85.358,ambiguous-flux
clean,G5,best,G5_yaw245_pitch-085,245.0,-85.0,63.849,7.03,2.052,85.0,2.9e-05,5.3e-05,43.535,ocs-hard
clean,G5,best,G5_yaw295_pitch+060,295.0,60.0,12.849,0.614,1.888,10.0,3e-06,4e-06,88.028,robust-easy
clean,G5,best,G5_yaw310_pitch+070,310.0,70.0,74.502,10.177,4.965,0.0,2e-06,2e-06,85.732,disagreement-hard;ambiguous-flux
clean,G5,best,G5_yaw265_pitch+085,265.0,85.0,44.582,0.458,2.123,0.0,4e-06,4e-06,84.735,disagreement-hard
clean,G5,best,G5_yaw225_pitch-010,225.0,-10.0,10.164,1.46,2.076,5.0,3e-06,3e-05,82.189,robust-easy
clean,G5,best,G5_yaw315_pitch+040,315.0,40.0,8.109,1.585,6.875,0.0,3e-06,3e-06,1.5,robust-easy
clean,G5,best,G5_yaw155_pitch-075,155.0,-75.0,5.503,20.0,1.598,0.0,3.3e-05,6e-06,80.014,robust-easy
clean,G5,best,G5_yaw195_pitch-025,195.0,-25.0,14.553,16.381,3.296,0.0,5.2e-05,6.6e-05,78.551,robust-easy
clean,G5,best,G5_yaw210_pitch-070,210.0,-70.0,44.012,6.314,1.384,0.0,0.0,2e-06,31.5,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw110_pitch+050,110.0,50.0,76.814,18.339,1.463,0.0,0.0,0.0,69.766,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw230_pitch+015,230.0,15.0,1.989,4.801,5.549,0.0,6e-06,2.7e-05,0.0,robust-easy
clean,G5,best,G5_yaw300_pitch+035,300.0,35.0,107.453,8.88,0.633,0.0,1e-06,1e-06,79.24,disagreement-hard;ambiguous-flux
clean,G5,best,G5_yaw260_pitch-005,260.0,-5.0,10.927,3.959,2.075,0.0,3e-06,3e-06,52.5,robust-easy
clean,G5,best,G5_yaw300_pitch+060,300.0,60.0,89.199,0.641,2.357,170.0,4e-06,2e-06,83.928,ambiguous-flux
clean,G5,best,G5_yaw015_pitch-055,15.0,-55.0,7.383,6.403,2.937,5.0,4e-06,2.5e-05,3.5,robust-easy
clean,G5,best,G5_yaw295_pitch+090,295.0,90.0,126.564,16.873,0.754,10.0,0.0,9e-06,78.945,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw115_pitch-075,115.0,-75.0,47.044,2.103,1.081,180.0,2.9e-05,8.9e-05,81.123,ocs-hard
clean,G5,best,G5_yaw190_pitch+060,190.0,60.0,4.037,14.683,5.662,5.0,1.4e-05,3.6e-05,78.245,robust-easy
clean,G5,best,G5_yaw210_pitch-030,210.0,-30.0,8.708,11.082,0.178,0.0,3e-06,3.6e-05,31.48,robust-easy
clean,G5,best,G5_yaw190_pitch-020,190.0,-20.0,11.51,18.058,1.964,0.0,1.6e-05,8e-06,79.795,robust-easy
clean,G5,best,G5_yaw065_pitch-080,65.0,-80.0,19.41,9.836,1.21,175.0,2.5e-05,2.6e-05,86.017,disagreement-hard
clean,G5,best,G5_yaw270_pitch-010,270.0,-10.0,58.154,18.211,2.963,0.0,1e-06,1e-06,43.557,disagreement-hard
clean,G5,best,G5_yaw150_pitch+035,150.0,35.0,1.498,6.763,2.237,0.0,6e-06,2e-06,0.0,robust-easy
clean,G5,best,G5_yaw325_pitch-090,325.0,-90.0,37.996,6.142,3.144,0.0,7e-06,1.8e-05,27.0,ocs-hard;disagreement-hard
clean,G5,best,G5_yaw295_pitch+080,295.0,80.0,7.022,10.081,0.336,0.0,4.5e-05,0.0,82.976,ambiguous-flux;robust-easy
clean,G5,best,G5_yaw310_pitch+060,310.0,60.0,101.259,2.088,10.557,0.0,4e-06,4e-06,85.732,disagreement-hard
clean,G5,best,G5_yaw245_pitch+080,245.0,80.0,11.906,5.545,0.499,0.0,1e-05,2.9e-05,82.499,robust-easy
clean,G5,best,G5_yaw045_pitch-070,45.0,-70.0,9.406,6.644,0.331,0.0,1.9e-05,2.1e-05,70.292,robust-easy
clean,G5,best,G5_yaw060_pitch-090,60.0,-90.0,34.065,7.693,5.081,0.0,0.000124,5.3e-05,25.1,ocs-hard;disagreement-hard
degraded-mild,G1,best,G1_yaw260_pitch-065,260.0,-65.0,40.532,2.169,3.436,15.0,0.0,0.0,56.703,disagreement-hard
degraded-mild,G1,best,G1_yaw300_pitch+055,300.0,55.0,0.358,0.29,1.282,170.0,0.0,0.0,66.485,disagreement-hard
degraded-mild,G1,best,G1_yaw165_pitch+055,165.0,55.0,71.397,0.961,2.341,20.0,0.0,0.0,66.912,disagreement-hard
degraded-mild,G1,best,G1_yaw170_pitch-040,170.0,-40.0,54.213,2.853,0.139,5.0,0.0,0.0,66.828,disagreement-hard
degraded-mild,G1,best,G1_yaw120_pitch+085,120.0,85.0,169.843,3.027,2.119,10.0,0.0,0.0,60.291,disagreement-hard
degraded-mild,G1,best,G1_yaw085_pitch-060,85.0,-60.0,2.704,1.192,1.22,100.0,0.0,0.0,38.37,disagreement-hard
degraded-mild,G1,best,G1_yaw020_pitch+065,20.0,65.0,135.908,2.05,2.416,5.0,0.0,0.0,47.739,disagreement-hard
degraded-mild,G1,best,G1_yaw185_pitch+060,185.0,60.0,118.224,1.08,2.127,0.0,0.0,0.0,68.782,disagreement-hard
degraded-mild,G1,best,G1_yaw280_pitch+030,280.0,30.0,20.25,0.11,2.69,85.0,0.0,0.0,56.888,disagreement-hard
degraded-mild,G1,best,G1_yaw110_pitch-055,110.0,-55.0,172.299,0.424,0.516,10.0,0.0,0.0,76.631,disagreement-hard
degraded-mild,G1,best,G1_yaw270_pitch+045,270.0,45.0,66.094,0.797,2.307,5.0,0.0,0.0,42.661,disagreement-hard
degraded-mild,G1,best,G1_yaw240_pitch+030,240.0,30.0,177.66,0.963,0.206,5.0,0.0,0.0,85.535,disagreement-hard
degraded-mild,G1,best,G1_yaw250_pitch+085,250.0,85.0,178.299,0.009,0.527,25.0,0.0,0.0,85.294,disagreement-hard
degraded-mild,G1,best,G1_yaw095_pitch+025,95.0,25.0,18.293,0.183,1.947,65.0,0.0,0.0,54.427,disagreement-hard
degraded-mild,G1,best,G1_yaw075_pitch-070,75.0,-70.0,8.25,1.568,0.148,80.0,0.0,0.0,53.761,disagreement-hard
degraded-mild,G1,best,G1_yaw295_pitch-085,295.0,-85.0,14.466,2.087,0.856,65.0,0.0,0.0,38.409,disagreement-hard
degraded-mild,G1,best,G1_yaw205_pitch+075,205.0,75.0,26.64,1.741,2.12,65.0,0.0,0.0,55.489,disagreement-hard
degraded-mild,G1,best,G1_yaw075_pitch-025,75.0,-25.0,6.762,2.477,1.592,35.0,0.0,0.0,80.195,disagreement-hard
degraded-mild,G1,best,G1_yaw230_pitch-035,230.0,-35.0,161.692,2.028,1.038,0.0,0.0,0.0,71.624,disagreement-hard
degraded-mild,G1,best,G1_yaw145_pitch-030,145.0,-30.0,17.798,0.635,1.341,115.0,0.0,0.0,53.313,disagreement-hard
