epoch,train_loss,grad_norm_mean,grad_finite,val_yaw_cmae_deg,val_yaw_hit@10,val_pitch_mae_deg,val_yaw_exact_sentinel
1,1.1567120127758737,0.46927942952434815,True,170.71428571428572,0.0,57.16222689418719,0.0
2,1.1721167251215143,5.96393386005668e-05,True,170.71428536080026,0.0,57.16231782832201,0.0
3,1.1720469250517376,7.71930352017959e-05,True,170.71428524297175,0.0,57.162407908200294,0.0
4,1.1719861970109455,0.00019466202035854698,True,170.71428536080026,0.0,57.163059838490135,0.0
5,1.170813682725874,0.16857190163336092,True,163.81479164624307,0.0,57.16216211797648,0.0
6,0.9258772043858544,1.0424293181020776,True,85.00569585851721,0.0,57.16217550623831,0.0
7,0.7268526064137281,1.0683091108453993,True,64.24107030551866,0.35135135135135137,57.16216216216216,0.07722007722007722
8,0.48671834019281096,1.1236931012602254,True,170.71428571428572,0.0,54.29035376029585,0.0
9,0.2156019272693133,0.7739154802195808,True,140.44791969093117,0.0,57.16216216216216,0.0
10,0.1744241153789779,0.816388243967306,True,50.23890809755068,0.003861003861003861,70.68448184539913,0.0
11,0.14959367213107772,0.7032952301822529,True,115.57347131972148,0.0,60.06554470283184,0.0
12,0.1659383643734253,1.0332586396648658,True,166.46391141000402,0.0,57.16216216216216,0.0
13,0.10335665890725992,0.5248070131350845,True,170.17374560087345,0.0,57.16216216216216,0.0
14,0.11213754370050916,0.44783671583885837,True,168.4790515236873,0.0,48.19762419641708,0.0
15,0.08390314772851386,0.38465615762255617,True,163.33976916456774,0.0,60.16314918194038,0.0
16,0.09281691040654304,0.27392142322995994,True,162.49227964187682,0.0,58.513514515055654,0.0
17,0.08793515775163295,0.6317454586684188,True,167.3166023166023,0.0,58.16495298879027,0.0
18,0.09107622428465698,0.6920040766313813,True,170.71428571428572,0.0,57.16216216216216,0.0
19,0.14572077762272398,0.8388927624123039,True,79.3119561626184,0.03088803088803089,57.16216216216216,0.011583011583011582
20,0.12117485714665914,0.9167097044092075,True,85.0,0.0,57.16216216216216,0.0
