yaw,pitch,roll,ocs_no_occ,ocs_with_occ,occlusion_ratio,visible_faces_no_occ,visible_faces_with_occ,ocs_no_occ_jinshuzhuti,ocs_no_occ_taiyangnengban,ocs_no_occ_yinshenban,ocs_with_occ_jinshuzhuti,ocs_with_occ_taiyangnengban,ocs_with_occ_yinshenban,visible_faces_no_occ_jinshuzhuti,visible_faces_no_occ_taiyangnengban,visible_faces_no_occ_yinshenban,visible_faces_with_occ_jinshuzhuti,visible_faces_with_occ_taiyangnengban,visible_faces_with_occ_yinshenban
160.0,-5.0,0.0,0.011797855820198985,0.004446236787516105,0.6231317914647041,40303,7622,0.0030604812931484893,0.0036098187342809406,0.0051275557927695555,0.0006615248901906529,0.001361411669125868,0.002423300228199584,38298,1501,504,6993,424,205
160.0,0.0,0.0,0.01229997452440644,0.004345393862437943,0.6467152144245893,40633,7726,0.004763025010459985,0.0022431267986281825,0.005293822715318273,0.0008910212877246814,0.00095099425609599,0.002503378318617271,38627,1507,499,7050,471,205
160.0,5.0,0.0,0.025966440262326855,0.0051510550449224875,0.8016264457937331,41031,7703,0.019296687033628315,0.001253538319880561,0.00541621490881798,0.0019695606127214235,0.0006201650118633405,0.002561329420337724,39056,1472,503,7063,432,208
160.0,10.0,0.0,0.03765272927909066,0.00930417730920055,0.7528950095427118,40645,7551,0.03149341955158988,0.0006660633163690444,0.005493246411131737,0.006311663684283979,0.000394050706714559,0.002598462918202013,38750,1396,499,6971,370,210
160.0,15.0,0.0,0.09832407318224945,0.03672003962908667,0.6265406991325113,32466,5422,0.09221391639852693,0.0005853337080959269,0.005524823075626607,0.033745893563688754,0.00036109369185031846,0.00261305237354759,31442,560,464,5085,150,187
160.0,20.0,0.0,0.05955387588789514,0.025447794694383342,0.5726928883304498,40877,7268,0.053178426605652834,0.0008663856940107305,0.005509063588231573,0.022381575266887596,0.0004614657250773267,0.0026047537024184195,38993,1388,496,6524,534,210
160.0,25.0,0.0,0.040729922470041494,0.018165665995046855,0.5539970396848057,40489,6926,0.03365967800999163,0.0016226382603537791,0.005447606199696087,0.01485891861533857,0.0007312097377680555,0.002575537641940231,38593,1403,493,6178,540,208
160.0,30.0,0.0,0.017431820434147247,0.005210909292533336,0.7010691274489227,40295,6674,0.009329574620761187,0.002761778342751725,0.005340467470634337,0.001550351085785573,0.001135485540419253,0.00252507266632851,38400,1399,496,5934,532,208
160.0,35.0,0.0,0.015275857618107371,0.006129611509359208,0.5987386330379632,39905,6388,0.005823717413423791,0.004262694089722824,0.005189446114960757,0.001994324391599589,0.001632723354670003,0.0025025637630896156,38018,1399,488,5684,500,204
160.0,40.0,0.0,0.017576640628442955,0.00539152704905566,0.6932561140078749,39699,6040,0.006493277848614748,0.006086537320786614,0.004996825459041594,0.0007407330449967721,0.0022423663704282102,0.0024084276336306778,37812,1399,488,5384,455,201
160.0,45.0,0.0,0.02295942718654326,0.006119250192079485,0.7334754851520845,39355,5861,0.010011122327561331,0.008182778269942712,0.004765526589039217,0.0008785486113728483,0.0029442784196400847,0.0022964231610665517,37471,1399,485,5207,455,199
160.0,50.0,0.0,0.020417108670566227,0.0063850114360941325,0.6872715162995184,39099,5644,0.005428214649993794,0.010489867569328357,0.004499026451244076,0.0005725866602657924,0.0036453662891676904,0.00216705848666065,37209,1408,482,5018,439,187
160.0,55.0,0.0,0.02057950325965482,0.006769978477025257,0.6710329500373562,38313,5331,0.0034386979775953997,0.012939773338890749,0.004201031943168673,0.00029662165581452585,0.0044461658624868235,0.002027190958723908,36429,1401,483,4710,433,188
160.0,60.0,0.0,0.025441904291314765,0.007383527997388686,0.7097887047743812,33378,4482,0.0060669810727349794,0.01548265752142831,0.0038922656971514744,0.00021105853731388043,0.0052838092830548395,0.0018886601770199667,31571,1377,430,3924,416,142
160.0,65.0,0.0,0.025703207474465927,0.008126063439463517,0.6838502180112693,32971,4289,0.004113581812805261,0.01802701172084979,0.0035626139408108763,0.00026422733157080067,0.006121600728163628,0.0017402353797290877,31162,1377,432,3747,400,142
160.0,70.0,0.0,0.03295192572061428,0.009137897883024965,0.7226900193784905,32800,4199,0.00924284366565358,0.02049704440546747,0.003212037649493225,0.0006206370647295399,0.0069348965065944524,0.001582364311700973,30973,1388,439,3660,402,137
160.0,75.0,0.0,0.10438565837662515,0.013241900544676104,0.8731444457925521,32600,4123,0.07871753043800164,0.022824106550071457,0.0028440213885520494,0.004127780643579565,0.007699885664920594,0.0014142342361759446,30767,1388,445,3586,403,134
160.0,80.0,0.0,0.23643962078613565,0.021269949139532687,0.9100406730952602,32485,4100,0.20903438612735284,0.024943600612287058,0.0024616340464957416,0.011566745682573827,0.008395127837623773,0.0013080756193350885,30647,1392,446,3564,405,131
160.0,85.0,0.0,0.05074540381496115,0.010985971662268395,0.783508045332976,32209,3966,0.021883258336899115,0.02679386207405464,0.0020682834040073976,0.0008896710971041011,0.008985838013626478,0.0011104625515378163,30404,1361,444,3441,397,128
160.0,90.0,0.0,0.07264508773285046,0.010740023683103636,0.8521576059953336,31804,3815,0.042664591419004694,0.028313425281635947,0.0016670710322098175,0.0003642099024151568,0.009479445110836704,0.0008963686698517747,30004,1358,442,3300,398,117
165.0,-90.0,0.0,0.03485479974028544,0.007847533001622648,0.774850721849008,33585,4351,0.0061089275776328505,0.028357646368189694,0.00038822579446289864,0.0024213826862777912,0.005145852108177864,0.00028029820716699396,32026,1368,191,4102,222,27
165.0,-85.0,0.0,0.037593092885967905,0.007973246425080663,0.7879066122793855,33417,4535,0.007769101179836197,0.029461602924260328,0.00036238878187137976,0.001371630811200603,0.006362189387555424,0.0002394262263246356,31869,1352,196,4296,218,21
165.0,-80.0,0.0,0.03661986984140763,0.007657498097606206,0.7908922633868144,33094,4749,0.00617002086910248,0.030112236072750362,0.0003376128995547845,0.0012763263597186333,0.006153207107169776,0.000227964630717797,31541,1357,196,4467,259,23
165.0,-75.0,0.0,0.03818227899901362,0.0078796932363046,0.7936295725954923,33087,4969,0.007609372239495773,0.030258842386181505,0.0003140643733363427,0.0012158457390006516,0.006451306436539891,0.00021254106076405683,31496,1399,192,4662,282,25
165.0,-70.0,0.0,0.056334856860862786,0.009439897575933815,0.83243238552556,32922,5327,0.025908972835040733,0.029908151715543334,0.0005177323102787218,0.003165825541407364,0.005967353135611394,0.00030671889891505544,31022,1449,451,4894,336,97
165.0,-65.0,0.0,0.16841068237724863,0.023275504044861887,0.8617931848721831,32891,5537,0.13850740266415873,0.02906631079846221,0.0008369689146276672,0.017288085977996318,0.005523377151595285,0.000464040915270285,30990,1452,449,5108,331,98
165.0,-60.0,0.0,0.06810504334817516,0.018614596073808304,0.7266781554099536,32953,5697,0.03917626688909763,0.02777580908140727,0.001152967377670257,0.012512394155715189,0.005492358174825963,0.0006098437432671516,31006,1498,449,5251,334,112
165.0,-55.0,0.0,0.04197453966389722,0.014788881059263893,0.6476702025160272,33059,5842,0.014404851541094957,0.026106113271992568,0.0014635748508096927,0.008399645372023055,0.005633082852041223,0.0007561528351996133,31124,1487,448,5389,335,118
165.0,-50.0,0.0,0.03307417927297005,0.008416642886993342,0.7455222450864605,33394,5944,0.007181810970428682,0.02412575195476569,0.001766616347775678,0.002324626486678274,0.005221307839754899,0.0008707085605601692,31454,1488,452,5487,336,121
165.0,-45.0,0.0,0.033420795020561105,0.007633369115247834,0.7715982186973218,38532,7021,0.00944616418376911,0.021908214635565186,0.002066416201226806,0.002244804543467845,0.004377355479274783,0.0010112090925052059,36518,1501,513,6512,343,166
165.0,-40.0,0.0,0.07451306758071924,0.007351133548836805,0.9013443710276268,39145,7246,0.052621449233633676,0.019525469307695362,0.002366149039390192,0.002256246499780133,0.003945021387318143,0.001149865661738529,37144,1488,513,6726,350,170
165.0,-35.0,0.0,0.03094535187089723,0.009659278727335675,0.6878601100535615,39430,7463,0.011258618824108203,0.017032358551481865,0.002654374495307161,0.004397466828902636,0.003975063056861264,0.0012867488415717755,37425,1493,512,6937,345,181
165.0,-30.0,0.0,0.021894164048793456,0.006205639049174734,0.7165619552614655,39519,7443,0.0044686759286111525,0.0144976415183324,0.0029278466018499063,0.0013661130819106206,0.0034304218207386883,0.0014091041465254255,37515,1496,508,6920,345,178
165.0,-25.0,0.0,0.017907350704921603,0.005057477893389167,0.7175753143652241,39554,7372,0.0027318960286529075,0.011992242753726966,0.003183211922541728,0.0006096067635947086,0.0029149314881806417,0.0015329396416138162,37535,1517,502,6837,345,190
165.0,-20.0,0.0,0.01596475541564172,0.004656330685184893,0.7083368605432702,40129,7481,0.0029598876994282428,0.009587476952847198,0.00341739076336628,0.0005001631877658812,0.00250808230197098,0.0016480851954480328,38106,1516,507,6936,353,192
165.0,-15.0,0.0,0.027688863645906385,0.004478464667524923,0.8382575491433346,40282,7498,0.016708757958641234,0.007352523416684683,0.0036275822705804667,0.0005273523288159966,0.002197556777445065,0.0017535555612638615,38259,1512,511,6938,358,202
165.0,-10.0,0.0,0.012497618119833132,0.00430660732399235,0.6554057515041233,40189,7508,0.003333832509649682,0.005352658426322416,0.003811127183861034,0.0007017540999183568,0.0017556097156205303,0.001849243508453463,38157,1511,521,6926,377,205
165.0,-5.0,0.0,0.010933504877041686,0.004061465801449615,0.628530297729328,40635,7558,0.003320975429765789,0.0036468619935149374,0.00396566745376096,0.0007661278320378771,0.0013698860570095718,0.0019254519124021659,38607,1508,520,6936,414,208
165.0,0.0,0.0,0.011972594229257942,0.0040708277936158214,0.6599878258909198,40920,7485,0.0056007287716560925,0.0022827088477469343,0.004089156609854916,0.0011315306128726634,0.0009536645233866178,0.00198563265735654,38881,1520,519,6850,428,207
165.0,5.0,0.0,0.027943734503962703,0.006802795370111471,0.756553821782598,40978,7478,0.022471934742102725,0.001291740743066276,0.004180059018793701,0.0041288053675545885,0.0006422758581770777,0.002031714144379806,38969,1492,517,6860,408,210
165.0,10.0,0.0,0.06785292725118677,0.02243727250949494,0.6693249146579376,40774,7387,0.06291251914172384,0.0007029337651599094,0.0042374743443030155,0.02000136615154491,0.000376504642541485,0.002059401715408542,38875,1384,515,6831,344,212
165.0,15.0,0.0,0.11687617223444577,0.05202379240161992,0.5548811070124398,32520,5331,0.11199175328784747,0.0006227840824683343,0.004261634864129965,0.04960965695692385,0.0003434317295896747,0.0020707037151063996,31472,572,476,4996,150,185
165.0,20.0,0.0,0.05236871262104742,0.026012386355734073,0.5032838300997402,41168,7168,0.04721726120652087,0.0009007559846328458,0.004250695429893702,0.02349388738816971,0.00045385224701901985,0.0020646467205453433,39257,1398,513,6424,536,208
165.0,25.0,0.0,0.03827469027047985,0.01910510054097811,0.5008424521278669,40985,6744,0.03241169818505653,0.001656791477451053,0.0042062006079722665,0.016340589744001897,0.00072225867795523,0.0020422521190209828,39063,1410,512,6008,530,206
165.0,30.0,0.0,0.015764179570350333,0.00392590045440816,0.7509606867336063,40582,6424,0.008839823531497419,0.0027964136943900864,0.004127942344462829,0.0007970903946493751,0.0011253183783765262,0.002003491681382259,38665,1406,511,5707,512,205
165.0,35.0,0.0,0.01258011453470495,0.0042937800054960425,0.6586851420429658,40122,6176,0.004266519184901434,0.004296685489520103,0.004016909860283414,0.0007137622992577506,0.001631217367375442,0.0019488003388628496,38208,1406,508,5521,452,203
165.0,40.0,0.0,0.01714306353965772,0.004704541261561661,0.7255717304740509,39960,5856,0.007148362115959452,0.0061200414521252015,0.003874659971573066,0.0006286409755899259,0.0022043155925487576,0.001871584693422977,38050,1399,511,5220,439,197
165.0,45.0,0.0,0.04994297248597995,0.008612100221519255,0.8275613205854566,39729,5757,0.038024405274644596,0.008215231348122933,0.0037033358632124194,0.003933723292519897,0.002891632096791056,0.001786744832208302,37837,1393,499,5131,433,193
165.0,50.0,0.0,0.06634461658502182,0.011354452834980973,0.8288564555885248,39563,5477,0.05231861121173069,0.010520859412261881,0.0035051459610292404,0.006022784171166681,0.003646425973146245,0.0016852426906680457,37672,1395,496,4863,425,189
165.0,55.0,0.0,0.022016509133616805,0.006574788357805941,0.7013700801564877,39384,5346,0.005764805890263214,0.0129689718109556,0.003282731432397989,0.0005469726563895333,0.004447704055349079,0.001580111646067328,37496,1395,493,4735,424,187
165.0,60.0,0.0,0.03198541258774101,0.006989233839760335,0.7814868318303612,39240,5261,0.013458023813230038,0.015488467690115783,0.0030389210843951944,0.00024840743586842926,0.005275819259090643,0.001465007144801263,37352,1395,493,4667,410,184
165.0,65.0,0.0,0.023889933423333214,0.007665649151943853,0.6791263911829557,38866,5137,0.0031052739669385895,0.018007440878321485,0.0027772185780731407,0.0002007062716973012,0.0060995447418194446,0.0013653981384271073,36978,1395,493,4550,411,176
165.0,70.0,0.0,0.02694804046326787,0.008334918184968308,0.6907041090305099,33682,4483,0.003988426883207254,0.020457392956526092,0.002502220623534526,0.00020265535947914056,0.006897446053200839,0.0012348167722883278,31859,1378,445,3948,403,132
165.0,75.0,0.0,0.03608082486462418,0.009352424244100717,0.7407923937661858,33043,4192,0.0110586436777315,0.022790029675656565,0.0022321515112361193,0.0005718767146439405,0.00766776200977388,0.0011127855196828955,31213,1379,451,3654,404,134
165.0,80.0,0.0,0.08883743220043543,0.013230840066456999,0.8510668336675298,32748,4099,0.06197318595394098,0.02491518496929574,0.0019490612771986978,0.003891206242945201,0.008355047988268565,0.0009845858352432312,30908,1390,450,3573,397,129
165.0,85.0,0.0,0.057899969474957125,0.011816524580036947,0.7959148392099269,32518,3981,0.029473772504614804,0.026771031511036235,0.0016551654593060868,0.0020018770689039264,0.008964313600451017,0.0008503339106820042,30689,1382,447,3457,398,126
165.0,90.0,0.0,0.045895583876029974,0.010640761675519453,0.7681528204486612,32358,3896,0.01624694484551406,0.028296081034236104,0.0013525579962798142,0.0004374611604640666,0.009462954259507248,0.0007403462555481397,30524,1385,449,3382,397,117
170.0,-90.0,0.0,0.03570727561713976,0.008942697600994214,0.749555309207022,33707,4591,0.007008599970231949,0.028331663134184726,0.00036701251272308404,0.0029919813326128733,0.0056947940568525595,0.00025592221152878126,32159,1346,202,4347,220,24
170.0,-85.0,0.0,0.03674132108073372,0.007493687046407054,0.7960419814535039,33464,4632,0.0069522319294729375,0.029442341534025817,0.00034674761723496475,0.0012006331014269378,0.0060638779618243195,0.00022917598315579704,31897,1367,200,4342,269,21
170.0,-80.0,0.0,0.036896970870890784,0.007353928357140547,0.8006901872006437,33243,4730,0.006468623029349436,0.03010033051631216,0.00032801732522918354,0.0009631794776704545,0.006168809120623631,0.00022193975884646238,31676,1368,199,4426,280,24
170.0,-75.0,0.0,0.04431078092959256,0.00821053830682998,0.8147056284140854,33297,5167,0.013744100513780954,0.03025551842547259,0.00031116199033901794,0.0017697651943653927,0.006230154762565994,0.00021061834989859332,31707,1394,196,4853,291,23
170.0,-70.0,0.0,0.10676193153902598,0.014233687307750926,0.86667825223312,32933,5433,0.07640900417586,0.029904202543290553,0.0004487248198754355,0.007951048264989435,0.006008125502312005,0.0002745135404494862,31051,1429,453,4995,339,99
170.0,-65.0,0.0,0.09421320570693822,0.023468781626165766,0.7508971120336537,33176,5626,0.06449447708275044,0.02905640750113752,0.0006623211230502602,0.016797272745129394,0.006287379969053895,0.00038412891198247594,31276,1446,454,5185,334,107
170.0,-60.0,0.0,0.04676459561680403,0.015703447050454962,0.6642022272761361,33695,5820,0.018133389930669305,0.027759806976972713,0.000871398709162016,0.009748159969105273,0.005475339764038276,0.000479947317311412,31751,1483,461,5378,330,112
170.0,-55.0,0.0,0.038042155291082354,0.011560242966417946,0.696120188828317,38866,6920,0.010863876898438204,0.02609491199658115,0.0010833663960629987,0.005829020872791764,0.005152518339926979,0.0005787037536992015,36841,1508,517,6443,326,151
170.0,-50.0,0.0,0.0337962323455318,0.009618139259850824,0.7154079436572924,39338,7035,0.008369810466951103,0.02412993452156307,0.0012964873570176277,0.0037376169863091403,0.005218834406141624,0.0006616878674000601,37318,1499,521,6539,337,159
170.0,-45.0,0.0,0.036596286274545135,0.009809978414982642,0.7319406034429767,39326,7166,0.013164902758827262,0.021925680188528446,0.0015057033271894242,0.004267747424501273,0.004781845102916064,0.0007603858875653057,37308,1493,525,6657,342,167
170.0,-40.0,0.0,0.02904445146708773,0.007294685349214232,0.748844099965863,39413,7257,0.0077901532496661464,0.019545549326664337,0.0017087488907572442,0.002145879818250271,0.0042909125495662805,0.0008578929813976801,37370,1517,526,6738,346,173
170.0,-35.0,0.0,0.025056525560293304,0.007062201088438036,0.7181492273761452,39945,7516,0.006097819826918337,0.017055181884334237,0.0019035238490407317,0.002075236024807691,0.00403328261611258,0.0009536824475177648,37919,1511,515,6992,341,183
170.0,-30.0,0.0,0.02167178875417823,0.0066374662315668975,0.6937278086799724,40094,7566,0.005060710072351991,0.014523192984746875,0.002087885697079366,0.0020372035402265462,0.0035565781825624347,0.0010436845087779174,38074,1508,512,7034,348,184
170.0,-25.0,0.0,0.016740716450685103,0.0048680243353019246,0.7092105138007576,40135,7436,0.0024605291228612727,0.01202038996814607,0.0022597973596777616,0.000621412591277381,0.0031171830828826104,0.0011294286611419327,38108,1508,519,6895,351,190
170.0,-20.0,0.0,0.01449008107337469,0.004262257310246044,0.7058500025870884,40332,7520,0.002454874285597757,0.009617933542500255,0.002417273245276678,0.000524863337911683,0.0025293441384693833,0.0012080498338649776,38303,1508,521,6978,346,196
170.0,-15.0,0.0,0.013682189873537375,0.003914104790661767,0.713927022878698,40359,7526,0.0037384952306996383,0.007385202520385629,0.002558492122452109,0.0005317413537222809,0.002102621000280541,0.001279742436658945,38324,1511,524,6974,355,197
170.0,-10.0,0.0,0.017004300981946316,0.0038740634184680567,0.7721715569148535,40378,7562,0.008935044098763818,0.005387582176792684,0.002681674706389812,0.0007384374813402185,0.001790478748814845,0.0013451471883129936,38337,1515,526,6983,377,202
170.0,-5.0,0.0,0.01070472262534614,0.004184960539865985,0.6090547428144442,40556,7591,0.004235694487719572,0.003683762779437319,0.0027852653581892485,0.0014020027642840016,0.0013766609535174196,0.001406296822064564,38518,1516,522,6986,398,207
170.0,0.0,0.0,0.016509564722031488,0.00628293574136442,0.6194366207014506,40759,7482,0.011321306735940633,0.002320308790822178,0.0028679491952686774,0.0038307583664817127,0.0010035033172821307,0.0014486740576005767,38709,1528,522,6892,385,205
170.0,5.0,0.0,0.029163607425646217,0.006507490765796084,0.7768626263953391,40734,7363,0.02490533262970154,0.0013295035644833096,0.0029287712314613685,0.0044112137140418835,0.0006137068110729404,0.0014825702406812608,38705,1505,524,6801,355,207
170.0,10.0,0.0,0.037697158267945674,0.008643799561153083,0.77070421330663,40654,7428,0.03398897856831431,0.0007409839294126076,0.0029671957702187566,0.0067815521959204515,0.0003601784828972941,0.001502068882335337,38752,1380,522,6880,340,208
170.0,15.0,0.0,0.07960113199553912,0.03501844095929038,0.5600760933744908,32568,5266,0.07595765822648491,0.0006597044039970121,0.0029837693650571944,0.03318059280087011,0.00032747864596961067,0.0015103695124506636,31499,586,483,4950,132,184
170.0,20.0,0.0,0.050471527669925194,0.02393425307519354,0.5257870292391524,41264,7149,0.04655603685248907,0.0009387338322916878,0.002976756985144438,0.021990831913516917,0.00043750837805804654,0.0015059127836185766,39336,1410,518,6405,537,207
170.0,25.0,0.0,0.03930573809377347,0.017751782728133058,0.5483666357878376,40831,6688,0.034659466969121824,0.0016987044891224176,0.0029475666355292226,0.015551905691814007,0.0007099991932344452,0.001489877843084607,38893,1420,518,5981,502,205
170.0,30.0,0.0,0.014870951054555437,0.004392957507665706,0.7045947168039393,40569,6236,0.009136988175813083,0.002838307247862073,0.0028956556308802808,0.001803739783321255,0.0011271717243001816,0.0014620460000442695,38634,1420,515,5583,448,205
170.0,35.0,0.0,0.011457305656402031,0.004492548806264861,0.6078878454504225,40277,6029,0.004299989288730288,0.004335552703065191,0.0028217636646065514,0.0014621485494306537,0.0016077183241899446,0.001422681932644263,38343,1422,512,5388,437,204
170.0,40.0,0.0,0.013814108787816673,0.004525583730653195,0.6723940863528941,40165,5869,0.004930959822578048,0.006156355131955943,0.002726793833282683,0.0009524999406416103,0.0022057487362784566,0.001367335053733128,38231,1420,514,5245,425,199
170.0,45.0,0.0,0.02626950331365737,0.00546069512534029,0.7921279645016621,39946,5822,0.015408467585480054,0.008248956561341572,0.002612079166835741,0.0012616953174491878,0.0028919259184251884,0.0013070738894659139,38012,1419,515,5210,414,198
170.0,50.0,0.0,0.055712924164426185,0.009808000600188476,0.8239546613772774,39857,5603,0.04268191019873667,0.010551931609485369,0.002479082356204151,0.004930870265196194,0.003646689708900275,0.001230440626092007,37932,1410,515,5003,408,192
170.0,55.0,0.0,0.02324964793053555,0.006465993753045918,0.7218885304257174,39582,5481,0.00792244245230618,0.012997550119359779,0.002329655358869592,0.000862412022369598,0.004447986502680466,0.0011555952279958535,37672,1405,505,4882,411,188
170.0,60.0,0.0,0.022965836920328074,0.006628285933898578,0.7113849603263711,39338,5270,0.00528561295741839,0.015514765513558341,0.0021654584493513425,0.0002712496378490196,0.005283525811371109,0.0010735104846784492,37439,1398,501,4673,411,186
170.0,65.0,0.0,0.02353515113733836,0.007314246868070152,0.6892203145249343,39348,5239,0.0035147814053842555,0.018031611704441404,0.0019887580275126998,0.00019708807669979934,0.006112520795492802,0.0010046379958775517,37449,1394,505,4649,412,178
170.0,70.0,0.0,0.025196514630341154,0.007997214367122373,0.6826063253410342,39146,5131,0.0029175063194215108,0.02047734576638538,0.0018016625445342633,0.00018943576462367563,0.006896617583851199,0.0009111610186474989,37241,1396,509,4555,403,173
170.0,75.0,0.0,0.029043185303774956,0.008701981215746963,0.7003778640417964,38967,5023,0.004652614287661769,0.022784522529928956,0.0016060484861842304,0.0002488261298207845,0.007646256640109754,0.0008068984458164247,37052,1400,515,4451,407,165
170.0,80.0,0.0,0.03689891781052441,0.00963390712655422,0.7389108489299268,38371,4896,0.010605224071682854,0.024889540070332797,0.001404153668508763,0.0005933657553985119,0.008330837157524262,0.0007097042136314474,36456,1403,512,4328,408,160
170.0,85.0,0.0,0.048396477453468395,0.010806344557478687,0.7767121673706805,33003,4104,0.020440336909688793,0.02674648742580938,0.0012096531179702234,0.0012448735246448168,0.00894105931702925,0.000620411715804622,31183,1367,453,3580,396,128
170.0,90.0,0.0,0.04104973737135926,0.010562988507664434,0.7426782926257083,32606,3956,0.011761544553456328,0.028277258375098036,0.0010109344428048958,0.0005908658739474859,0.0094453264778408,0.000526796155876148,30760,1392,454,3436,399,121
175.0,-90.0,0.0,0.03455372050772543,0.007034301393971476,0.7964241971454632,33716,4739,0.0059070434784072885,0.02830307590861643,0.00034360112070171026,0.001316875353889857,0.005480958415582836,0.00023646762449878344,32142,1374,200,4431,286,22
175.0,-85.0,0.0,0.03610586022079853,0.0077868519065793125,0.7843327410298412,33648,4728,0.006355012781634345,0.029421348032249668,0.00032949940691451014,0.0018171193111558277,0.005751901007752079,0.00021783158767140599,32106,1345,197,4429,278,21
175.0,-80.0,0.0,0.039796973042674724,0.0071793088392755455,0.8196016357430729,33602,5065,0.009391559080585974,0.030087916425064292,0.0003174975370244585,0.0008244511090334809,0.0061396372881859455,0.00021522044205611937,32021,1386,195,4755,284,26
175.0,-75.0,0.0,0.06754488542494645,0.011127884224126122,0.8352520082887542,33632,5356,0.03698470890199022,0.03025210273481246,0.0003080737881437804,0.004038359087015308,0.006880438582698266,0.00020908655441254724,32043,1394,195,5031,299,26
175.0,-70.0,0.0,0.10435949885490588,0.019685059519222187,0.8113726135596826,33533,5576,0.07408297877722368,0.02990011390710514,0.00037640617057706693,0.013445276932558441,0.005998776100312303,0.00024100648635144465,31641,1433,459,5145,330,101
175.0,-65.0,0.0,0.052545417860640084,0.015291911041003487,0.7089772683593384,38832,6537,0.02300795945717876,0.029052302246604444,0.0004851561568568731,0.009156686962509595,0.005829545058193856,0.00030567902030003596,36842,1470,520,6074,324,139
175.0,-60.0,0.0,0.03938461859143589,0.011752417085777695,0.7015988092281986,39299,6833,0.011022895111394135,0.027764942149803615,0.0005967813302381409,0.005367941111028134,0.006026143748726027,0.0003583322260235342,37309,1465,525,6351,333,149
175.0,-55.0,0.0,0.04522388778470933,0.017888082553003195,0.6044550031133913,39367,6978,0.018408506628336017,0.026106100393048427,0.0007092807633248837,0.011772088420764392,0.005702052497998215,0.0004139416342405887,37339,1500,528,6484,332,162
175.0,-50.0,0.0,0.04003868176639068,0.012825726818741504,0.6796666060692415,39538,7139,0.015073442163444663,0.02414394465516432,0.0008212949477817035,0.007120453089322958,0.0052575516998148684,0.0004477220296036777,37516,1495,527,6635,341,163
175.0,-45.0,0.0,0.04571099292658893,0.015148891223889138,0.6685941334020462,39378,7161,0.02283690531181002,0.021942521802454706,0.000931565812324201,0.009824985237184641,0.004818362555920445,0.0005055434307840508,37354,1499,525,6633,349,179
175.0,-40.0,0.0,0.02557215122276232,0.00668833306138425,0.7384524671733201,39830,7342,0.004968128454019028,0.019565107779373037,0.0010389149893702567,0.0018077845259850318,0.004318908564587705,0.0005616399708115126,37813,1493,524,6808,354,180
175.0,-35.0,0.0,0.021890855325244415,0.006290709370250299,0.7126330023753851,40141,7504,0.0036712318367030754,0.017077326197121347,0.001142297291419994,0.001554867655244497,0.0041341221963129005,0.0006017195186929013,38131,1487,523,6962,358,184
175.0,-30.0,0.0,0.02289406598825422,0.006604641959546159,0.7115129325243204,40347,7631,0.007105717537002759,0.014547850914141404,0.0012404975371100575,0.0023049539495372503,0.0036445311954869577,0.0006551568145219517,38336,1490,521,7083,364,184
175.0,-25.0,0.0,0.016896128062385884,0.004696071318328413,0.7220622795359373,40332,7550,0.0035161987031042344,0.012047571304173988,0.0013323580551076616,0.0009347356647519491,0.0030521088548729897,0.0007092267987034743,38300,1505,527,6998,363,189
175.0,-20.0,0.0,0.013951597633133767,0.003922039339737213,0.7188824217218874,40317,7621,0.0028872350141610466,0.009647620749956285,0.0014167418690164343,0.0005959336391830154,0.0025678617290440494,0.0007582439715101482,38281,1508,528,7027,399,195
175.0,-15.0,0.0,0.012479469570547503,0.003662833098114924,0.7064912833507373,40332,7639,0.0035696002977904824,0.007417272255375579,0.0014925970173814418,0.0007345243474981726,0.0021256247001107402,0.0008026840505060114,38278,1527,527,7033,405,201
175.0,-10.0,0.0,0.013300796686089878,0.0034617295243801853,0.739735174810957,40328,7588,0.006320297936371434,0.005421619124999366,0.0015588796247190777,0.0009225234034063469,0.0016980759685108402,0.000841130152462998,38266,1536,526,6989,398,201
175.0,-5.0,0.0,0.013711365164689125,0.005720115471817144,0.5828194054266634,40368,7580,0.008378014723124882,0.00371870514436275,0.0016146452972014922,0.0034130145699195025,0.0014320392098876133,0.0008750616920100282,38310,1534,524,6990,386,204
175.0,0.0,0.0,0.017210507245322536,0.008706979360975082,0.49408932364027447,40519,7456,0.01319518481861966,0.002356252676950766,0.0016590697497521087,0.006791537600027084,0.001009344411316407,0.0009060973496315914,38453,1540,526,6888,363,205
175.0,5.0,0.0,0.02123613491624677,0.004073225261576088,0.8081936624701016,40411,7254,0.018175265145355043,0.001369261827625499,0.001691607943266226,0.0025403622769144137,0.0006040214787607793,0.0009288415059008944,38359,1526,526,6729,317,208
175.0,10.0,0.0,0.030967107076912442,0.006318458660894697,0.7959622561706634,40069,7211,0.028472494296027388,0.0007825795090707782,0.0017120332718142779,0.00502752762228249,0.00034497050050748913,0.000945960538104719,38152,1389,528,6716,285,210
175.0,15.0,0.0,0.0780022719732537,0.036645889431785914,0.5301945891479742,32312,5205,0.07558233206104095,0.0006989089466309954,0.0017210309655817586,0.0353827749799433,0.0003123802556325824,0.0009507341962100323,31236,591,485,4901,117,187
175.0,20.0,0.0,0.04526704456338738,0.021325356448818975,0.5288988566735982,40898,6899,0.04257533471551822,0.0009748008523841395,0.0017169089954850159,0.019955888470053754,0.00042201556153181126,0.0009474524172334083,38952,1424,522,6178,513,208
