epoch,train_loss,val_loss
1,0.48016642126689796,0.36373508317129954
2,0.3567825049214846,0.32777455363954816
3,0.3329173581638302,0.31096230915614537
4,0.3066078039617352,0.3128217569419316
5,0.2958044758592575,0.3042495608329773
6,0.2878707894529373,0.302739212342671
7,0.2839140557480536,0.2962420650890895
8,0.27665215481873306,0.2918219089508057
9,0.26389882910738616,0.2883374469620841
10,0.2693730887045445,0.28628205912453786
11,0.250715202961256,0.28144120914595466
12,0.25118482303449996,0.28240521039281574
13,0.24262428813039938,0.2861661911010742
14,0.23496290226177466,0.28025752220835004
15,0.23893345688630166,0.276173922419548
16,0.2236012103661339,0.28308231830596925
17,0.22195866092589567,0.2779066434928349
18,0.2189699401599264,0.27499408296176364
19,0.21145012887396566,0.2737591130392892
20,0.2104699076492452,0.2717422212873186
21,0.21268714284176937,0.268935541169984
22,0.19621046662965846,0.2752533912658691
23,0.19434285293569786,0.26819530086857934
24,0.19371243670820978,0.27072466100965226
25,0.1908062677400362,0.2713897500719343
26,0.18655805980545165,0.2708703028304236
27,0.18749039785582472,0.27245517713682993
28,0.1828394445390515,0.2719887639795031
29,0.17921815931691157,0.27043769018990654
30,0.18104286973578046,0.2707410169499261
31,0.17790430207235564,0.26362514410700116
32,0.1745642797614499,0.264234304853848
33,0.17347783376967293,0.26543123722076417
34,0.17567094485564935,0.26702856378895895
35,0.15764171610293548,0.26811867484024593
36,0.17120952279593127,0.26667133910315377
37,0.15430524857916586,0.2650880209037236
38,0.1522024018991057,0.2643594069140298
39,0.15704014219780374,0.2791711811508451
40,0.15048148569057085,0.2720674876655851
41,0.15291507933851245,0.2696093840258462
42,0.1502581592351463,0.26715320093291145
43,0.15547181853816097,0.2642426380089351
44,0.14760922128417353,0.26502023807593755
45,0.14683526796727156,0.2620868708406176
46,0.13868738874978326,0.2557507012571607
47,0.13992683052169705,0.26663020423480444
48,0.14076002897631848,0.26986427562577386
49,0.13883548101565765,0.26663759095328193
50,0.13557232040283312,0.2706943831273488
51,0.1431089396957394,0.26111751837389807
52,0.13952392342353165,0.2648669609001705
53,0.13463210284074711,0.26651122995785304
54,0.13226471026138556,0.26148752527577535
55,0.1318257497772442,0.2708427880491529
56,0.1333786584503062,0.26090848445892334
57,0.13659396471181093,0.2593586278813226
58,0.12801014612136047,0.2641908551965441
59,0.1286326217767824,0.2675307026931218
60,0.12364621164002597,0.26817348727158136
61,0.12511112873126515,0.26701234408787317
62,0.12876559508100918,0.27385198303631375
63,0.1259649282662102,0.2732963668448584
64,0.1212731425652072,0.26438463585717337
65,0.11727772311673071,0.26413991493838174
66,0.11898281961203044,0.266481311406408
67,0.12032206956012634,0.2666612505912781
68,0.1134286472841859,0.2737425071852548
69,0.11570026266320772,0.2691584540264947
70,0.11106741346326221,0.2641718068293163
71,0.10959222947196046,0.2694681580577578
72,0.10956770340460444,0.26883608656270164
73,0.11222099671620035,0.2683930209704808
74,0.11199737528130597,0.26712761947086877
75,0.11016547027479057,0.26525879289422716
76,0.11038078883824932,0.2664571919611522
77,0.12135141960892754,0.2586204375539507
78,0.10651009836851175,0.26586472392082217
79,0.11198825766307634,0.27178030269486564
80,0.10575047601179798,0.27661237376076836
81,0.11372911191643026,0.27621056267193383
82,0.10735472950746916,0.2637553657804217
83,0.09755119054080326,0.2598836524145944
84,0.10389452231766699,0.2735373501266752
85,0.1056714995795626,0.27185640335083006
86,0.10432636720619659,0.2686135926416942
87,0.09647328529645875,0.26857036096709114
88,0.1033505999597309,0.2683360993862152
89,0.09814937643005411,0.26795457431248254
90,0.10165198872504395,0.27558812243597847
91,0.09835453376465114,0.2705473784889494
92,0.09062895692262937,0.2793939062527248
93,0.1002067904356953,0.2802745180470603
94,0.09501635086049406,0.2765748590230942
95,0.09786866156658948,0.2816408225468227
96,0.09108783360272911,0.2699304802077157
97,0.09371258280046456,0.27213087933404106
98,0.09394485049518768,0.282362642458507
99,0.09206172166190393,0.2777148289339883
100,0.09396919790741394,0.276083950485502
101,0.08919233259733363,0.28092035949230193
102,0.08329142271466619,0.26484280484063283
103,0.0926666625545461,0.2645390544618879
104,0.09094573344314077,0.2711913692099707
105,0.0890732347753501,0.27358238782201494
106,0.08803664929966308,0.2648095062800816
107,0.088029319900179,0.2642142653465271
108,0.08631956290129446,0.27069156893662044
109,0.0858706472372077,0.26862191345010483
110,0.08655523151476896,0.2729571840592793
111,0.08990834359589098,0.2725405718599047
112,0.09188230045894111,0.2735542723110744
113,0.0875602748053112,0.2773912327630179
114,0.07811412264197588,0.27036299194608415
115,0.07780709208963607,0.27201483632837026
116,0.08073177845027053,0.2750038581235068
117,0.08080927134354203,0.27699755941118515
118,0.0861365435310833,0.27635216116905215
119,0.07967418323719269,0.2827560991048813
120,0.0821685168898762,0.26867240156446187
121,0.07952287234696782,0.2802335934979575
122,0.07477280776782315,0.2766856099878039
123,0.07706385265976244,0.27297264209815436
124,0.0850265584290557,0.27389179042407447
125,0.0825112091102778,0.27942772124494825
126,0.07797162097152555,0.27691858751433235
127,0.07651448768578456,0.2710952162742615
128,0.0762701498122876,0.27256065479346686
129,0.07739931178241174,0.27811587282589506
130,0.0811794046477992,0.27018255889415743
131,0.07464207413723795,0.26579154559544155
132,0.08006794282217009,0.26649337198053086
133,0.07733450353569078,0.2730493826525552
134,0.06944762045917884,0.27298006074769154
135,0.07596034634706182,0.2741026507956641
136,0.07392422203801664,0.2645058295556477
137,0.0771281654891917,0.26764759932245524
138,0.07556362442182606,0.2776540368795395
139,0.07756971188061615,0.267930144071579
140,0.07250280695476075,0.269589649779456
141,0.0751945357339632,0.26122469902038575
142,0.07180153038584318,0.2618486191545214
143,0.07237173794217898,0.2707899170262473
144,0.07110459131203578,0.2642933649676187
145,0.07165549193934057,0.2621400390352522
146,0.07738363071879104,0.2645361397947584
147,0.07159570697198753,0.26974591740540094
148,0.07033267613255532,0.27045038938522337
149,0.07114936084508049,0.273896312713623
150,0.06946606587347298,0.2670346098286765
151,0.07128544697011978,0.26692522977079663
152,0.06708984589783167,0.26560069918632506
153,0.0713770915464652,0.26703736143452783
154,0.0717866371516436,0.2657324880361557
155,0.0727486897054828,0.27552008969443187
156,0.06863897849622036,0.2773624288184302
157,0.06541888802237875,0.2721030993121011
158,0.0667311414004325,0.2691700735262462
159,0.06387190428127404,0.273781715120588
160,0.06868037124880677,0.2726061250482287
161,0.07250977036266937,0.2708076855966023
162,0.06700178310539752,0.26704131279672894
163,0.06407483136463335,0.27477734429495676
164,0.06573080649966669,0.27798313668795993
165,0.06929123639848686,0.2613962709903717
166,0.06657499969534933,0.2583206628050123
167,0.0750611686870641,0.2620833022253854
168,0.060954029061442795,0.26119401795523506
169,0.0675295219487026,0.2719273899282728
170,0.06302421897332156,0.27077133059501646
171,0.06345037234612934,0.2737508313996451
172,0.057909421040469755,0.2735444213662829
173,0.059825427221468455,0.2707916344915118
174,0.06652097770577002,0.2705574606146131
175,0.0605443116429644,0.27654615896088736
176,0.0657431076067379,0.27870255964142937
177,0.06709932602055331,0.2805461858000074
178,0.06482734670118159,0.27533969027655464
179,0.06364424762251533,0.2636622292654855
180,0.06423108957271169,0.2633936720235007
181,0.06224039011696092,0.2669956352029528
